"rxnID"	"query"	"formula"	"description"	"ko"	"pathway"	"pathway_name0"	"RHEA_ID"	"RHEA_ID2"	"metnetID"	"metnetID2"	"formula_metnet"	"formula_metnet_balance"	"Equation"	"formula_rhea"	"reverse"
"R00717"	"247-augustus_masked-4896-BLT_2;6661-YNL274C"	" Glycolate + NAD+ <=> Glyoxylate + NADH + H+"	"Glycolate:NAD+ oxidoreductase"	"K00015"	"path:map00630;path:map01100;path:map01110;path:map01120"	"sce00630  Glyoxylate and dicarboxylate metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments"	"rhea:18229"	"NA"	NA	"MNXR100331"	"1 `H(+)` + 1 `NADH` + 1 `glyoxylate` = 1 `glycolate` + 1 `NAD(+)`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM69@MNXD1 = 1 MNXM222@MNXD1 + 1 MNXM8@MNXD1"	"glycolate + NAD(+) => glyoxylate + H(+) + NADH;glyoxylate + H(+) + NADH => glycolate + NAD(+)"	"yes"
"R03509"	"264-augustus_masked-5482-AQA_4;2698-YDR007W_NumOfGenes_2"	" N-(5-Phospho-D-ribosyl)anthranilate <=> 1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate"	"N-(5-Phospho-beta-D-ribosyl)anthranilate ketol-isomerase"	"K01817"	"path:map00400;path:map01100;path:map01110;path:map01130;path:map01230"	"sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01230  Biosynthesis of amino acids"	"rhea:21540"	"NA"	NA	"MNXR103156"	"1 `1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate` = 1 `N-(5-phospho-beta-D-ribosyl)anthranilate`"	"true"	"1 MNXM1455@MNXD1 = 1 MNXM1489@MNXD1"	"N-(5-phospho-beta-D-ribosyl)anthranilate => 1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate;1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate => N-(5-phospho-beta-D-ribosyl)anthranilate"	"yes"
"R00192"	"298-augustus_masked-7012-CFC_2;3357-YER043C"	" S-Adenosyl-L-homocysteine + H2O <=> Adenosine + L-Homocysteine"	"S-Adenosyl-L-homocysteine hydrolase"	"K01251"	"path:map00270;path:map01100"	"sce00270  Cysteine and methionine metabolism;sce01100  Metabolic pathways"	"rhea:21708"	"NA"	NA	"MNXR95492"	"1 `homocysteine zwitterion` + 1 `adenosine` = 1 `S-adenosyl-L-homocysteine` + 1 `H2O`"	"true"	"1 MNXM123@MNXD1 + 1 MNXM212@MNXD1 = 1 MNXM19@MNXD1 + 1 MNXM2@MNXD1"	"S-adenosyl-L-homocysteine + H2O => L-homocysteine + adenosine;L-homocysteine + adenosine => S-adenosyl-L-homocysteine + H2O"	"yes"
"R00899"	"302-augustus_masked-7012-CFC_2;3631-YFR044C"	" Cys-Gly + H2O <=> L-Cysteine + Glycine"	"L-cysteinylglycine dipeptidase"	"K15428"	"path:map00480;path:map01100"	"sce00480  Glutathione metabolism;sce01100  Metabolic pathways"	"rhea:28783"	"NA"	NA	"MNXR95828"	"1 `glycine` + 1 `L-cysteine` = 1 `H2O` + 1 `L-cysteinylglycine`"	"true"	"1 MNXM29@MNXD1 + 1 MNXM55@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM683@MNXD1"	"L-cysteinylglycine + H2O => L-cysteine + glycine;L-cysteine + glycine => L-cysteinylglycine + H2O"	"yes"
"R04144"	"303-augustus_masked-7012-CFC_2;3874-YGL234W"	" ATP + 5-Phosphoribosylamine + Glycine <=> ADP + Orthophosphate + 5'-Phosphoribosylglycinamide"	"5-Phospho-D-ribosylamine:glycine ligase (ADP-forming)"	"K11788"	"path:map00230;path:map01100;path:map01110;path:map01130"	"sce00230  Purine metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics"	"rhea:17453"	"NA"	NA	"MNXR125919"	"1 `H(+)` + 1 `N(1)-(5-phospho-D-ribosyl)glycinamide(1-)` + 1 `ADP` + 1 `phosphate` = 1 `glycine` + 1 `ATP` + 1 `5-phosphonato-D-ribosylaminium(1-)`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM463@MNXD1 + 1 MNXM7@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM29@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM488@MNXD1"	"5-phospho-D-ribosylamine + ATP + glycine => N(1)-(5-phospho-D-ribosyl)glycinamide + ADP + H(+) + phosphate;N(1)-(5-phospho-D-ribosyl)glycinamide + ADP + H(+) + phosphate => 5-phospho-D-ribosylamine + ATP + glycine"	"yes"
"R04208"	"303-augustus_masked-7012-CFC_2;3874-YGL234W"	" ATP + 2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine <=> ADP + Orthophosphate + Aminoimidazole ribotide"	"2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming)"	"K11788"	"path:map00230;path:map01100;path:map01110;path:map01130"	"sce00230  Purine metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics"	"rhea:23032"	"NA"	NA	"MNXR103157"	"1 `5-amino-1-(5-phospho-D-ribosyl)imidazole` + 1 `ADP` + 1 `phosphate` = 1 `ATP` + 1 `2-formamido-N(1)-(5-O-phosphonato-D-ribosyl)acetamidine`"	"true"	"1 MNXM162266@MNXD1 + 1 MNXM7@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM568@MNXD1"	"2-(formamido)-N(1)-(5-phospho-D-ribosyl)acetamidine + ATP => 5-amino-1-(5-phospho-D-ribosyl)imidazole + ADP + H(+) + phosphate;5-amino-1-(5-phospho-D-ribosyl)imidazole + ADP + H(+) + phosphate => 2-(formamido)-N(1)-(5-phospho-D-ribosyl)acetamidine + ATP"	"yes"
"R03348"	"305-augustus_masked-7012-CFC_2;3634-YFR047C"	" Nicotinate D-ribonucleotide + Diphosphate + CO2 <=> Quinolinate + 5-Phospho-alpha-D-ribose 1-diphosphate"	"Nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating)"	"K00767"	"path:map00760;path:map01100"	"sce00760  Nicotinate and nicotinamide metabolism;sce01100  Metabolic pathways"	"rhea:12733"	"NA"	NA	"MNXR101980"	"1 `diphosphate` + 1 `CO2` + 1 `nicotinate beta-D-ribonucleotide` = 2 `H(+)` + 1 `quinolinate` + 1 `5-phospho-alpha-D-ribose 1-diphosphate`"	"true"	"1 MNXM11@MNXD1 + 1 MNXM13@MNXD1 + 1 MNXM194@MNXD1 = 2 MNXM1@MNXD1 + 1 MNXM555@MNXD1 + 1 MNXM91@MNXD1"	"CO2 + diphosphate + nicotinate beta-D-ribonucleotide => 5-phospho-alpha-D-ribose 1-diphosphate + 2 H(+) + quinolinate;5-phospho-alpha-D-ribose 1-diphosphate + 2 H(+) + quinolinate => CO2 + diphosphate + nicotinate beta-D-ribonucleotide"	"yes"
"R02778"	"330-augustus_masked-7614-CPQ_4;2763-YDR074W"	" alpha,alpha'-Trehalose 6-phosphate + H2O <=> alpha,alpha-Trehalose + Orthophosphate"	"Trehalose-6-phosphate phosphohydrolase"	"K16055"	"path:map00500;path:map01100"	"sce00500  Starch and sucrose metabolism;sce01100  Metabolic pathways"	"rhea:23420"	"NA"	NA	"MNXR104926"	"1 `alpha,alpha-trehalose` + 1 `phosphate` = 1 `H2O` + 1 `alpha,alpha-trehalose 6-phosphate`"	"true"	"1 MNXM198@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM448@MNXD1"	"alpha,alpha-trehalose 6-phosphate + H2O => alpha,alpha-trehalose + phosphate;alpha,alpha-trehalose + phosphate => alpha,alpha-trehalose 6-phosphate + H2O"	"yes"
"R01041"	"345-augustus_masked-774-BSG_4;2448-YCR105W;6392-YMR318C"	" Glycerol + NADP+ <=> D-Glyceraldehyde + NADPH + H+"	"glycerol:NADP+ oxidoreductase"	"K00002"	"path:map00010;path:map00040;path:map00561;path:map00930;path:map01100;path:map01110;path:map01120;path:map01130;path:map01220"	"sce00010  Glycolysis / Gluconeogenesis;sce00040  Pentose and glucuronate interconversions;sce00561  Glycerolipid metabolism;sce00930  Caprolactam degradation;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01220  Degradation of aromatic compounds"	"rhea:23592"	"NA"	NA	"MNXR95711"	"1 `H(+)` + 1 `D-glyceraldehyde` + 1 `NADPH` = 1 `NADP(+)` + 1 `glycerol`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM435@MNXD1 + 1 MNXM6@MNXD1 = 1 MNXM5@MNXD1 + 1 MNXM89612@MNXD1"	"glycerol + NADP(+) => D-glyceraldehyde + H(+) + NADPH;D-glyceraldehyde + H(+) + NADPH => glycerol + NADP(+)"	"yes"
"R01481"	"345-augustus_masked-774-BSG_4;2448-YCR105W;6392-YMR318C"	" L-Gulonate + NADP+ <=> D-Glucuronate + NADPH + H+"	"L-gulonate:NADP+ 6-oxidoreductase"	"K00002"	"path:map00010;path:map00040;path:map00561;path:map00930;path:map01100;path:map01110;path:map01120;path:map01130;path:map01220"	"sce00010  Glycolysis / Gluconeogenesis;sce00040  Pentose and glucuronate interconversions;sce00561  Glycerolipid metabolism;sce00930  Caprolactam degradation;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01220  Degradation of aromatic compounds"	"rhea:14909"	"NA"	NA	"MNXR100472"	"1 `L-gulonate` + 1 `NADP(+)` = 1 `H(+)` + 1 `D-glucuronate` + 1 `NADPH`"	"true"	"1 MNXM1927@MNXD1 + 1 MNXM5@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM241@MNXD1 + 1 MNXM6@MNXD1"	"L-gulonate + NADP(+) => D-glucuronate + H(+) + NADPH;D-glucuronate + H(+) + NADPH => L-gulonate + NADP(+)"	"yes"
"R05231"	"345-augustus_masked-774-BSG_4;2448-YCR105W;6392-YMR318C"	" 6-Hydroxyhexanoic acid + NADP+ <=> Adipate semialdehyde + NADPH + H+"	"6-Hydroxyhexanoate:NADP+ oxidoreductase"	"K00002"	"path:map00010;path:map00040;path:map00561;path:map00930;path:map01100;path:map01110;path:map01120;path:map01130;path:map01220"	"sce00010  Glycolysis / Gluconeogenesis;sce00040  Pentose and glucuronate interconversions;sce00561  Glycerolipid metabolism;sce00930  Caprolactam degradation;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01220  Degradation of aromatic compounds"	"rhea:31267"	"NA"	NA	"MNXR109407"	"1 `6-hydroxyhexanoate` + 1 `NADP(+)` = 1 `H(+)` + 1 `NADPH` + 1 `6-oxohexanoate`"	"true"	"1 MNXM1994@MNXD1 + 1 MNXM5@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM6@MNXD1 + 1 MNXM831@MNXD1"	"6-hydroxyhexanoate + NADP(+) => 6-oxohexanoate + H(+) + NADPH;6-oxohexanoate + H(+) + NADPH => 6-hydroxyhexanoate + NADP(+)"	"yes"
"R00291"	"363-augustus_masked-877-BGT_2;2000-YBR019C"	" UDP-glucose <=> UDP-alpha-D-galactose"	"UDP-glucose 4-epimerase; UDP-alpha-D-glucose 4-epimerase"	"K01784"	"path:map00052;path:map00520;path:map01100"	"sce00052  Galactose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce01100  Metabolic pathways"	"rhea:22168"	"NA"	NA	"MNXR105057"	"1 `UDP-D-glucose` = 1 `UDP-alpha-D-galactose`"	"true"	"1 MNXM52@MNXD1 = 1 MNXM89795@MNXD1"	"UDP-alpha-D-glucose => UDP-alpha-D-galactose;UDP-alpha-D-galactose => UDP-alpha-D-glucose"	"yes"
"R00955"	"364-augustus_masked-877-BGT_2;1999-YBR018C"	" UDP-glucose + alpha-D-Galactose 1-phosphate <=> D-Glucose 1-phosphate + UDP-alpha-D-galactose"	"UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase"	"K00965"	"path:map00052;path:map00520;path:map01100;path:map04917"	"sce00052  Galactose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce01100  Metabolic pathways;sce04917  Prolactin signaling pathway"	"rhea:13989"	"NA"	NA	"MNXR105090"	"1 `alpha-D-galactose 1-phosphate` + 1 `UDP-D-glucose` = 1 `D-glucopyranose 1-phosphate(2-)` + 1 `UDP-alpha-D-galactose`"	"true"	"1 MNXM336@MNXD1 + 1 MNXM52@MNXD1 = 1 MNXM89588@MNXD1 + 1 MNXM89795@MNXD1"	"alpha-D-galactose 1-phosphate + UDP-alpha-D-glucose => alpha-D-glucose 1-phosphate + UDP-alpha-D-galactose;alpha-D-glucose 1-phosphate + UDP-alpha-D-galactose => alpha-D-galactose 1-phosphate + UDP-alpha-D-glucose"	"yes"
"R03194"	"377-augustus_masked-9019-CEI_2;5361-YKR069W"	" 2 S-Adenosyl-L-methionine + Uroporphyrinogen III <=> 2 S-Adenosyl-L-homocysteine + Precorrin 2"	"S-adenosyl-L-methionine:uroporphyrin-III C-methyltransferase"	"K00589"	"path:map00860;path:map01100;path:map01110;path:map01120"	"sce00860  Porphyrin and chlorophyll metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments"	"rhea:32459"	"NA"	NA	"MNXR105137"	"2 `S-adenosyl-L-methionine` + 1 `uroporphyrinogen III` = 1 `H(+)` + 2 `S-adenosyl-L-homocysteine` + 1 `precorrin-2`"	"true"	"2 MNXM16@MNXD1 + 1 MNXM414@MNXD1 = 1 MNXM1@MNXD1 + 2 MNXM19@MNXD1 + 1 MNXM672@MNXD1"	"2 S-adenosyl-L-methionine + uroporphyrinogen III => 2 S-adenosyl-L-homocysteine + H(+) + precorrin-2;2 S-adenosyl-L-homocysteine + H(+) + precorrin-2 => 2 S-adenosyl-L-methionine + uroporphyrinogen III"	"yes"
"R00851"	"378-augustus_masked-9019-CEI_2;1881-YBL011W;5359-YKR067W"	" sn-Glycerol 3-phosphate + Acyl-CoA <=> 1-Acyl-sn-glycerol 3-phosphate + CoA"	"acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase"	"K13507"	"path:map00561;path:map00564;path:map01100;path:map01110"	"sce00561  Glycerolipid metabolism;sce00564  Glycerophospholipid metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites"	"rhea:15325"	"NA"	NA	"MNXR106715"	"1 `CoA` + 1 `1-acyl-sn-glycero-3-phosphate` = 1 `an acyl-CoA` + 1 `sn-glycerol 3-phosphate`"	"true"	"1 MNXM12@MNXD1 + 1 MNXM145527@MNXD1 = 1 MNXM44@MNXD1 + 1 MNXM66@MNXD1"	"sn-glycerol 3-phosphate + an acyl-CoA => 1-acyl-sn-glycero-3-phosphate + CoA;1-acyl-sn-glycero-3-phosphate + CoA => sn-glycerol 3-phosphate + an acyl-CoA"	"yes"
"R09380"	"378-augustus_masked-9019-CEI_2;1881-YBL011W;5359-YKR067W"	" Acyl-[acyl-carrier protein] + sn-Glycerol 3-phosphate <=> 1-Acyl-sn-glycerol 3-phosphate + Acyl-carrier protein"	"acyl-ACP:sn-glycerol-3-phosphate 1-O-acyltransferase"	"K13507"	"path:map00561;path:map00564;path:map01100;path:map01110"	"sce00561  Glycerolipid metabolism;sce00564  Glycerophospholipid metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites"	"rhea:42300"	"NA"	NA	"MNXR127907"	"1 `O-(pantetheine-4'-phosphoryl)-L-serine residue` + 1 `1-acyl-sn-glycero-3-phosphate` = 1 `O-(S-acylpantetheine-4'-phosphoryl)serine residue` + 1 `sn-glycerol 3-phosphate`"	"true"	"1 MNXM128788@MNXD1 + 1 MNXM145527@MNXD1 = 1 MNXM145550@MNXD1 + 1 MNXM66@MNXD1"	"sn-glycerol 3-phosphate + fatty acyl-[ACP] => 1-acyl-sn-glycero-3-phosphate + holo-[ACP];1-acyl-sn-glycero-3-phosphate + holo-[ACP] => sn-glycerol 3-phosphate + fatty acyl-[ACP]"	"yes"
"R05641"	"387-augustus_masked-9885-CPR_4;3659-YGL012W"	" Ergosterol + NADP+ <=> Ergosta-5,7,22,24(28)-tetraen-3beta-ol + NADPH + H+"	"ergosterol:NADP+ Delta24(24(1))-oxidoreductase"	"K00223"	"path:map00100;path:map01100;path:map01130"	"sce00100  Steroid biosynthesis;sce01100  Metabolic pathways;sce01130  Biosynthesis of antibiotics"	"rhea:18501"	"NA"	NA	"MNXR96407"	"1 `H(+)` + 1 `ergosta-5,7,22,24(28)-tetraen-3beta-ol` + 1 `NADPH` = 1 `NADP(+)` + 1 `ergosterol`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM1109@MNXD1 + 1 MNXM6@MNXD1 = 1 MNXM5@MNXD1 + 1 MNXM922@MNXD1"	"ergosterol + NADP(+) => ergosta-5,7,22,24(28)-tetraen-3beta-ol + H(+) + NADPH;ergosta-5,7,22,24(28)-tetraen-3beta-ol + H(+) + NADPH => ergosterol + NADP(+)"	"yes"
"R03660"	"388-augustus_masked-9889-CPR_4;3544-YFL022C;5521-YLR060W;7673-YPR047W"	" ATP + L-Phenylalanine + tRNA(Phe) <=> AMP + Diphosphate + L-Phenylalanyl-tRNA(Phe)"	"L-Phenylalanine:tRNA(Ala) ligase (AMP-forming)"	"K01889"	"path:map00970"	"sce00970  Aminoacyl-tRNA biosynthesis"	"rhea:19413"	"NA"	NA	"MNXR126010"	"1 `H(+)` + 1 `diphosphate` + 1 `AMP` + 1 `3'-(L-phenylalanyl)adenylyl group` = 1 `ATP` + 1 `AMP 3'-end residue` + 1 `L-phenylalanine`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM11@MNXD1 + 1 MNXM14@MNXD1 + 1 MNXM146075@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM90666@MNXD1 + 1 MNXM97@MNXD1"	"L-phenylalanine + ATP + tRNA(Phe) => L-phenylalanyl-tRNA(Phe) + AMP + diphosphate + H(+);L-phenylalanyl-tRNA(Phe) + AMP + diphosphate + H(+) => L-phenylalanine + ATP + tRNA(Phe)"	"yes"
"R02038"	"394-augustus_masked-9892-CPR_4;3908-YGR007W"	" CTP + Ethanolamine phosphate <=> Diphosphate + CDP-ethanolamine"	"CTP:ethanolamine-phosphate cytidylyltransferase"	"K00967"	"path:map00440;path:map00564;path:map01100"	"sce00440  Phosphonate and phosphinate metabolism;sce00564  Glycerophospholipid metabolism;sce01100  Metabolic pathways"	"rhea:24592"	"NA"	NA	"MNXR102498"	"1 `diphosphate` + 1 `CDP-ethanolamine` = 1 `H(+)` + 1 `phosphoethanolamine` + 1 `CTP`"	"true"	"1 MNXM11@MNXD1 + 1 MNXM449@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM187@MNXD1 + 1 MNXM63@MNXD1"	"CTP + H(+) + phosphoethanolamine => CDP-ethanolamine + diphosphate;CDP-ethanolamine + diphosphate => CTP + H(+) + phosphoethanolamine"	"yes"
"R00137"	"395-augustus_masked-9892-CPR_4;2331-YCL047C;3911-YGR010W;5787-YLR328W"	" ATP + Nicotinamide D-ribonucleotide <=> Diphosphate + NAD+"	"ATP:nicotinamide-nucleotide adenylyltransferase"	"K06210"	"path:map00760;path:map01100"	"sce00760  Nicotinate and nicotinamide metabolism;sce01100  Metabolic pathways"	"rhea:21360"	"NA"	NA	"MNXR95841"	"1 `diphosphate` + 1 `NAD(+)` = 1 `H(+)` + 1 `ATP` + 1 `beta-nicotinamide D-ribonucleotide`"	"true"	"1 MNXM11@MNXD1 + 1 MNXM8@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM355@MNXD1"	"beta-nicotinamide D-ribonucleotide + ATP + H(+) => diphosphate + NAD(+);diphosphate + NAD(+) => beta-nicotinamide D-ribonucleotide + ATP + H(+)"	"yes"
"R03005"	"395-augustus_masked-9892-CPR_4;2331-YCL047C;3911-YGR010W;5787-YLR328W"	" ATP + Nicotinate D-ribonucleotide <=> Diphosphate + Deamino-NAD+"	"ATP:nicotinamide-nucleotide adenylyltransferase"	"K06210"	"path:map00760;path:map01100"	"sce00760  Nicotinate and nicotinamide metabolism;sce01100  Metabolic pathways"	"rhea:22860"	"NA"	NA	"MNXR101978"	"1 `diphosphate` + 1 `deamido-NAD(+)` = 1 `H(+)` + 1 `nicotinate beta-D-ribonucleotide` + 1 `ATP`"	"true"	"1 MNXM11@MNXD1 + 1 MNXM309@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM194@MNXD1 + 1 MNXM3@MNXD1"	"ATP + H(+) + nicotinate beta-D-ribonucleotide => deamido-NAD(+) + diphosphate;deamido-NAD(+) + diphosphate => ATP + H(+) + nicotinate beta-D-ribonucleotide"	"yes"
"R01238"	"398-augustus_masked-990-AFD_4;3228-YDR538W_NumOfGenes_2"	" 4-Hydroxybenzoate <=> Phenol + CO2"	"4-hydroxybenzoate carboxy-lyase (phenol-forming)"	"K03186"	"path:map00130;path:map00627;path:map00940;path:map01100;path:map01110;path:map01120;path:map01220"	"sce00130  Ubiquinone and other terpenoid-quinone biosynthesis;sce00627  Aminobenzoate degradation;sce00940  Phenylpropanoid biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01220  Degradation of aromatic compounds"	"rhea:10876"	"NA"	NA	"MNXR106877"	"1 `CO2` + 1 `phenol` = 1 `H(+)` + 1 `4-hydroxybenzoate`"	"true"	"1 MNXM13@MNXD1 + 1 MNXM320@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM164@MNXD1"	"4-hydroxybenzoate + H(+) => CO2 + phenol;CO2 + phenol => 4-hydroxybenzoate + H(+)"	"yes"
"R02952"	"398-augustus_masked-990-AFD_4;399-augustus_masked-990-AFD_4;3228-YDR538W_NumOfGenes_2;3229-YDR539W"	" 4-Coumarate <=> 4-Hydroxystyrene + CO2"	"phenylacrylic acid decarboxylase"	"K03186"	"path:map00130;path:map00627;path:map00940;path:map01100;path:map01110;path:map01120;path:map01220"	"sce00130  Ubiquinone and other terpenoid-quinone biosynthesis;sce00627  Aminobenzoate degradation;sce00940  Phenylpropanoid biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01220  Degradation of aromatic compounds"	"rhea:33227"	"NA"	NA	"MNXR107848"	"1 `CO2` + 1 `4-hydroxystyrene` = 1 `H(+)` + 1 `trans-4-coumarate`"	"true"	"1 MNXM13@MNXD1 + 1 MNXM6890@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM505@MNXD1"	"trans-4-coumarate + H(+) => 4-hydroxystyrene + CO2;4-hydroxystyrene + CO2 => trans-4-coumarate + H(+)"	"yes"
"R04985"	"398-augustus_masked-990-AFD_4;3228-YDR538W_NumOfGenes_2"	" 2-Polyprenylphenol + CO2 <=> 4-Hydroxy-3-polyprenylbenzoate"	"4-hydroxy-3-polyprenylbenzoate carboxy-lyase"	"K03186"	"path:map00130;path:map00627;path:map00940;path:map01100;path:map01110;path:map01120;path:map01220"	"sce00130  Ubiquinone and other terpenoid-quinone biosynthesis;sce00627  Aminobenzoate degradation;sce00940  Phenylpropanoid biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01220  Degradation of aromatic compounds"	"rhea:41680"	"NA"	"MNXR109271"	"MNXR119270"	"1 `CO2` + 1 `a 2-polyprenylphenol` = 1 `H(+)` + 1 `a 4-hydroxy-3-polyprenylbenzoate`"	"true"	"1 MNXM13@MNXD1 + 1 MNXM5489@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM146116@MNXD1"	"a 4-hydroxy-3-all-trans-polyprenylbenzoate + H(+) => a 2-all-trans-polyprenylphenol + CO2;a 2-all-trans-polyprenylphenol + CO2 => a 4-hydroxy-3-all-trans-polyprenylbenzoate + H(+)"	"yes"
"R04986"	"398-augustus_masked-990-AFD_4;3228-YDR538W_NumOfGenes_2"	" 3-Octaprenyl-4-hydroxybenzoate <=> 2-Octaprenylphenol + CO2"	"3-octaprenyl-4-hydroxybenzoate carboxy-lyase"	"K03186"	"path:map00130;path:map00627;path:map00940;path:map01100;path:map01110;path:map01120;path:map01220"	"sce00130  Ubiquinone and other terpenoid-quinone biosynthesis;sce00627  Aminobenzoate degradation;sce00940  Phenylpropanoid biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01220  Degradation of aromatic compounds"	"rhea:27778"	"NA"	NA	"MNXR102201"	"1 `CO2` + 1 `2-all-trans-octaprenylphenol` = 1 `H(+)` + 1 `4-hydroxy-3-all-trans-octaprenylbenzoate`"	"true"	"1 MNXM13@MNXD1 + 1 MNXM1886@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM2195@MNXD1"	"4-hydroxy-3-all-trans-octaprenylbenzoate + H(+) => 2-all-trans-octaprenylphenol + CO2;2-all-trans-octaprenylphenol + CO2 => 4-hydroxy-3-all-trans-octaprenylbenzoate + H(+)"	"yes"
"R11225"	"398-augustus_masked-990-AFD_4;3228-YDR538W_NumOfGenes_2"	" Dimethylallyl phosphate + Reduced FMN <=> Prenylated FMNH2 + Orthophosphate"	"dimethylallyl-phosphate:FMNH2 prenyltransferase"	"K03186"	"path:map00130;path:map00627;path:map00940;path:map01100;path:map01110;path:map01120;path:map01220"	"sce00130  Ubiquinone and other terpenoid-quinone biosynthesis;sce00627  Aminobenzoate degradation;sce00940  Phenylpropanoid biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01220  Degradation of aromatic compounds"	"rhea:37743"	"NA"	NA	"MNXR127126"	"1 `dimethylallyl phosphate` + 1 `FMNH2` = 1 `H(+)` + 1 `prenyl-FMNH2` + 1 `phosphate`"	"true"	"1 MNXM101100@MNXD1 + 1 MNXM208@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM160477@MNXD1 + 1 MNXM9@MNXD1"	"dimethylallyl phosphate + FMNH2 => phosphate + prenyl-FMNH2;phosphate + prenyl-FMNH2 => dimethylallyl phosphate + FMNH2"	"yes"
"R01004"	"416-augustus_masked-9908-CPR_4;3936-YGR036C"	" Dolichyl diphosphate + H2O <=> Dolichyl phosphate + Orthophosphate"	"Dolichyl-diphosphate phosphohydrolase"	"K07252"	"path:map00510"	"sce00510  N-Glycan biosynthesis"	"rhea:14385"	"NA"	NA	"MNXR106783"	"1 `H(+)` + 1 `dolichyl phosphate` + 1 `phosphate` = 1 `H2O` + 1 `dolichyl diphosphate`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM278@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM2370@MNXD1"	"dolichyl diphosphate + H2O => dolichyl phosphate + H(+) + phosphate;dolichyl phosphate + H(+) + phosphate => dolichyl diphosphate + H2O"	"yes"
