"met"	"reaction"	"formula"	"reactant"	"product"	"MNX_ID"	"common_met_num"
"Rh24"	"1 MNXM13@MNXD1 + 1 MNXM23@MNXD1 + 2 MNXM27@MNXD2 = 1 MNXM1@MNXD1 + 2 MNXM27@MNXD1 + 1 MNXM46@MNXD1"	"1 `CO2` + 1 `pyruvate` + 2 `Na(+)` = 1 `H(+)` + 2 `Na(+)` + 1 `oxaloacetate`"	"1 `CO2` + 1 `pyruvate` + 2 `Na(+)` "	" 1 `H(+)` + 2 `Na(+)` + 1 `oxaloacetate`"	"MNXR102098"	1
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM497@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM497@MNXD2"	"1 `Na(+)` + 1 `phenylacetate` = 1 `Na(+)` + 1 `phenylacetate`"	"1 `Na(+)` + 1 `phenylacetate` "	" 1 `Na(+)` + 1 `phenylacetate`"	"MNXR102322"	2
"Rh24"	"2 MNXM27@MNXD1 + 1 MNXM43@MNXD1 + 1 MNXM97@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM43@MNXD2 + 1 MNXM97@MNXD2"	"2 `Na(+)` + 1 `chloride` + 1 `L-phenylalanine` = 2 `Na(+)` + 1 `chloride` + 1 `L-phenylalanine`"	"2 `Na(+)` + 1 `chloride` + 1 `L-phenylalanine` "	" 2 `Na(+)` + 1 `chloride` + 1 `L-phenylalanine`"	"MNXR102623"	3
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM97@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM97@MNXD2"	"1 `Na(+)` + 1 `L-phenylalanine` = 1 `Na(+)` + 1 `L-phenylalanine`"	"1 `Na(+)` + 1 `L-phenylalanine` "	" 1 `Na(+)` + 1 `L-phenylalanine`"	"MNXR102636"	2
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM9@MNXD2"	"1 `Na(+)` + 1 `phosphate` = 1 `Na(+)` + 1 `phosphate`"	"1 `Na(+)` + 1 `phosphate` "	" 1 `Na(+)` + 1 `phosphate`"	"MNXR102849"	2
"Rh24"	"3 MNXM27@MNXD1 + 1 MNXM9@MNXD1 = 3 MNXM27@MNXD2 + 1 MNXM9@MNXD2"	"3 `Na(+)` + 1 `phosphate` = 3 `Na(+)` + 1 `phosphate`"	"3 `Na(+)` + 1 `phosphate` "	" 3 `Na(+)` + 1 `phosphate`"	"MNXR102874"	2
"Rh24"	"3 MNXM27@MNXD1 + 2 MNXM9@MNXD1 = 3 MNXM27@MNXD2 + 2 MNXM9@MNXD2"	"3 `Na(+)` + 2 `phosphate` = 3 `Na(+)` + 2 `phosphate`"	"3 `Na(+)` + 2 `phosphate` "	" 3 `Na(+)` + 2 `phosphate`"	"MNXR102875"	2
"Rh24"	"2 MNXM27@MNXD1 + 1 MNXM9@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM9@MNXD2"	"2 `Na(+)` + 1 `phosphate` = 2 `Na(+)` + 1 `phosphate`"	"2 `Na(+)` + 1 `phosphate` "	" 2 `Na(+)` + 1 `phosphate`"	"MNXR102876"	2
"Rh24"	"2 MNXM27@MNXD1 + 1 MNXM364@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM364@MNXD2"	"2 `Na(+)` + 1 `(R)-pantothenate` = 2 `Na(+)` + 1 `(R)-pantothenate`"	"2 `Na(+)` + 1 `(R)-pantothenate` "	" 2 `Na(+)` + 1 `(R)-pantothenate`"	"MNXR103052"	2
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM364@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM364@MNXD2"	"1 `Na(+)` + 1 `(R)-pantothenate` = 1 `Na(+)` + 1 `(R)-pantothenate`"	"1 `Na(+)` + 1 `(R)-pantothenate` "	" 1 `Na(+)` + 1 `(R)-pantothenate`"	"MNXR103054"	2
"Rh24"	"1 MNXM1@MNXD1 + 2 MNXM27@MNXD1 + 1 MNXM364@MNXD1 + 1 MNXM7@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2@MNXD1 + 2 MNXM27@MNXD2 + 1 MNXM3@MNXD1 + 1 MNXM364@MNXD2"	"1 `H(+)` + 2 `Na(+)` + 1 `(R)-pantothenate` + 1 `ADP` + 1 `phosphate` = 1 `H2O` + 2 `Na(+)` + 1 `ATP` + 1 `(R)-pantothenate`"	"1 `H(+)` + 2 `Na(+)` + 1 `(R)-pantothenate` + 1 `ADP` + 1 `phosphate` "	" 1 `H2O` + 2 `Na(+)` + 1 `ATP` + 1 `(R)-pantothenate`"	"MNXR103055"	2
"Rh24"	"1 MNXM11@MNXD1 + 1 MNXM2@MNXD1 + 1 MNXM27@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM27@MNXD2 + 2 MNXM9@MNXD1"	"1 `diphosphate` + 1 `H2O` + 1 `Na(+)` = 1 `H(+)` + 1 `Na(+)` + 2 `phosphate`"	"1 `diphosphate` + 1 `H2O` + 1 `Na(+)` "	" 1 `H(+)` + 1 `Na(+)` + 2 `phosphate`"	"MNXR103072"	1
"Rh24"	"1 MNXM162260@MNXD1 + 1 MNXM27@MNXD1 = 1 MNXM162260@MNXD2 + 1 MNXM27@MNXD2"	"1 `Propionate (n-C3:0)` + 1 `Na(+)` = 1 `Propionate (n-C3:0)` + 1 `Na(+)`"	"1 `Propionate (n-C3:0)` + 1 `Na(+)` "	" 1 `Propionate (n-C3:0)` + 1 `Na(+)`"	"MNXR103093"	2
"Rh24"	"1 MNXM114@MNXD1 + 2 MNXM27@MNXD1 + 1 MNXM43@MNXD1 = 1 MNXM114@MNXD2 + 2 MNXM27@MNXD2 + 1 MNXM43@MNXD2"	"1 `L-proline` + 2 `Na(+)` + 1 `chloride` = 1 `L-proline` + 2 `Na(+)` + 1 `chloride`"	"1 `L-proline` + 2 `Na(+)` + 1 `chloride` "	" 1 `L-proline` + 2 `Na(+)` + 1 `chloride`"	"MNXR103192"	3
"Rh24"	"1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2"	"1 `L-proline` + 1 `Na(+)` = 1 `L-proline` + 1 `Na(+)`"	"1 `L-proline` + 1 `Na(+)` "	" 1 `L-proline` + 1 `Na(+)`"	"MNXR103197"	2
"Rh24"	"1 MNXM114@MNXD1 + 2 MNXM27@MNXD1 = 1 MNXM114@MNXD2 + 2 MNXM27@MNXD2"	"1 `L-proline` + 2 `Na(+)` = 1 `L-proline` + 2 `Na(+)`"	"1 `L-proline` + 2 `Na(+)` "	" 1 `L-proline` + 2 `Na(+)`"	"MNXR103212"	2
"Rh24"	"1 MNXM23@MNXD1 + 2 MNXM27@MNXD1 = 1 MNXM23@MNXD2 + 2 MNXM27@MNXD2"	"1 `pyruvate` + 2 `Na(+)` = 1 `pyruvate` + 2 `Na(+)`"	"1 `pyruvate` + 2 `Na(+)` "	" 1 `pyruvate` + 2 `Na(+)`"	"MNXR103386"	2
"Rh24"	"1 MNXM23@MNXD1 + 1 MNXM27@MNXD1 = 1 MNXM23@MNXD2 + 1 MNXM27@MNXD2"	"1 `pyruvate` + 1 `Na(+)` = 1 `pyruvate` + 1 `Na(+)`"	"1 `pyruvate` + 1 `Na(+)` "	" 1 `pyruvate` + 1 `Na(+)`"	"MNXR103387"	2
"Rh24"	"1 MNXM2282@MNXD1 + 3 MNXM27@MNXD1 = 1 MNXM2282@MNXD2 + 3 MNXM27@MNXD2"	"1 `selenate` + 3 `Na(+)` = 1 `selenate` + 3 `Na(+)`"	"1 `selenate` + 3 `Na(+)` "	" 1 `selenate` + 3 `Na(+)`"	"MNXR104326"	2
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM32@MNXD2 + 1 MNXM53@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM32@MNXD1 + 1 MNXM53@MNXD2"	"1 `Na(+)` + 1 `L-alanine` + 1 `L-serine` = 1 `Na(+)` + 1 `L-alanine` + 1 `L-serine`"	"1 `Na(+)` + 1 `L-alanine` + 1 `L-serine` "	" 1 `Na(+)` + 1 `L-alanine` + 1 `L-serine`"	"MNXR104330"	3
"Rh24"	"1 MNXM147@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM53@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM53@MNXD1"	"1 `L-asparagine` + 1 `Na(+)` + 1 `L-serine` = 1 `L-asparagine` + 1 `Na(+)` + 1 `L-serine`"	"1 `L-asparagine` + 1 `Na(+)` + 1 `L-serine` "	" 1 `L-asparagine` + 1 `Na(+)` + 1 `L-serine`"	"MNXR104331"	3
"Rh24"	"2 MNXM27@MNXD1 + 1 MNXM43@MNXD1 + 1 MNXM53@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM43@MNXD2 + 1 MNXM53@MNXD2"	"2 `Na(+)` + 1 `chloride` + 1 `L-serine` = 2 `Na(+)` + 1 `chloride` + 1 `L-serine`"	"2 `Na(+)` + 1 `chloride` + 1 `L-serine` "	" 2 `Na(+)` + 1 `chloride` + 1 `L-serine`"	"MNXR104333"	3
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM53@MNXD1 + 1 MNXM55@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM53@MNXD2 + 1 MNXM55@MNXD1"	"1 `Na(+)` + 1 `L-serine` + 1 `L-cysteine` = 1 `Na(+)` + 1 `L-serine` + 1 `L-cysteine`"	"1 `Na(+)` + 1 `L-serine` + 1 `L-cysteine` "	" 1 `Na(+)` + 1 `L-serine` + 1 `L-cysteine`"	"MNXR104334"	3
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM37@MNXD2 + 1 MNXM53@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM37@MNXD1 + 1 MNXM53@MNXD2"	"1 `Na(+)` + 1 `L-glutamine` + 1 `L-serine` = 1 `Na(+)` + 1 `L-glutamine` + 1 `L-serine`"	"1 `Na(+)` + 1 `L-glutamine` + 1 `L-serine` "	" 1 `Na(+)` + 1 `L-glutamine` + 1 `L-serine`"	"MNXR104340"	3
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM53@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM53@MNXD2"	"1 `Na(+)` + 1 `L-serine` = 1 `Na(+)` + 1 `L-serine`"	"1 `Na(+)` + 1 `L-serine` "	" 1 `Na(+)` + 1 `L-serine`"	"MNXR104346"	2
"Rh24"	"1 MNXM142@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM53@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM53@MNXD1"	"1 `L-threonine` + 1 `Na(+)` + 1 `L-serine` = 1 `L-threonine` + 1 `Na(+)` + 1 `L-serine`"	"1 `L-threonine` + 1 `Na(+)` + 1 `L-serine` "	" 1 `L-threonine` + 1 `Na(+)` + 1 `L-serine`"	"MNXR104349"	3
"Rh24"	"1 MNXM01@MNXD1 + 2 MNXM27@MNXD2 + 1 MNXM53@MNXD2 = 1 MNXM01@MNXD2 + 2 MNXM27@MNXD1 + 1 MNXM53@MNXD1"	"1 `H(+)` + 2 `Na(+)` + 1 `L-serine` = 1 `H(+)` + 2 `Na(+)` + 1 `L-serine`"	"1 `H(+)` + 2 `Na(+)` + 1 `L-serine` "	" 1 `H(+)` + 2 `Na(+)` + 1 `L-serine`"	"MNXR104353"	3
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM58@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM58@MNXD2"	"1 `Na(+)` + 1 `sulfate` = 1 `Na(+)` + 1 `sulfate`"	"1 `Na(+)` + 1 `sulfate` "	" 1 `Na(+)` + 1 `sulfate`"	"MNXR104464"	2
"Rh24"	"2 MNXM27@MNXD1 + 1 MNXM58@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM58@MNXD2"	"2 `Na(+)` + 1 `sulfate` = 2 `Na(+)` + 1 `sulfate`"	"2 `Na(+)` + 1 `sulfate` "	" 2 `Na(+)` + 1 `sulfate`"	"MNXR104467"	2
"Rh24"	"3 MNXM27@MNXD1 + 1 MNXM58@MNXD1 = 3 MNXM27@MNXD2 + 1 MNXM58@MNXD2"	"3 `Na(+)` + 1 `sulfate` = 3 `Na(+)` + 1 `sulfate`"	"3 `Na(+)` + 1 `sulfate` "	" 3 `Na(+)` + 1 `sulfate`"	"MNXR104468"	2
"Rh24"	"2 MNXM27@MNXD1 + 1 MNXM357@MNXD1 + 2 MNXM95@MNXD2 = 2 MNXM27@MNXD2 + 1 MNXM357@MNXD2 + 2 MNXM95@MNXD1"	"2 `Na(+)` + 1 `serotonin` + 2 `K(+)` = 2 `Na(+)` + 1 `serotonin` + 2 `K(+)`"	"2 `Na(+)` + 1 `serotonin` + 2 `K(+)` "	" 2 `Na(+)` + 1 `serotonin` + 2 `K(+)`"	"MNXR104537"	3
"Rh24"	"1 MNXM25@MNXD1 + 2 MNXM27@MNXD1 = 1 MNXM25@MNXD2 + 2 MNXM27@MNXD2"	"1 `succinate` + 2 `Na(+)` = 1 `succinate` + 2 `Na(+)`"	"1 `succinate` + 2 `Na(+)` "	" 1 `succinate` + 2 `Na(+)`"	"MNXR104624"	2
"Rh24"	"1 MNXM25@MNXD1 + 3 MNXM27@MNXD1 = 1 MNXM25@MNXD2 + 3 MNXM27@MNXD2"	"1 `succinate` + 3 `Na(+)` = 1 `succinate` + 3 `Na(+)`"	"1 `succinate` + 3 `Na(+)` "	" 1 `succinate` + 3 `Na(+)`"	"MNXR104625"	2
"Rh24"	"2 MNXM27@MNXD1 + 1 MNXM282@MNXD1 + 1 MNXM43@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM282@MNXD2 + 1 MNXM43@MNXD2"	"2 `Na(+)` + 1 `taurine` + 1 `chloride` = 2 `Na(+)` + 1 `taurine` + 1 `chloride`"	"2 `Na(+)` + 1 `taurine` + 1 `chloride` "	" 2 `Na(+)` + 1 `taurine` + 1 `chloride`"	"MNXR104729"	3
"Rh24"	"2 MNXM27@MNXD1 + 1 MNXM282@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM282@MNXD2"	"2 `Na(+)` + 1 `taurine` = 2 `Na(+)` + 1 `taurine`"	"2 `Na(+)` + 1 `taurine` "	" 2 `Na(+)` + 1 `taurine`"	"MNXR104734"	2
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM282@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM282@MNXD2"	"1 `Na(+)` + 1 `taurine` = 1 `Na(+)` + 1 `taurine`"	"1 `Na(+)` + 1 `taurine` "	" 1 `Na(+)` + 1 `taurine`"	"MNXR104735"	2
"Rh24"	"1 MNXM2288@MNXD1 + 2 MNXM27@MNXD1 = 1 MNXM2288@MNXD2 + 2 MNXM27@MNXD2"	"1 `taurocholate` + 2 `Na(+)` = 1 `taurocholate` + 2 `Na(+)`"	"1 `taurocholate` + 2 `Na(+)` "	" 1 `taurocholate` + 2 `Na(+)`"	"MNXR104743"	2
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM420@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM420@MNXD2"	"1 `Na(+)` + 1 `thymidine` = 1 `Na(+)` + 1 `thymidine`"	"1 `Na(+)` + 1 `thymidine` "	" 1 `Na(+)` + 1 `thymidine`"	"MNXR104819"	2
"Rh24"	"2 MNXM27@MNXD1 + 1 MNXM420@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM420@MNXD2"	"2 `Na(+)` + 1 `thymidine` = 2 `Na(+)` + 1 `thymidine`"	"2 `Na(+)` + 1 `thymidine` "	" 2 `Na(+)` + 1 `thymidine`"	"MNXR104820"	2
"Rh24"	"1 MNXM142@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM32@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM32@MNXD1"	"1 `L-threonine` + 1 `Na(+)` + 1 `L-alanine` = 1 `L-threonine` + 1 `Na(+)` + 1 `L-alanine`"	"1 `L-threonine` + 1 `Na(+)` + 1 `L-alanine` "	" 1 `L-threonine` + 1 `Na(+)` + 1 `L-alanine`"	"MNXR104835"	3
"Rh24"	"1 MNXM142@MNXD1 + 1 MNXM147@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM142@MNXD2 + 1 MNXM147@MNXD1 + 1 MNXM27@MNXD2"	"1 `L-threonine` + 1 `L-asparagine` + 1 `Na(+)` = 1 `L-threonine` + 1 `L-asparagine` + 1 `Na(+)`"	"1 `L-threonine` + 1 `L-asparagine` + 1 `Na(+)` "	" 1 `L-threonine` + 1 `L-asparagine` + 1 `Na(+)`"	"MNXR104836"	3
"Rh24"	"1 MNXM142@MNXD1 + 2 MNXM27@MNXD1 + 1 MNXM43@MNXD1 = 1 MNXM142@MNXD2 + 2 MNXM27@MNXD2 + 1 MNXM43@MNXD2"	"1 `L-threonine` + 2 `Na(+)` + 1 `chloride` = 1 `L-threonine` + 2 `Na(+)` + 1 `chloride`"	"1 `L-threonine` + 2 `Na(+)` + 1 `chloride` "	" 1 `L-threonine` + 2 `Na(+)` + 1 `chloride`"	"MNXR104837"	3
"Rh24"	"1 MNXM142@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM55@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM55@MNXD1"	"1 `L-threonine` + 1 `Na(+)` + 1 `L-cysteine` = 1 `L-threonine` + 1 `Na(+)` + 1 `L-cysteine`"	"1 `L-threonine` + 1 `Na(+)` + 1 `L-cysteine` "	" 1 `L-threonine` + 1 `Na(+)` + 1 `L-cysteine`"	"MNXR104838"	3
"Rh24"	"1 MNXM142@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM37@MNXD1"	"1 `L-threonine` + 1 `Na(+)` + 1 `L-glutamine` = 1 `L-threonine` + 1 `Na(+)` + 1 `L-glutamine`"	"1 `L-threonine` + 1 `Na(+)` + 1 `L-glutamine` "	" 1 `L-threonine` + 1 `Na(+)` + 1 `L-glutamine`"	"MNXR104839"	3
"Rh24"	"1 MNXM142@MNXD1 + 1 MNXM27@MNXD1 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2"	"1 `L-threonine` + 1 `Na(+)` = 1 `L-threonine` + 1 `Na(+)`"	"1 `L-threonine` + 1 `Na(+)` "	" 1 `L-threonine` + 1 `Na(+)`"	"MNXR104842"	2
"Rh24"	"1 MNXM142@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM53@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM53@MNXD1"	"1 `L-threonine` + 1 `Na(+)` + 1 `L-serine` = 1 `L-threonine` + 1 `Na(+)` + 1 `L-serine`"	"1 `L-threonine` + 1 `Na(+)` + 1 `L-serine` "	" 1 `L-threonine` + 1 `Na(+)` + 1 `L-serine`"	"MNXR104847"	3
"Rh24"	"2 MNXM27@MNXD1 + 1 MNXM43@MNXD1 + 1 MNXM94@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM43@MNXD2 + 1 MNXM94@MNXD2"	"2 `Na(+)` + 1 `chloride` + 1 `L-tryptophan` = 2 `Na(+)` + 1 `chloride` + 1 `L-tryptophan`"	"2 `Na(+)` + 1 `chloride` + 1 `L-tryptophan` "	" 2 `Na(+)` + 1 `chloride` + 1 `L-tryptophan`"	"MNXR104942"	3
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM94@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM94@MNXD2"	"1 `Na(+)` + 1 `L-tryptophan` = 1 `Na(+)` + 1 `L-tryptophan`"	"1 `Na(+)` + 1 `L-tryptophan` "	" 1 `Na(+)` + 1 `L-tryptophan`"	"MNXR104951"	2
"Rh24"	"3 MNXM27@MNXD1 + 1 MNXM323@MNXD1 = 3 MNXM27@MNXD2 + 1 MNXM323@MNXD2"	"3 `Na(+)` + 1 `thiosulfate` = 3 `Na(+)` + 1 `thiosulfate`"	"3 `Na(+)` + 1 `thiosulfate` "	" 3 `Na(+)` + 1 `thiosulfate`"	"MNXR104967"	2
"Rh24"	"2 MNXM27@MNXD1 + 1 MNXM43@MNXD1 + 1 MNXM76@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM43@MNXD2 + 1 MNXM76@MNXD2"	"2 `Na(+)` + 1 `chloride` + 1 `L-tyrosine` = 2 `Na(+)` + 1 `chloride` + 1 `L-tyrosine`"	"2 `Na(+)` + 1 `chloride` + 1 `L-tyrosine` "	" 2 `Na(+)` + 1 `chloride` + 1 `L-tyrosine`"	"MNXR104989"	3
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM76@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM76@MNXD2"	"1 `Na(+)` + 1 `L-tyrosine` = 1 `Na(+)` + 1 `L-tyrosine`"	"1 `Na(+)` + 1 `L-tyrosine` "	" 1 `Na(+)` + 1 `L-tyrosine`"	"MNXR105004"	2
"Rh24"	"1 MNXM117@MNXD1 + 1 MNXM27@MNXD1 = 1 MNXM117@MNXD2 + 1 MNXM27@MNXD2"	"1 `urea` + 1 `Na(+)` = 1 `urea` + 1 `Na(+)`"	"1 `urea` + 1 `Na(+)` "	" 1 `urea` + 1 `Na(+)`"	"MNXR105157"	2
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM288@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM288@MNXD2"	"1 `Na(+)` + 1 `uridine` = 1 `Na(+)` + 1 `uridine`"	"1 `Na(+)` + 1 `uridine` "	" 1 `Na(+)` + 1 `uridine`"	"MNXR105167"	2
"Rh24"	"2 MNXM27@MNXD1 + 1 MNXM288@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM288@MNXD2"	"2 `Na(+)` + 1 `uridine` = 2 `Na(+)` + 1 `uridine`"	"2 `Na(+)` + 1 `uridine` "	" 2 `Na(+)` + 1 `uridine`"	"MNXR105168"	2
"Rh24"	"1 MNXM199@MNXD1 + 2 MNXM27@MNXD1 + 1 MNXM43@MNXD1 = 1 MNXM199@MNXD2 + 2 MNXM27@MNXD2 + 1 MNXM43@MNXD2"	"1 `L-valine` + 2 `Na(+)` + 1 `chloride` = 1 `L-valine` + 2 `Na(+)` + 1 `chloride`"	"1 `L-valine` + 2 `Na(+)` + 1 `chloride` "	" 1 `L-valine` + 2 `Na(+)` + 1 `chloride`"	"MNXR105182"	3
"Rh24"	"1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2"	"1 `L-valine` + 1 `Na(+)` = 1 `L-valine` + 1 `Na(+)`"	"1 `L-valine` + 1 `Na(+)` "	" 1 `L-valine` + 1 `Na(+)`"	"MNXR105189"	2
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM534@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM534@MNXD2"	"1 `Na(+)` + 1 `bilirubin` = 1 `Na(+)` + 1 `bilirubin`"	"1 `Na(+)` + 1 `bilirubin` "	" 1 `Na(+)` + 1 `bilirubin`"	"MNXR105407"	2
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM625@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM625@MNXD2"	"1 `Na(+)` + 1 `2'-deoxyadenosine` = 1 `Na(+)` + 1 `2'-deoxyadenosine`"	"1 `Na(+)` + 1 `2'-deoxyadenosine` "	" 1 `Na(+)` + 1 `2'-deoxyadenosine`"	"MNXR105433"	2
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM704@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM704@MNXD2"	"1 `Na(+)` + 1 `2'-deoxycytidine` = 1 `Na(+)` + 1 `2'-deoxycytidine`"	"1 `Na(+)` + 1 `2'-deoxycytidine` "	" 1 `Na(+)` + 1 `2'-deoxycytidine`"	"MNXR105434"	2
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM647@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM647@MNXD2"	"1 `Na(+)` + 1 `2'-deoxyguanosine` = 1 `Na(+)` + 1 `2'-deoxyguanosine`"	"1 `Na(+)` + 1 `2'-deoxyguanosine` "	" 1 `Na(+)` + 1 `2'-deoxyguanosine`"	"MNXR105435"	2
"Rh24"	"1 MNXM1183@MNXD1 + 2 MNXM27@MNXD1 = 1 MNXM1183@MNXD2 + 2 MNXM27@MNXD2"	"1 `chenodeoxycholate` + 2 `Na(+)` = 1 `chenodeoxycholate` + 2 `Na(+)`"	"1 `chenodeoxycholate` + 2 `Na(+)` "	" 1 `chenodeoxycholate` + 2 `Na(+)`"	"MNXR105478"	2
"Rh24"	"1 MNXM1779@MNXD1 + 2 MNXM27@MNXD1 = 1 MNXM1779@MNXD2 + 2 MNXM27@MNXD2"	"1 `taurochenodeoxycholate` + 2 `Na(+)` = 1 `taurochenodeoxycholate` + 2 `Na(+)`"	"1 `taurochenodeoxycholate` + 2 `Na(+)` "	" 1 `taurochenodeoxycholate` + 2 `Na(+)`"	"MNXR105479"	2
"Rh24"	"2 MNXM27@MNXD1 + 1 MNXM8391@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM8391@MNXD2"	"2 `Na(+)` + 1 `Dgchol` = 2 `Na(+)` + 1 `Dgchol`"	"2 `Na(+)` + 1 `Dgchol` "	" 2 `Na(+)` + 1 `Dgchol`"	"MNXR105480"	2
"Rh24"	"2 MNXM27@MNXD1 + 1 MNXM2868@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM2868@MNXD2"	"2 `Na(+)` + 1 `taurolithocholate` = 2 `Na(+)` + 1 `taurolithocholate`"	"2 `Na(+)` + 1 `taurolithocholate` "	" 2 `Na(+)` + 1 `taurolithocholate`"	"MNXR105481"	2
"Rh24"	"2 MNXM27@MNXD1 + 1 MNXM4602@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM4602@MNXD2"	"2 `Na(+)` + 1 `glycolithocholate` = 2 `Na(+)` + 1 `glycolithocholate`"	"2 `Na(+)` + 1 `glycolithocholate` "	" 2 `Na(+)` + 1 `glycolithocholate`"	"MNXR105482"	2
"Rh24"	"1 MNXM162420@MNXD1 + 2 MNXM27@MNXD1 = 1 MNXM162420@MNXD2 + 2 MNXM27@MNXD2"	"1 `tauroursodeoxycholate` + 2 `Na(+)` = 1 `tauroursodeoxycholate` + 2 `Na(+)`"	"1 `tauroursodeoxycholate` + 2 `Na(+)` "	" 1 `tauroursodeoxycholate` + 2 `Na(+)`"	"MNXR105483"	2
"Rh24"	"1 MNXM162410@MNXD1 + 2 MNXM27@MNXD1 = 1 MNXM162410@MNXD2 + 2 MNXM27@MNXD2"	"1 `Glycoursodeoxycholate` + 2 `Na(+)` = 1 `Glycoursodeoxycholate` + 2 `Na(+)`"	"1 `Glycoursodeoxycholate` + 2 `Na(+)` "	" 1 `Glycoursodeoxycholate` + 2 `Na(+)`"	"MNXR105484"	2
"Rh24"	"1 MNXM163000@MNXD1 + 2 MNXM27@MNXD1 = 1 MNXM163000@MNXD2 + 2 MNXM27@MNXD2"	"1 `Sulfochenodeoxycholate` + 2 `Na(+)` = 1 `Sulfochenodeoxycholate` + 2 `Na(+)`"	"1 `Sulfochenodeoxycholate` + 2 `Na(+)` "	" 1 `Sulfochenodeoxycholate` + 2 `Na(+)`"	"MNXR105485"	2
