"type"	"id"	"name"	"reversible"	"fast"	"reactants"	"products"	"reactants_name"	"products_name"	"reaction_detail"
"STATE_TRANSITION"	"re144"	NA	FALSE	FALSE	"s8271"	"s8270"	"1D-myo-inositol-1,3,4,5P4"	"1D-myo-inositol-1,3,4P3"	"1D-myo-inositol-1,3,4,5P4 = 1D-myo-inositol-1,3,4P3"
"STATE_TRANSITION"	"re145"	NA	FALSE	FALSE	"s8273"	"s8274"	"1D-myo-inositol-1,3,4,6P4"	"1D-myo-inositol-1,3,4,5,6P5"	"1D-myo-inositol-1,3,4,6P4 = 1D-myo-inositol-1,3,4,5,6P5"
"STATE_TRANSITION"	"re146"	NA	FALSE	FALSE	"s8267"	"s8272"	"1D-myo-inositol-1,4,5P3"	"1D-myo-inositol-1,4,5,6P4"	"1D-myo-inositol-1,4,5P3 = 1D-myo-inositol-1,4,5,6P4"
"STATE_TRANSITION"	"re147"	NA	FALSE	FALSE	"s8272"	"s8274"	"1D-myo-inositol-1,4,5,6P4"	"1D-myo-inositol-1,3,4,5,6P5"	"1D-myo-inositol-1,4,5,6P4 = 1D-myo-inositol-1,3,4,5,6P5"
"STATE_TRANSITION"	"re148"	NA	FALSE	FALSE	"s8274"	"s8275"	"1D-myo-inositol-1,3,4,5,6P5"	"Phytate"	"1D-myo-inositol-1,3,4,5,6P5 = Phytate"
"STATE_TRANSITION"	"re149"	NA	TRUE	FALSE	"s40,s43"	"s41,s44"	"IsoCitrate;NAD_super_+_endsuper"	"Oxalosuccinate;NADH+H_super_+_endsuper"	"IsoCitrate + NAD_super_+_endsuper = Oxalosuccinate + NADH+H_super_+_endsuper"
"STATE_TRANSITION"	"re150"	NA	TRUE	FALSE	"s37"	"s9,s5"	"Citrate"	"cis-Aconitate;H_sub_2_endsub_O"	"Citrate = cis-Aconitate + H_sub_2_endsub_O"
"STATE_TRANSITION"	"re151"	NA	TRUE	FALSE	"s9,s5"	"s40"	"cis-Aconitate;H_sub_2_endsub_O"	"IsoCitrate"	"cis-Aconitate + H_sub_2_endsub_O = IsoCitrate"
"STATE_TRANSITION"	"re152"	NA	TRUE	FALSE	"s8277"	"s33"	"L-Alanine"	"Pyruvate"	"L-Alanine = Pyruvate"
"STATE_TRANSITION"	"re153"	NA	FALSE	FALSE	"s8277"	"s33"	"L-Alanine"	"Pyruvate"	"L-Alanine = Pyruvate"
"STATE_TRANSITION"	"re154"	NA	TRUE	FALSE	"s8278"	"s8280"	"L-Aspartate"	"L-Asparagine"	"L-Aspartate = L-Asparagine"
"STATE_TRANSITION"	"re155"	NA	FALSE	FALSE	"s8280"	"s8278"	"L-Asparagine"	"L-Aspartate"	"L-Asparagine = L-Aspartate"
"STATE_TRANSITION"	"re156"	NA	FALSE	FALSE	"s8278"	"s8279"	"L-Aspartate"	"N-Carbamoyl-L-aspartate"	"L-Aspartate = N-Carbamoyl-L-aspartate"
"STATE_TRANSITION"	"re157"	NA	FALSE	FALSE	"s8278"	"s8281"	"L-Aspartate"	"Adenylo-succinate"	"L-Aspartate = Adenylo-succinate"
"STATE_TRANSITION"	"re158"	NA	FALSE	FALSE	"s8281"	"s49"	"Adenylo-succinate"	"Fumarate"	"Adenylo-succinate = Fumarate"
"STATE_TRANSITION"	"re159"	NA	FALSE	FALSE	"s8278"	"s8282"	"L-Aspartate"	"L-Arginino-succinate"	"L-Aspartate = L-Arginino-succinate"
"STATE_TRANSITION"	"re160"	NA	FALSE	FALSE	"s8282"	"s49"	"L-Arginino-succinate"	"Fumarate"	"L-Arginino-succinate = Fumarate"
"STATE_TRANSITION"	"re161"	NA	TRUE	FALSE	"s8278"	"s51"	"L-Aspartate"	"Oxaloacetate"	"L-Aspartate = Oxaloacetate"
"STATE_TRANSITION"	"re162"	NA	FALSE	FALSE	"s8230"	"s8284"	"L-Glutamate"	"L-Glutamine"	"L-Glutamate = L-Glutamine"
"STATE_TRANSITION"	"re163"	NA	FALSE	FALSE	"s8283"	"s8230"	"2-Oxoglutarate"	"L-Glutamate"	"2-Oxoglutarate = L-Glutamate"
"STATE_TRANSITION"	"re164"	NA	TRUE	FALSE	"s8230"	"s8283,s8232"	"L-Glutamate"	"2-Oxoglutarate;NH3"	"L-Glutamate = 2-Oxoglutarate + NH3"
"STATE_TRANSITION"	"re165"	NA	FALSE	FALSE	"s8284"	"s8285"	"L-Glutamine"	"D-Glucosamine-6P"	"L-Glutamine = D-Glucosamine-6P"
"STATE_TRANSITION"	"re166"	NA	FALSE	FALSE	"s8284"	"s8286"	"L-Glutamine"	"5-Phosphoribosylamine"	"L-Glutamine = 5-Phosphoribosylamine"
"STATE_TRANSITION"	"re167"	NA	FALSE	FALSE	"s8284"	"s8287"	"L-Glutamine"	"Carbamoyl-phosphate"	"L-Glutamine = Carbamoyl-phosphate"
"STATE_TRANSITION"	"re168"	NA	TRUE	FALSE	"s8230"	"s8288"	"L-Glutamate"	"L-1-Pyrroline-5-carboxylate"	"L-Glutamate = L-1-Pyrroline-5-carboxylate"
"STATE_TRANSITION"	"re169"	NA	FALSE	FALSE	"s8231"	"s8232"	"Glycine"	"NH3"	"Glycine = NH3"
"STATE_TRANSITION"	"re170"	NA	TRUE	FALSE	"s8233"	"s8236"	"L-Serine"	"Hydroxy-pyruvate"	"L-Serine = Hydroxy-pyruvate"
"STATE_TRANSITION"	"re171"	NA	FALSE	FALSE	"s8236"	"s8234"	"Hydroxy-pyruvate"	"D-Glycerate"	"Hydroxy-pyruvate = D-Glycerate"
"STATE_TRANSITION"	"re172"	NA	FALSE	FALSE	"s8234"	"s8292"	"D-Glycerate"	"3P-D-Glycerate"	"D-Glycerate = 3P-D-Glycerate"
"STATE_TRANSITION"	"re173"	NA	FALSE	FALSE	"s8291"	"s8292"	"2-Phospho-D-glycerate"	"3P-D-Glycerate"	"2-Phospho-D-glycerate = 3P-D-Glycerate"
"STATE_TRANSITION"	"re174"	NA	TRUE	FALSE	"s8292"	"s8293"	"3P-D-Glycerate"	"3P-Hydroxy-pyruvate"	"3P-D-Glycerate = 3P-Hydroxy-pyruvate"
"STATE_TRANSITION"	"re175"	NA	TRUE	FALSE	"s8293"	"s8294"	"3P-Hydroxy-pyruvate"	"Phosphoserine"	"3P-Hydroxy-pyruvate = Phosphoserine"
"STATE_TRANSITION"	"re176"	NA	FALSE	FALSE	"s8294"	"s8233"	"Phosphoserine"	"L-Serine"	"Phosphoserine = L-Serine"
"STATE_TRANSITION"	"re177"	NA	TRUE	FALSE	"s8233"	"s8231,s8301"	"L-Serine"	"Glycine;5,10-Methylene-THF"	"L-Serine = Glycine + 5,10-Methylene-THF"
"STATE_TRANSITION"	"re178"	NA	TRUE	FALSE	"s8233"	"s8231"	"L-Serine"	"Glycine"	"L-Serine = Glycine"
"STATE_TRANSITION"	"re179"	NA	FALSE	FALSE	"s8233"	"s8296"	"L-Serine"	"O-Phosphatidyl-L-serine"	"L-Serine = O-Phosphatidyl-L-serine"
"STATE_TRANSITION"	"re180"	NA	FALSE	FALSE	"s8233"	"s8298"	"L-Serine"	"L-Cysteine"	"L-Serine = L-Cysteine"
"STATE_TRANSITION"	"re181"	NA	FALSE	FALSE	"s8233"	"s8315"	"L-Serine"	"L-Cystathionine"	"L-Serine = L-Cystathionine"
"STATE_TRANSITION"	"re182"	NA	FALSE	FALSE	"s8233"	"s33"	"L-Serine"	"Pyruvate"	"L-Serine = Pyruvate"
"STATE_TRANSITION"	"re183"	NA	TRUE	FALSE	"s33"	"s8295"	"Pyruvate"	"D-Serine"	"Pyruvate = D-Serine"
"STATE_TRANSITION"	"re184"	NA	FALSE	FALSE	"s8233"	"s8299"	"L-Serine"	"L-Tryptophate"	"L-Serine = L-Tryptophate"
"STATE_TRANSITION"	"re185"	NA	TRUE	FALSE	"s8231"	"s8221"	"Glycine"	"Glyoxylate"	"Glycine = Glyoxylate"
"STATE_TRANSITION"	"re186"	NA	FALSE	FALSE	"s8231,s8304"	"s8300,s8225"	"Glycine;Lipoylprotein"	"S-Amino-methyldihydro-lipoylprotein;CO2"	"Glycine + Lipoylprotein = S-Amino-methyldihydro-lipoylprotein + CO2"
"STATE_TRANSITION"	"re187"	NA	FALSE	FALSE	"s8300,s8302"	"s8301,s8232,s8303"	"S-Amino-methyldihydro-lipoylprotein;THF"	"5,10-Methylene-THF;NH3;Dihydro-lipoylprotein"	"S-Amino-methyldihydro-lipoylprotein + THF = 5,10-Methylene-THF + NH3 + Dihydro-lipoylprotein"
"STATE_TRANSITION"	"re188"	NA	FALSE	FALSE	"s8303"	"s8304"	"Dihydro-lipoylprotein"	"Lipoylprotein"	"Dihydro-lipoylprotein = Lipoylprotein"
"STATE_TRANSITION"	"re189"	NA	FALSE	FALSE	"s8231"	"s8305"	"Glycine"	"5-Aminolevulinate"	"Glycine = 5-Aminolevulinate"
"STATE_TRANSITION"	"re190"	NA	TRUE	FALSE	"s8231"	"s8308"	"Glycine"	"Threonine"	"Glycine = Threonine"
"STATE_TRANSITION"	"re191"	NA	TRUE	FALSE	"s8231"	"s8306"	"Glycine"	"L-Allothreonine"	"Glycine = L-Allothreonine"
"STATE_TRANSITION"	"re192"	NA	FALSE	FALSE	"s8306"	"s8307"	"L-Allothreonine"	"L-2-Amino-acetoacetate"	"L-Allothreonine = L-2-Amino-acetoacetate"
"STATE_TRANSITION"	"re193"	NA	FALSE	FALSE	"s8308"	"s8309"	"Threonine"	"2-Oxobutanoate"	"Threonine = 2-Oxobutanoate"
"STATE_TRANSITION"	"re194"	NA	FALSE	FALSE	"s8310"	"s8308"	"O-Phospho-L-homoserine"	"Threonine"	"O-Phospho-L-homoserine = Threonine"
"STATE_TRANSITION"	"re195"	NA	FALSE	FALSE	"s8311"	"s8310"	"L-Homoserine"	"O-Phospho-L-homoserine"	"L-Homoserine = O-Phospho-L-homoserine"
"STATE_TRANSITION"	"re196"	NA	FALSE	FALSE	"s8313"	"s8312"	"L-4-Aspartyl-phosphate"	"L-Aspartate 4-semialdehyde"	"L-4-Aspartyl-phosphate = L-Aspartate 4-semialdehyde"
"STATE_TRANSITION"	"re197"	NA	FALSE	FALSE	"s8278"	"s8313"	"L-Aspartate"	"L-4-Aspartyl-phosphate"	"L-Aspartate = L-4-Aspartyl-phosphate"
"STATE_TRANSITION"	"re198"	NA	FALSE	FALSE	"s8315"	"s8298,s8309"	"L-Cystathionine"	"L-Cysteine;2-Oxobutanoate"	"L-Cystathionine = L-Cysteine + 2-Oxobutanoate"
"STATE_TRANSITION"	"re199"	NA	FALSE	FALSE	"s8233"	"s8316"	"L-Serine"	"2-Aminoacrylate"	"L-Serine = 2-Aminoacrylate"
"STATE_TRANSITION"	"re200"	NA	FALSE	FALSE	"s8317,s8318"	"s8298"	"O-Acetyl-L-serine;Hydrogen sulfide"	"L-Cysteine"	"O-Acetyl-L-serine + Hydrogen sulfide = L-Cysteine"
"STATE_TRANSITION"	"re201"	NA	TRUE	FALSE	"s8298"	"s33"	"L-Cysteine"	"Pyruvate"	"L-Cysteine = Pyruvate"
"STATE_TRANSITION"	"re202"	NA	FALSE	FALSE	"s8298"	"s8319"	"L-Cysteine"	"3-Mercapto-pyruvate"	"L-Cysteine = 3-Mercapto-pyruvate"
"STATE_TRANSITION"	"re203"	NA	FALSE	FALSE	"s8319"	"s33"	"3-Mercapto-pyruvate"	"Pyruvate"	"3-Mercapto-pyruvate = Pyruvate"
"STATE_TRANSITION"	"re204"	NA	TRUE	FALSE	"s8309"	"s8320"	"2-Oxobutanoate"	"L-2-Aimo-butanoate"	"2-Oxobutanoate = L-2-Aimo-butanoate"
"STATE_TRANSITION"	"re205"	NA	FALSE	FALSE	"s8320"	"s8321"	"L-2-Aimo-butanoate"	"gamma-L-Glutamyl-aminobutanoate"	"L-2-Aimo-butanoate = gamma-L-Glutamyl-aminobutanoate"
"STATE_TRANSITION"	"re206"	NA	FALSE	FALSE	"s8321"	"s8322"	"gamma-L-Glutamyl-aminobutanoate"	"Ophthalmate"	"gamma-L-Glutamyl-aminobutanoate = Ophthalmate"
"STATE_TRANSITION"	"re207"	NA	FALSE	FALSE	"s8323"	"s8309"	"O-Succinyl-L-homoserine"	"2-Oxobutanoate"	"O-Succinyl-L-homoserine = 2-Oxobutanoate"
"STATE_TRANSITION"	"re208"	NA	FALSE	FALSE	"s8323"	"s8315"	"O-Succinyl-L-homoserine"	"L-Cystathionine"	"O-Succinyl-L-homoserine = L-Cystathionine"
"STATE_TRANSITION"	"re209"	NA	FALSE	FALSE	"s8311"	"s8326"	"L-Homoserine"	"O-Acetyl-L-homoserine"	"L-Homoserine = O-Acetyl-L-homoserine"
"STATE_TRANSITION"	"re210"	NA	FALSE	FALSE	"s8315"	"s8324"	"L-Cystathionine"	"L-Homocysteine"	"L-Cystathionine = L-Homocysteine"
"STATE_TRANSITION"	"re211"	NA	FALSE	FALSE	"s8324,s8233"	"s8315"	"L-Homocysteine;L-Serine"	"L-Cystathionine"	"L-Homocysteine + L-Serine = L-Cystathionine"
"STATE_TRANSITION"	"re212"	NA	FALSE	FALSE	"s8326"	"s8315"	"O-Acetyl-L-homoserine"	"L-Cystathionine"	"O-Acetyl-L-homoserine = L-Cystathionine"
"STATE_TRANSITION"	"re213"	NA	FALSE	FALSE	"s8323"	"s8324"	"O-Succinyl-L-homoserine"	"L-Homocysteine"	"O-Succinyl-L-homoserine = L-Homocysteine"
"STATE_TRANSITION"	"re214"	NA	FALSE	FALSE	"s8324"	"s8325"	"L-Homocysteine"	"L-Methionine"	"L-Homocysteine = L-Methionine"
"STATE_TRANSITION"	"re215"	NA	TRUE	FALSE	"s8312"	"s8311"	"L-Aspartate 4-semialdehyde"	"L-Homoserine"	"L-Aspartate 4-semialdehyde = L-Homoserine"
"STATE_TRANSITION"	"re216"	NA	FALSE	FALSE	"s8327"	"s8324"	"S-Adenosyl-L-homocysteine"	"L-Homocysteine"	"S-Adenosyl-L-homocysteine = L-Homocysteine"
"STATE_TRANSITION"	"re217"	NA	FALSE	FALSE	"s8329"	"s8330"	"S-Adennosyl-methioninamine"	"S-Methyl-5-thioadenosine"	"S-Adennosyl-methioninamine = S-Methyl-5-thioadenosine"
"STATE_TRANSITION"	"re218"	NA	FALSE	FALSE	"s8330"	"s8331"	"S-Methyl-5-thioadenosine"	"S-Methyl-5-thio-D-ribose 1-phosphate"	"S-Methyl-5-thioadenosine = S-Methyl-5-thio-D-ribose 1-phosphate"
"STATE_TRANSITION"	"re219"	NA	FALSE	FALSE	"s8332"	"s8325"	"4-Mrthylthio-2-oxobutanoate"	"L-Methionine"	"4-Mrthylthio-2-oxobutanoate = L-Methionine"
"STATE_TRANSITION"	"re220"	NA	FALSE	FALSE	"s8333"	"s8332"	"1,2-Dihydroxy-3-keto-5-methyl-thiopentene"	"4-Mrthylthio-2-oxobutanoate"	"1,2-Dihydroxy-3-keto-5-methyl-thiopentene = 4-Mrthylthio-2-oxobutanoate"
"STATE_TRANSITION"	"re221"	NA	FALSE	FALSE	"s8333"	"s8334"	"1,2-Dihydroxy-3-keto-5-methyl-thiopentene"	"3-Methylthio-propionate"	"1,2-Dihydroxy-3-keto-5-methyl-thiopentene = 3-Methylthio-propionate"
"STATE_TRANSITION"	"re222"	NA	FALSE	FALSE	"s8335"	"s8333"	"2,3-Diketo-5-methyl-thiopentyl-1-phosphate"	"1,2-Dihydroxy-3-keto-5-methyl-thiopentene"	"2,3-Diketo-5-methyl-thiopentyl-1-phosphate = 1,2-Dihydroxy-3-keto-5-methyl-thiopentene"
"STATE_TRANSITION"	"re223"	NA	FALSE	FALSE	"s8336"	"s8335"	"S-Methyl-5-thio-D-ribulose 1-phosphate"	"2,3-Diketo-5-methyl-thiopentyl-1-phosphate"	"S-Methyl-5-thio-D-ribulose 1-phosphate = 2,3-Diketo-5-methyl-thiopentyl-1-phosphate"
"STATE_TRANSITION"	"re224"	NA	FALSE	FALSE	"s8331"	"s8336"	"S-Methyl-5-thio-D-ribose 1-phosphate"	"S-Methyl-5-thio-D-ribulose 1-phosphate"	"S-Methyl-5-thio-D-ribose 1-phosphate = S-Methyl-5-thio-D-ribulose 1-phosphate"
"STATE_TRANSITION"	"re225"	NA	FALSE	FALSE	"s8339"	"s8309"	"D-erythro-3-Methylmalate"	"2-Oxobutanoate"	"D-erythro-3-Methylmalate = 2-Oxobutanoate"
"STATE_TRANSITION"	"re226"	NA	FALSE	FALSE	"s8309,s33"	"s8338"	"2-Oxobutanoate;Pyruvate"	"(S)-2-Aceto-2-hydroxybutanoate"	"2-Oxobutanoate + Pyruvate = (S)-2-Aceto-2-hydroxybutanoate"
"STATE_TRANSITION"	"re227"	NA	TRUE	FALSE	"s8338"	"s8340"	"(S)-2-Aceto-2-hydroxybutanoate"	"(R)-3-Hydroxy-3-methyl-2-oxopentanoate"	"(S)-2-Aceto-2-hydroxybutanoate = (R)-3-Hydroxy-3-methyl-2-oxopentanoate"
"STATE_TRANSITION"	"re228"	NA	TRUE	FALSE	"s8340"	"s8341"	"(R)-3-Hydroxy-3-methyl-2-oxopentanoate"	"(R)-2,3-Dihydroxy-3-methylpentanoate"	"(R)-3-Hydroxy-3-methyl-2-oxopentanoate = (R)-2,3-Dihydroxy-3-methylpentanoate"
"STATE_TRANSITION"	"re229"	NA	FALSE	FALSE	"s8341"	"s8342"	"(R)-2,3-Dihydroxy-3-methylpentanoate"	"(S)-3-Methyl-2-oxopentanoate"	"(R)-2,3-Dihydroxy-3-methylpentanoate = (S)-3-Methyl-2-oxopentanoate"
"STATE_TRANSITION"	"re230"	NA	FALSE	FALSE	"s8342"	"s8343"	"(S)-3-Methyl-2-oxopentanoate"	"L-Isoleucine"	"(S)-3-Methyl-2-oxopentanoate = L-Isoleucine"
"STATE_TRANSITION"	"re231"	NA	TRUE	FALSE	"s8254"	"s8344"	"(S)-2-Acetolactate"	"3-Hydroxy-3-methyl-2-oxobutanoate"	"(S)-2-Acetolactate = 3-Hydroxy-3-methyl-2-oxobutanoate"
"STATE_TRANSITION"	"re232"	NA	TRUE	FALSE	"s8344"	"s8345"	"3-Hydroxy-3-methyl-2-oxobutanoate"	"(R)-2,3-Dihydroxy-3-methylbutanoate"	"3-Hydroxy-3-methyl-2-oxobutanoate = (R)-2,3-Dihydroxy-3-methylbutanoate"
"STATE_TRANSITION"	"re233"	NA	FALSE	FALSE	"s8345"	"s8346"	"(R)-2,3-Dihydroxy-3-methylbutanoate"	"2-Oxoisovalerate"	"(R)-2,3-Dihydroxy-3-methylbutanoate = 2-Oxoisovalerate"
"STATE_TRANSITION"	"re234"	NA	FALSE	FALSE	"s8346"	"s8347"	"2-Oxoisovalerate"	"L-Valine"	"2-Oxoisovalerate = L-Valine"
"STATE_TRANSITION"	"re235"	NA	FALSE	FALSE	"s8346"	"s8348"	"2-Oxoisovalerate"	"(2S)-2-Isopropylmalate"	"2-Oxoisovalerate = (2S)-2-Isopropylmalate"
"STATE_TRANSITION"	"re236"	NA	TRUE	FALSE	"s8348"	"s8349"	"(2S)-2-Isopropylmalate"	"2-Isopropylmaleate"	"(2S)-2-Isopropylmalate = 2-Isopropylmaleate"
"STATE_TRANSITION"	"re237"	NA	TRUE	FALSE	"s8349"	"s8350"	"2-Isopropylmaleate"	"(2R,3S)-3-Isopropylmalate"	"2-Isopropylmaleate = (2R,3S)-3-Isopropylmalate"
"STATE_TRANSITION"	"re238"	NA	TRUE	FALSE	"s8350"	"s8351"	"(2R,3S)-3-Isopropylmalate"	"(2S)-2-Isopropyl-3-oxosuccinate"	"(2R,3S)-3-Isopropylmalate = (2S)-2-Isopropyl-3-oxosuccinate"
"STATE_TRANSITION"	"re239"	NA	FALSE	FALSE	"s8351"	"s8352"	"(2S)-2-Isopropyl-3-oxosuccinate"	"4-Methyl-2-oxopentanoate"	"(2S)-2-Isopropyl-3-oxosuccinate = 4-Methyl-2-oxopentanoate"
"STATE_TRANSITION"	"re240"	NA	TRUE	FALSE	"s8352"	"s8353"	"4-Methyl-2-oxopentanoate"	"L-Leucine"	"4-Methyl-2-oxopentanoate = L-Leucine"
"STATE_TRANSITION"	"re241"	NA	FALSE	FALSE	"s8343"	"s8352"	"L-Isoleucine"	"4-Methyl-2-oxopentanoate"	"L-Isoleucine = 4-Methyl-2-oxopentanoate"
"STATE_TRANSITION"	"re242"	NA	FALSE	FALSE	"s8347"	"s8354"	"L-Valine"	"3-Methyl-2-oxobutanoate"	"L-Valine = 3-Methyl-2-oxobutanoate"
"STATE_TRANSITION"	"re243"	NA	FALSE	FALSE	"s8353"	"s8342"	"L-Leucine"	"(S)-3-Methyl-2-oxopentanoate"	"L-Leucine = (S)-3-Methyl-2-oxopentanoate"
"STATE_TRANSITION"	"re246"	NA	FALSE	FALSE	"s8355"	"s8241,s2"	"2-Methyl-acetoacetyl-CoA"	"Propanoyl-CoA;Acetyl-CoA"	"2-Methyl-acetoacetyl-CoA = Propanoyl-CoA + Acetyl-CoA"
"STATE_TRANSITION"	"re247"	NA	FALSE	FALSE	"s8283,s2"	"s8218"	"2-Oxoglutarate;Acetyl-CoA"	"Homocitrate"	"2-Oxoglutarate + Acetyl-CoA = Homocitrate"
"STATE_TRANSITION"	"re248"	NA	TRUE	FALSE	"s8218"	"s8358"	"Homocitrate"	"Homo-cis-aconitate"	"Homocitrate = Homo-cis-aconitate"
"STATE_TRANSITION"	"re249"	NA	TRUE	FALSE	"s8358"	"s8359"	"Homo-cis-aconitate"	"Homo-isocitrate"	"Homo-cis-aconitate = Homo-isocitrate"
"STATE_TRANSITION"	"re250"	NA	TRUE	FALSE	"s8359"	"s8360"	"Homo-isocitrate"	"2-Oxoadipate"	"Homo-isocitrate = 2-Oxoadipate"
"STATE_TRANSITION"	"re251"	NA	TRUE	FALSE	"s8360"	"s8361"	"2-Oxoadipate"	"L-2-Aino-adipate"	"2-Oxoadipate = L-2-Aino-adipate"
"STATE_TRANSITION"	"re252"	NA	FALSE	FALSE	"s8361"	"s8362"	"L-2-Aino-adipate"	"5-Adenyl-2-aminoadipate"	"L-2-Aino-adipate = 5-Adenyl-2-aminoadipate"
"STATE_TRANSITION"	"re253"	NA	FALSE	FALSE	"s8362"	"s8363"	"5-Adenyl-2-aminoadipate"	"alpha-Aminoadipoyl-S-acyl enzyme"	"5-Adenyl-2-aminoadipate = alpha-Aminoadipoyl-S-acyl enzyme"
"STATE_TRANSITION"	"re254"	NA	FALSE	FALSE	"s8363"	"s8364"	"alpha-Aminoadipoyl-S-acyl enzyme"	"L-2-Aminoadipate 6-semialdehyde"	"alpha-Aminoadipoyl-S-acyl enzyme = L-2-Aminoadipate 6-semialdehyde"
"STATE_TRANSITION"	"re255"	NA	TRUE	FALSE	"s8364"	"s8365"	"L-2-Aminoadipate 6-semialdehyde"	"L-Saccharopine"	"L-2-Aminoadipate 6-semialdehyde = L-Saccharopine"
"STATE_TRANSITION"	"re256"	NA	TRUE	FALSE	"s8365"	"s8366"	"L-Saccharopine"	"L-Lysine"	"L-Saccharopine = L-Lysine"
"STATE_TRANSITION"	"re257"	NA	FALSE	FALSE	"s8366"	"s8369"	"L-Lysine"	"Saccharopine"	"L-Lysine = Saccharopine"
"STATE_TRANSITION"	"re258"	NA	TRUE	FALSE	"s8369"	"s8364"	"Saccharopine"	"L-2-Aminoadipate 6-semialdehyde"	"Saccharopine = L-2-Aminoadipate 6-semialdehyde"
"STATE_TRANSITION"	"re259"	NA	FALSE	FALSE	"s8232"	"s8284"	"NH3"	"L-Glutamine"	"NH3 = L-Glutamine"
"STATE_TRANSITION"	"re260"	NA	FALSE	FALSE	"s8230"	"s8370"	"L-Glutamate"	"N-Acetyl-glutamate"	"L-Glutamate = N-Acetyl-glutamate"
"STATE_TRANSITION"	"re261"	NA	FALSE	FALSE	"s8370"	"s8372"	"N-Acetyl-glutamate"	"N-Acetyl-glutamate-P"	"N-Acetyl-glutamate = N-Acetyl-glutamate-P"
"STATE_TRANSITION"	"re262"	NA	FALSE	FALSE	"s8372"	"s8371"	"N-Acetyl-glutamate-P"	"N-Acetylglutamate semialdehyde"	"N-Acetyl-glutamate-P = N-Acetylglutamate semialdehyde"
"STATE_TRANSITION"	"re263"	NA	FALSE	FALSE	"s8371"	"s8373"	"N-Acetylglutamate semialdehyde"	"N-Acetyl-ornithine"	"N-Acetylglutamate semialdehyde = N-Acetyl-ornithine"
"STATE_TRANSITION"	"re264"	NA	TRUE	FALSE	"s8373"	"s8374"	"N-Acetyl-ornithine"	"Orinithine"	"N-Acetyl-ornithine = Orinithine"
"STATE_TRANSITION"	"re265"	NA	FALSE	FALSE	"s8374"	"s8375"	"Orinithine"	"Citruline"	"Orinithine = Citruline"
"STATE_TRANSITION"	"re266"	NA	FALSE	FALSE	"s8375,s8278"	"s8282"	"Citruline;L-Aspartate"	"L-Arginino-succinate"	"Citruline + L-Aspartate = L-Arginino-succinate"
"STATE_TRANSITION"	"re267"	NA	FALSE	FALSE	"s8282"	"s8377,s49"	"L-Arginino-succinate"	"Arginine;Fumarate"	"L-Arginino-succinate = Arginine + Fumarate"
"STATE_TRANSITION"	"re268"	NA	FALSE	FALSE	"s8377"	"s8374,s8378"	"Arginine"	"Orinithine;Urea"	"Arginine = Orinithine + Urea"
"STATE_TRANSITION"	"re269"	NA	TRUE	FALSE	"s8378"	"s8379"	"Urea"	"Urea-1-carboxylate"	"Urea = Urea-1-carboxylate"
"STATE_TRANSITION"	"re270"	NA	FALSE	FALSE	"s8379"	"s8225"	"Urea-1-carboxylate"	"CO2"	"Urea-1-carboxylate = CO2"
"STATE_TRANSITION"	"re271"	NA	TRUE	FALSE	"s8374"	"s8381"	"Orinithine"	"L-Glutamate 5-semialdehyde"	"Orinithine = L-Glutamate 5-semialdehyde"
"STATE_TRANSITION"	"re272"	NA	FALSE	FALSE	"s8230"	"s8382"	"L-Glutamate"	"L-Glutamyl-P"	"L-Glutamate = L-Glutamyl-P"
"STATE_TRANSITION"	"re273"	NA	FALSE	FALSE	"s8382"	"s8381"	"L-Glutamyl-P"	"L-Glutamate 5-semialdehyde"	"L-Glutamyl-P = L-Glutamate 5-semialdehyde"
"STATE_TRANSITION"	"re274"	NA	TRUE	FALSE	"s8230"	"s8381"	"L-Glutamate"	"L-Glutamate 5-semialdehyde"	"L-Glutamate = L-Glutamate 5-semialdehyde"
"STATE_TRANSITION"	"re275"	NA	TRUE	FALSE	"s8383"	"s8381"	"1-Pyrroline-5-carboxylate"	"L-Glutamate 5-semialdehyde"	"1-Pyrroline-5-carboxylate = L-Glutamate 5-semialdehyde"
"STATE_TRANSITION"	"re276"	NA	FALSE	FALSE	"s8383"	"s8230"	"1-Pyrroline-5-carboxylate"	"L-Glutamate"	"1-Pyrroline-5-carboxylate = L-Glutamate"
"STATE_TRANSITION"	"re277"	NA	TRUE	FALSE	"s8383"	"s8384"	"1-Pyrroline-5-carboxylate"	"Proline"	"1-Pyrroline-5-carboxylate = Proline"
"STATE_TRANSITION"	"re278"	NA	FALSE	FALSE	"s8384"	"s8383"	"Proline"	"1-Pyrroline-5-carboxylate"	"Proline = 1-Pyrroline-5-carboxylate"
"STATE_TRANSITION"	"re279"	NA	FALSE	FALSE	"s8385"	"s8329"	"S-Adenosyl-L-methionine"	"S-Adennosyl-methioninamine"	"S-Adenosyl-L-methionine = S-Adennosyl-methioninamine"
"STATE_TRANSITION"	"re280"	NA	FALSE	FALSE	"s8387,s8329"	"s8386"	"Spermidine;S-Adennosyl-methioninamine"	"Spermine"	"Spermidine + S-Adennosyl-methioninamine = Spermine"
"STATE_TRANSITION"	"re281"	NA	FALSE	FALSE	"s8374"	"s8388"	"Orinithine"	"Putrescine"	"Orinithine = Putrescine"
