"rxnID"	"name"	"specie"	"id"	"type"	"MetaID"	"note"
"r_1201"	"H+[c]"	"s6"	"sa297"	"product"	"CDMT0000297"	""
"r_1201"	"L-histidine[c]"	"s171"	"sa298"	"product"	"CDMT0000298"	"base"
"r_1202"	"L-isoleucine[v]"	"s174"	"sa299"	"reactant"	"CDMT0000299"	"base"
"r_1202"	"L-isoleucine[c]"	"s175"	"sa300"	"product"	"CDMT0000300"	"base"
"r_1203"	"H+[v]"	"s154"	"sa301"	"reactant"	"CDMT0000301"	""
"r_1203"	"L-isoleucine[c]"	"s175"	"sa302"	"reactant"	"CDMT0000302"	"base"
"r_1203"	"H+[c]"	"s6"	"sa303"	"product"	"CDMT0000303"	""
"r_1203"	"L-isoleucine[v]"	"s174"	"sa304"	"product"	"CDMT0000304"	"base"
"r_1204"	"H+[v]"	"s154"	"sa305"	"reactant"	"CDMT0000305"	""
"r_1204"	"L-isoleucine[v]"	"s174"	"sa306"	"reactant"	"CDMT0000306"	"base"
"r_1204"	"H+[c]"	"s6"	"sa307"	"product"	"CDMT0000307"	""
"r_1204"	"L-isoleucine[c]"	"s175"	"sa308"	"product"	"CDMT0000308"	"base"
"r_1205"	"H+[e]"	"s23"	"sa309"	"reactant"	"CDMT0000309"	""
"r_1205"	"L-isoleucine[e]"	"s176"	"sa310"	"reactant"	"CDMT0000310"	"base"
"r_1205"	"H+[c]"	"s6"	"sa311"	"product"	"CDMT0000311"	""
"r_1205"	"L-isoleucine[c]"	"s175"	"sa312"	"product"	"CDMT0000312"	"base"
"r_1206"	"(S)-lactate[c]"	"s177"	"sa313"	"reactant"	"CDMT0000313"	"base"
"r_1206"	"(S)-lactate[m]"	"s178"	"sa314"	"product"	"CDMT0000314"	"base"
"r_1207"	"(S)-lactate[e]"	"s179"	"sa315"	"reactant"	"CDMT0000315"	"base"
"r_1207"	"H+[e]"	"s23"	"sa316"	"reactant"	"CDMT0000316"	""
"r_1207"	"(S)-lactate[c]"	"s177"	"sa317"	"product"	"CDMT0000317"	"base"
"r_1207"	"H+[c]"	"s6"	"sa318"	"product"	"CDMT0000318"	""
"r_1208"	"L-leucine[v]"	"s180"	"sa319"	"reactant"	"CDMT0000319"	"base"
"r_1208"	"L-leucine[c]"	"s181"	"sa320"	"product"	"CDMT0000320"	"base"
"r_1209"	"H+[v]"	"s154"	"sa321"	"reactant"	"CDMT0000321"	""
"r_1209"	"L-leucine[c]"	"s181"	"sa322"	"reactant"	"CDMT0000322"	"base"
"r_1209"	"H+[c]"	"s6"	"sa323"	"product"	"CDMT0000323"	""
"r_1209"	"L-leucine[v]"	"s180"	"sa324"	"product"	"CDMT0000324"	"base"
"r_1210"	"H+[v]"	"s154"	"sa325"	"reactant"	"CDMT0000325"	""
"r_1210"	"L-leucine[v]"	"s180"	"sa326"	"reactant"	"CDMT0000326"	"base"
"r_1210"	"H+[c]"	"s6"	"sa327"	"product"	"CDMT0000327"	""
"r_1210"	"L-leucine[c]"	"s181"	"sa328"	"product"	"CDMT0000328"	"base"
"r_1211"	"H+[e]"	"s23"	"sa329"	"reactant"	"CDMT0000329"	""
"r_1211"	"L-leucine[e]"	"s182"	"sa330"	"reactant"	"CDMT0000330"	"base"
"r_1211"	"H+[c]"	"s6"	"sa331"	"product"	"CDMT0000331"	""
"r_1211"	"L-leucine[c]"	"s181"	"sa332"	"product"	"CDMT0000332"	"base"
"r_1212"	"H+[v]"	"s154"	"sa333"	"reactant"	"CDMT0000333"	""
"r_1212"	"L-lysine[c]"	"s183"	"sa334"	"reactant"	"CDMT0000334"	"base"
"r_1212"	"H+[c]"	"s6"	"sa335"	"product"	"CDMT0000335"	""
"r_1212"	"L-lysine[v]"	"s184"	"sa336"	"product"	"CDMT0000336"	"base"
"r_1213"	"H+[e]"	"s23"	"sa337"	"reactant"	"CDMT0000337"	""
"r_1213"	"L-lysine[e]"	"s185"	"sa338"	"reactant"	"CDMT0000338"	"base"
"r_1213"	"H+[c]"	"s6"	"sa339"	"product"	"CDMT0000339"	""
"r_1213"	"L-lysine[c]"	"s183"	"sa340"	"product"	"CDMT0000340"	"base"
"r_1214"	"H+[e]"	"s23"	"sa341"	"reactant"	"CDMT0000341"	""
"r_1214"	"L-methionine[e]"	"s186"	"sa342"	"reactant"	"CDMT0000342"	"base"
"r_1214"	"H+[c]"	"s6"	"sa343"	"product"	"CDMT0000343"	""
"r_1214"	"L-methionine[c]"	"s187"	"sa344"	"product"	"CDMT0000344"	"base"
"r_1215"	"H+[e]"	"s23"	"sa345"	"reactant"	"CDMT0000345"	""
"r_1215"	"L-phenylalanine[e]"	"s188"	"sa346"	"reactant"	"CDMT0000346"	"base"
"r_1215"	"H+[c]"	"s6"	"sa347"	"product"	"CDMT0000347"	""
"r_1215"	"L-phenylalanine[c]"	"s189"	"sa348"	"product"	"CDMT0000348"	"base"
"r_1216"	"H+[e]"	"s23"	"sa349"	"reactant"	"CDMT0000349"	""
"r_1216"	"L-proline[e]"	"s190"	"sa350"	"reactant"	"CDMT0000350"	"base"
"r_1216"	"H+[c]"	"s6"	"sa351"	"product"	"CDMT0000351"	""
"r_1216"	"L-proline[c]"	"s191"	"sa352"	"product"	"CDMT0000352"	"base"
"r_1217"	"H+[e]"	"s23"	"sa353"	"reactant"	"CDMT0000353"	""
"r_1217"	"L-serine[e]"	"s192"	"sa354"	"reactant"	"CDMT0000354"	"base"
"r_1217"	"H+[c]"	"s6"	"sa355"	"product"	"CDMT0000355"	""
"r_1217"	"L-serine[c]"	"s193"	"sa356"	"product"	"CDMT0000356"	"base"
"r_1218"	"H+[e]"	"s23"	"sa357"	"reactant"	"CDMT0000357"	""
"r_1218"	"L-threonine[e]"	"s194"	"sa358"	"reactant"	"CDMT0000358"	"base"
"r_1218"	"H+[c]"	"s6"	"sa359"	"product"	"CDMT0000359"	""
"r_1218"	"L-threonine[c]"	"s195"	"sa360"	"product"	"CDMT0000360"	"base"
"r_1219"	"H+[e]"	"s23"	"sa361"	"reactant"	"CDMT0000361"	""
"r_1219"	"L-tryptophan[e]"	"s196"	"sa362"	"reactant"	"CDMT0000362"	"base"
"r_1219"	"H+[c]"	"s6"	"sa363"	"product"	"CDMT0000363"	""
"r_1219"	"L-tryptophan[c]"	"s197"	"sa364"	"product"	"CDMT0000364"	"base"
"r_1220"	"L-tyrosine[v]"	"s198"	"sa365"	"reactant"	"CDMT0000365"	"base"
"r_1220"	"L-tyrosine[c]"	"s199"	"sa366"	"product"	"CDMT0000366"	"base"
"r_1221"	"H+[v]"	"s154"	"sa367"	"reactant"	"CDMT0000367"	""
"r_1221"	"L-tyrosine[c]"	"s199"	"sa368"	"reactant"	"CDMT0000368"	"base"
"r_1221"	"H+[c]"	"s6"	"sa369"	"product"	"CDMT0000369"	""
"r_1221"	"L-tyrosine[v]"	"s198"	"sa370"	"product"	"CDMT0000370"	"base"
"r_1222"	"H+[v]"	"s154"	"sa371"	"reactant"	"CDMT0000371"	""
"r_1222"	"L-tyrosine[v]"	"s198"	"sa372"	"reactant"	"CDMT0000372"	"base"
"r_1222"	"H+[c]"	"s6"	"sa373"	"product"	"CDMT0000373"	""
"r_1222"	"L-tyrosine[c]"	"s199"	"sa374"	"product"	"CDMT0000374"	"base"
"r_1223"	"H+[e]"	"s23"	"sa375"	"reactant"	"CDMT0000375"	""
"r_1223"	"L-tyrosine[e]"	"s200"	"sa376"	"reactant"	"CDMT0000376"	"base"
"r_1223"	"H+[c]"	"s6"	"sa377"	"product"	"CDMT0000377"	""
"r_1223"	"L-tyrosine[c]"	"s199"	"sa378"	"product"	"CDMT0000378"	"base"
"r_1224"	"H+[e]"	"s23"	"sa379"	"reactant"	"CDMT0000379"	""
"r_1224"	"L-valine[e]"	"s201"	"sa380"	"reactant"	"CDMT0000380"	"base"
"r_1224"	"H+[c]"	"s6"	"sa381"	"product"	"CDMT0000381"	""
"r_1224"	"L-valine[c]"	"s202"	"sa382"	"product"	"CDMT0000382"	"base"
"r_1225"	"lanosterol[e]"	"s203"	"sa383"	"reactant"	"CDMT0000383"	"base"
"r_1225"	"lanosterol[c]"	"s204"	"sa384"	"product"	"CDMT0000384"	"base"
"r_1226"	"(S)-malate[c]"	"s75"	"sa385"	"reactant"	"CDMT0000385"	"base"
"r_1226"	"phosphate[m]"	"s205"	"sa386"	"reactant"	"CDMT0000386"	""
"r_1226"	"(S)-malate[m]"	"s74"	"sa387"	"product"	"CDMT0000387"	"base"
"r_1226"	"phosphate[c]"	"s7"	"sa388"	"product"	"CDMT0000388"	""
"r_1227"	"H+[e]"	"s23"	"sa389"	"reactant"	"CDMT0000389"	""
"r_1227"	"maltose[e]"	"s206"	"sa390"	"reactant"	"CDMT0000390"	"base"
"r_1227"	"H+[c]"	"s6"	"sa391"	"product"	"CDMT0000391"	""
"r_1227"	"maltose[c]"	"s207"	"sa392"	"product"	"CDMT0000392"	"base"
"r_1228"	"N,N'-diformyldityrosine[c]"	"s208"	"sa393"	"reactant"	"CDMT0000393"	"base"
"r_1228"	"N,N'-diformyldityrosine[e]"	"s209"	"sa394"	"product"	"CDMT0000394"	"base"
"r_1229"	"NAD[c]"	"s210"	"sa395"	"reactant"	"CDMT0000395"	"base"
"r_1229"	"NAD[m]"	"s211"	"sa396"	"product"	"CDMT0000396"	"base"
"r_1230"	"dAMP[m]"	"s212"	"sa397"	"reactant"	"CDMT0000397"	""
"r_1230"	"NAD[c]"	"s210"	"sa398"	"reactant"	"CDMT0000398"	"base"
"r_1230"	"dAMP[c]"	"s213"	"sa399"	"product"	"CDMT0000399"	""
"r_1230"	"NAD[m]"	"s211"	"sa400"	"product"	"CDMT0000400"	"base"
"r_1231"	"AMP[m]"	"s214"	"sa401"	"reactant"	"CDMT0000401"	""
"r_1231"	"NAD[c]"	"s210"	"sa402"	"reactant"	"CDMT0000402"	"base"
"r_1231"	"AMP[c]"	"s53"	"sa403"	"product"	"CDMT0000403"	""
"r_1231"	"NAD[m]"	"s211"	"sa404"	"product"	"CDMT0000404"	"base"
"r_1232"	"dGMP[m]"	"s215"	"sa405"	"reactant"	"CDMT0000405"	""
"r_1232"	"NAD[c]"	"s210"	"sa406"	"reactant"	"CDMT0000406"	"base"
"r_1232"	"dGMP[c]"	"s216"	"sa407"	"product"	"CDMT0000407"	""
"r_1232"	"NAD[m]"	"s211"	"sa408"	"product"	"CDMT0000408"	"base"
"r_1235"	"nicotinate[e]"	"s217"	"sa409"	"reactant"	"CDMT0000409"	"base"
"r_1235"	"nicotinate[c]"	"s218"	"sa410"	"product"	"CDMT0000410"	"base"
"r_1236"	"stearate[c]"	"s219"	"sa411"	"reactant"	"CDMT0000411"	"base"
"r_1236"	"stearate[p]"	"s220"	"sa412"	"product"	"CDMT0000412"	"base"
"r_1237"	"H+[c]"	"s6"	"sa413"	"reactant"	"CDMT0000413"	""
"r_1237"	"ornithine[m]"	"s221"	"sa414"	"reactant"	"CDMT0000414"	"base"
"r_1237"	"H+[m]"	"s86"	"sa415"	"product"	"CDMT0000415"	""
"r_1237"	"ornithine[c]"	"s222"	"sa416"	"product"	"CDMT0000416"	"base"
"r_1238"	"H+[e]"	"s23"	"sa417"	"reactant"	"CDMT0000417"	""
"r_1238"	"ornithine[e]"	"s223"	"sa418"	"reactant"	"CDMT0000418"	"base"
"r_1238"	"H+[c]"	"s6"	"sa419"	"product"	"CDMT0000419"	""
"r_1238"	"ornithine[c]"	"s222"	"sa420"	"product"	"CDMT0000420"	"base"
"r_1239"	"H+[c]"	"s6"	"sa421"	"reactant"	"CDMT0000421"	""
"r_1239"	"oxaloacetate[c]"	"s224"	"sa422"	"reactant"	"CDMT0000422"	"base"
"r_1239"	"H+[m]"	"s86"	"sa423"	"product"	"CDMT0000423"	""
"r_1239"	"oxaloacetate[m]"	"s225"	"sa424"	"product"	"CDMT0000424"	"base"
"r_1241"	"(R)-pantothenate[e]"	"s226"	"sa425"	"reactant"	"CDMT0000425"	"base"
"r_1241"	"H+[e]"	"s23"	"sa426"	"reactant"	"CDMT0000426"	""
"r_1241"	"(R)-pantothenate[c]"	"s227"	"sa427"	"product"	"CDMT0000427"	"base"
"r_1241"	"H+[c]"	"s6"	"sa428"	"product"	"CDMT0000428"	""
"r_1242"	"pentaprenyl diphosphate[c]"	"s228"	"sa429"	"reactant"	"CDMT0000429"	"base"
"r_1242"	"pentaprenyl diphosphate[m]"	"s229"	"sa430"	"product"	"CDMT0000430"	"base"
"r_1243"	"phenethyl acetate[c]"	"s230"	"sa431"	"reactant"	"CDMT0000431"	"base"
"r_1243"	"phenethyl acetate[e]"	"s231"	"sa432"	"product"	"CDMT0000432"	"base"
"r_1244"	"H+[e]"	"s23"	"sa433"	"reactant"	"CDMT0000433"	"base"
"r_1244"	"phosphate[e]"	"s232"	"sa434"	"reactant"	"CDMT0000434"	""
"r_1244"	"H+[c]"	"s6"	"sa435"	"product"	"CDMT0000435"	"base"
"r_1244"	"phosphate[c]"	"s7"	"sa436"	"product"	"CDMT0000436"	""
"r_1245"	"H+[c]"	"s6"	"sa437"	"reactant"	"CDMT0000437"	"base"
"r_1245"	"phosphate[c]"	"s7"	"sa438"	"reactant"	"CDMT0000438"	""
"r_1245"	"H+[m]"	"s86"	"sa439"	"product"	"CDMT0000439"	"base"
"r_1245"	"phosphate[m]"	"s205"	"sa440"	"product"	"CDMT0000440"	""
"r_1249"	"H+[e]"	"s23"	"sa441"	"reactant"	"CDMT0000441"	"base"
"r_1249"	"potassium[e]"	"s233"	"sa442"	"reactant"	"CDMT0000442"	""
"r_1249"	"H+[c]"	"s6"	"sa443"	"product"	"CDMT0000443"	"base"
"r_1249"	"potassium[c]"	"s234"	"sa444"	"product"	"CDMT0000444"	""
"r_1250"	"putrescine[c]"	"s235"	"sa445"	"reactant"	"CDMT0000445"	"base"
"r_1250"	"putrescine[e]"	"s236"	"sa446"	"product"	"CDMT0000446"	"base"
"r_1251"	"H+[c]"	"s6"	"sa447"	"reactant"	"CDMT0000447"	""
"r_1251"	"putrescine[e]"	"s236"	"sa448"	"reactant"	"CDMT0000448"	"base"
"r_1251"	"H+[e]"	"s23"	"sa449"	"product"	"CDMT0000449"	""
"r_1251"	"putrescine[c]"	"s235"	"sa450"	"product"	"CDMT0000450"	"base"
"r_1252"	"H+[v]"	"s154"	"sa451"	"reactant"	"CDMT0000451"	""
"r_1252"	"putrescine[c]"	"s235"	"sa452"	"reactant"	"CDMT0000452"	"base"
"r_1252"	"H+[c]"	"s6"	"sa453"	"product"	"CDMT0000453"	""
"r_1252"	"putrescine[v]"	"s237"	"sa454"	"product"	"CDMT0000454"	"base"
"r_1253"	"H+[e]"	"s23"	"sa455"	"reactant"	"CDMT0000455"	""
"r_1253"	"pyridoxine[e]"	"s238"	"sa456"	"reactant"	"CDMT0000456"	"base"
"r_1253"	"H+[c]"	"s6"	"sa457"	"product"	"CDMT0000457"	""
"r_1253"	"pyridoxine[c]"	"s239"	"sa458"	"product"	"CDMT0000458"	"base"
"r_1254"	"H+[e]"	"s23"	"sa459"	"reactant"	"CDMT0000459"	""
"r_1254"	"pyruvate[e]"	"s240"	"sa460"	"reactant"	"CDMT0000460"	"base"
"r_1254"	"H+[c]"	"s6"	"sa461"	"product"	"CDMT0000461"	""
"r_1254"	"pyruvate[c]"	"s99"	"sa462"	"product"	"CDMT0000462"	"base"
"r_1255"	"H+[e]"	"s23"	"sa463"	"reactant"	"CDMT0000463"	""
"r_1255"	"S-adenosyl-L-methionine[e]"	"s241"	"sa464"	"reactant"	"CDMT0000464"	"base"
"r_1255"	"H+[c]"	"s6"	"sa465"	"product"	"CDMT0000465"	""
"r_1255"	"S-adenosyl-L-methionine[c]"	"s242"	"sa466"	"product"	"CDMT0000466"	"base"
"r_1256"	"S-adenosyl-L-methionine[c]"	"s242"	"sa467"	"reactant"	"CDMT0000467"	"base"
"r_1256"	"S-adenosyl-L-methionine[m]"	"s243"	"sa468"	"product"	"CDMT0000468"	"base"
"r_1257"	"H+[e]"	"s23"	"sa469"	"reactant"	"CDMT0000469"	""
"r_1257"	"S-methyl-L-methionine[e]"	"s244"	"sa470"	"reactant"	"CDMT0000470"	"base"
"r_1257"	"H+[c]"	"s6"	"sa471"	"product"	"CDMT0000471"	""
"r_1257"	"S-methyl-L-methionine[c]"	"s245"	"sa472"	"product"	"CDMT0000472"	"base"
"r_1258"	"H+[e]"	"s23"	"sa473"	"reactant"	"CDMT0000473"	"base"
"r_1258"	"sodium[c]"	"s246"	"sa474"	"reactant"	"CDMT0000474"	""
"r_1258"	"H+[c]"	"s6"	"sa475"	"product"	"CDMT0000475"	"base"
"r_1258"	"sodium[e]"	"s247"	"sa476"	"product"	"CDMT0000476"	""
"r_1259"	"spermidine[c]"	"s248"	"sa477"	"reactant"	"CDMT0000477"	"base"
"r_1259"	"spermidine[e]"	"s249"	"sa478"	"product"	"CDMT0000478"	"base"
"r_1260"	"H+[c]"	"s6"	"sa479"	"reactant"	"CDMT0000479"	""
"r_1260"	"spermidine[e]"	"s249"	"sa480"	"reactant"	"CDMT0000480"	"base"
"r_1260"	"H+[e]"	"s23"	"sa481"	"product"	"CDMT0000481"	""
"r_1260"	"spermidine[c]"	"s248"	"sa482"	"product"	"CDMT0000482"	"base"
"r_1261"	"H+[v]"	"s154"	"sa483"	"reactant"	"CDMT0000483"	""
"r_1261"	"spermidine[c]"	"s248"	"sa484"	"reactant"	"CDMT0000484"	"base"
"r_1261"	"H+[c]"	"s6"	"sa485"	"product"	"CDMT0000485"	""
"r_1261"	"spermidine[v]"	"s250"	"sa486"	"product"	"CDMT0000486"	"base"
"r_1262"	"H+[c]"	"s6"	"sa487"	"reactant"	"CDMT0000487"	""
"r_1262"	"spermine[e]"	"s251"	"sa488"	"reactant"	"CDMT0000488"	"base"
"r_1262"	"H+[e]"	"s23"	"sa489"	"product"	"CDMT0000489"	""
"r_1262"	"spermine[c]"	"s252"	"sa490"	"product"	"CDMT0000490"	"base"
"r_1263"	"H+[v]"	"s154"	"sa491"	"reactant"	"CDMT0000491"	""
"r_1263"	"spermine[c]"	"s252"	"sa492"	"reactant"	"CDMT0000492"	"base"
"r_1263"	"H+[c]"	"s6"	"sa493"	"product"	"CDMT0000493"	""
"r_1263"	"spermine[v]"	"s253"	"sa494"	"product"	"CDMT0000494"	"base"
"r_1264"	"phosphate[m]"	"s205"	"sa495"	"reactant"	"CDMT0000495"	""
"r_1264"	"succinate[c]"	"s254"	"sa496"	"reactant"	"CDMT0000496"	"base"
"r_1264"	"phosphate[c]"	"s7"	"sa497"	"product"	"CDMT0000497"	""
"r_1264"	"succinate[m]"	"s255"	"sa498"	"product"	"CDMT0000498"	"base"
"r_1265"	"fumarate[m]"	"s256"	"sa499"	"reactant"	"CDMT0000499"	"base"
"r_1265"	"succinate[c]"	"s254"	"sa500"	"reactant"	"CDMT0000500"	""
"r_1265"	"fumarate[c]"	"s257"	"sa501"	"product"	"CDMT0000501"	"base"
"r_1265"	"succinate[m]"	"s255"	"sa502"	"product"	"CDMT0000502"	""
"r_1266"	"sulphate[e]"	"s258"	"sa503"	"reactant"	"CDMT0000503"	"base"
"r_1266"	"sulphate[c]"	"s259"	"sa504"	"product"	"CDMT0000504"	"base"
"r_1267"	"sulphite[c]"	"s260"	"sa505"	"reactant"	"CDMT0000505"	"base"
"r_1267"	"sulphite[e]"	"s261"	"sa506"	"product"	"CDMT0000506"	"base"
"r_1268"	"taurine[c]"	"s262"	"sa507"	"reactant"	"CDMT0000507"	"base"
"r_1268"	"taurine[e]"	"s263"	"sa508"	"product"	"CDMT0000508"	"base"
"r_1269"	"TDP[c]"	"s264"	"sa509"	"reactant"	"CDMT0000509"	"base"
"r_1269"	"TDP[m]"	"s265"	"sa510"	"product"	"CDMT0000510"	"base"
"r_1270"	"H+[e]"	"s23"	"sa511"	"reactant"	"CDMT0000511"	""
"r_1270"	"thiamine[e]"	"s266"	"sa512"	"reactant"	"CDMT0000512"	"base"
"r_1270"	"H+[c]"	"s6"	"sa513"	"product"	"CDMT0000513"	""
"r_1270"	"thiamine[c]"	"s267"	"sa514"	"product"	"CDMT0000514"	"base"
"r_1271"	"UDP-D-galactose[c]"	"s268"	"sa515"	"reactant"	"CDMT0000515"	"base"
"r_1271"	"UDP-D-galactose[g]"	"s269"	"sa516"	"product"	"CDMT0000516"	"base"
"r_1272"	"H+[e]"	"s23"	"sa517"	"reactant"	"CDMT0000517"	""
"r_1272"	"uracil[e]"	"s270"	"sa518"	"reactant"	"CDMT0000518"	"base"
"r_1272"	"H+[c]"	"s6"	"sa519"	"product"	"CDMT0000519"	""
"r_1272"	"uracil[c]"	"s271"	"sa520"	"product"	"CDMT0000520"	"base"
"r_1273"	"H+[e]"	"s23"	"sa521"	"reactant"	"CDMT0000521"	""
"r_1273"	"urea[e]"	"s272"	"sa522"	"reactant"	"CDMT0000522"	"base"
"r_1273"	"H+[c]"	"s6"	"sa523"	"product"	"CDMT0000523"	""
"r_1273"	"urea[c]"	"s273"	"sa524"	"product"	"CDMT0000524"	"base"
"r_1274"	"H+[e]"	"s23"	"sa525"	"reactant"	"CDMT0000525"	""
"r_1274"	"uridine[e]"	"s274"	"sa526"	"reactant"	"CDMT0000526"	"base"
"r_1274"	"H+[c]"	"s6"	"sa527"	"product"	"CDMT0000527"	""
"r_1274"	"uridine[c]"	"s275"	"sa528"	"product"	"CDMT0000528"	"base"
"r_1275"	"FMN[m]"	"s276"	"sa529"	"reactant"	"CDMT0000529"	""
"r_1275"	"H+[c]"	"s6"	"sa530"	"reactant"	"CDMT0000530"	""
"r_1275"	"UMP[m]"	"s277"	"sa531"	"reactant"	"CDMT0000531"	"base"
"r_1275"	"UTP[c]"	"s278"	"sa532"	"reactant"	"CDMT0000532"	""
"r_1275"	"FMN[c]"	"s279"	"sa533"	"product"	"CDMT0000533"	""
"r_1275"	"H+[m]"	"s86"	"sa534"	"product"	"CDMT0000534"	""
"r_1275"	"UMP[c]"	"s280"	"sa535"	"product"	"CDMT0000535"	"base"
"r_1275"	"UTP[m]"	"s281"	"sa536"	"product"	"CDMT0000536"	""
"r_1276"	"H+[c]"	"s6"	"sa537"	"reactant"	"CDMT0000537"	""
"r_1276"	"UMP[m]"	"s277"	"sa538"	"reactant"	"CDMT0000538"	"base"
"r_1276"	"UTP[c]"	"s278"	"sa539"	"reactant"	"CDMT0000539"	""
"r_1276"	"H+[m]"	"s86"	"sa540"	"product"	"CDMT0000540"	""
"r_1276"	"UMP[c]"	"s280"	"sa541"	"product"	"CDMT0000541"	"base"
"r_1276"	"UTP[m]"	"s281"	"sa542"	"product"	"CDMT0000542"	""
"r_1277"	"H2O[e]"	"s282"	"sa543"	"reactant"	"CDMT0000543"	"base"
"r_1277"	"H2O[c]"	"s3"	"sa544"	"product"	"CDMT0000544"	"base"
"r_1278"	"zymosterol[e]"	"s283"	"sa545"	"reactant"	"CDMT0000545"	"base"
"r_1278"	"zymosterol[ce]"	"s284"	"sa546"	"product"	"CDMT0000546"	"base"
"r_1657"	"H+[c]"	"s6"	"sa547"	"reactant"	"CDMT0000547"	""
"r_1657"	"L-arginine[c]"	"s153"	"sa548"	"reactant"	"CDMT0000548"	"base"
"r_1657"	"H+[m]"	"s86"	"sa549"	"product"	"CDMT0000549"	""
"r_1657"	"L-arginine[m]"	"s285"	"sa550"	"product"	"CDMT0000550"	"base"
"r_2034"	"H+[c]"	"s6"	"sa551"	"reactant"	"CDMT0000551"	""
"r_2034"	"pyruvate[c]"	"s99"	"sa552"	"reactant"	"CDMT0000552"	"base"
"r_2034"	"H+[m]"	"s86"	"sa553"	"product"	"CDMT0000553"	""
"r_2034"	"pyruvate[m]"	"s98"	"sa554"	"product"	"CDMT0000554"	"base"
"r_2079"	"H+[c]"	"s6"	"sa555"	"reactant"	"CDMT0000555"	""
"r_2079"	"trehalose[c]"	"s286"	"sa556"	"reactant"	"CDMT0000556"	"base"
"r_2079"	"H+[e]"	"s23"	"sa557"	"product"	"CDMT0000557"	""
"r_2079"	"trehalose[e]"	"s287"	"sa558"	"product"	"CDMT0000558"	"base"
"r_2132"	"(S)-malate[c]"	"s75"	"sa559"	"reactant"	"CDMT0000559"	""
"r_2132"	"2-oxoglutarate[m]"	"s19"	"sa560"	"reactant"	"CDMT0000560"	"base"
"r_2132"	"(S)-malate[m]"	"s74"	"sa561"	"product"	"CDMT0000561"	""
"r_2132"	"2-oxoglutarate[c]"	"s17"	"sa562"	"product"	"CDMT0000562"	"base"
"r_2219"	"ATP[c]"	"s1"	"sa563"	"reactant"	"CDMT0000563"	""
"r_2219"	"H2O[c]"	"s3"	"sa564"	"reactant"	"CDMT0000564"	""
"r_2219"	"lauroyl-CoA[c]"	"s288"	"sa565"	"reactant"	"CDMT0000565"	"base"
"r_2219"	"ADP[c]"	"s4"	"sa566"	"product"	"CDMT0000566"	""
"r_2219"	"H+[c]"	"s6"	"sa567"	"product"	"CDMT0000567"	""
"r_2219"	"lauroyl-CoA[p]"	"s289"	"sa568"	"product"	"CDMT0000568"	"base"
"r_2219"	"phosphate[c]"	"s7"	"sa569"	"product"	"CDMT0000569"	""
"r_2220"	"ATP[c]"	"s1"	"sa570"	"reactant"	"CDMT0000570"	""
"r_2220"	"H2O[c]"	"s3"	"sa571"	"reactant"	"CDMT0000571"	""
"r_2220"	"myristoyl-CoA[c]"	"s290"	"sa572"	"reactant"	"CDMT0000572"	"base"
"r_2220"	"ADP[c]"	"s4"	"sa573"	"product"	"CDMT0000573"	""
"r_2220"	"H+[c]"	"s6"	"sa574"	"product"	"CDMT0000574"	""
"r_2220"	"myristoyl-CoA[p]"	"s291"	"sa575"	"product"	"CDMT0000575"	"base"
"r_2220"	"phosphate[c]"	"s7"	"sa576"	"product"	"CDMT0000576"	""
"r_2221"	"ATP[c]"	"s1"	"sa577"	"reactant"	"CDMT0000577"	""
"r_2221"	"H2O[c]"	"s3"	"sa578"	"reactant"	"CDMT0000578"	""
"r_2221"	"palmitoyl-CoA[c]"	"s292"	"sa579"	"reactant"	"CDMT0000579"	"base"
"r_2221"	"ADP[c]"	"s4"	"sa580"	"product"	"CDMT0000580"	""
"r_2221"	"H+[c]"	"s6"	"sa581"	"product"	"CDMT0000581"	""
"r_2221"	"palmitoyl-CoA[p]"	"s293"	"sa582"	"product"	"CDMT0000582"	"base"
"r_2221"	"phosphate[c]"	"s7"	"sa583"	"product"	"CDMT0000583"	""
"r_2222"	"ATP[c]"	"s1"	"sa584"	"reactant"	"CDMT0000584"	""
"r_2222"	"H2O[c]"	"s3"	"sa585"	"reactant"	"CDMT0000585"	""
"r_2222"	"palmitoleoyl-CoA(4<U+201A><U+00E0><U+00ED>)[c]"	"s294"	"sa586"	"reactant"	"CDMT0000586"	"base"
"r_2222"	"ADP[c]"	"s4"	"sa587"	"product"	"CDMT0000587"	""
"r_2222"	"H+[c]"	"s6"	"sa588"	"product"	"CDMT0000588"	""
"r_2222"	"phosphate[c]"	"s7"	"sa589"	"product"	"CDMT0000589"	""
"r_2222"	"palmitoleoyl-CoA(4<U+201A><U+00E0><U+00ED>)[p]"	"s295"	"sa590"	"product"	"CDMT0000590"	"base"
"r_2223"	"ATP[c]"	"s1"	"sa591"	"reactant"	"CDMT0000591"	""
"r_2223"	"H2O[c]"	"s3"	"sa592"	"reactant"	"CDMT0000592"	""
"r_2223"	"stearoyl-CoA[c]"	"s296"	"sa593"	"reactant"	"CDMT0000593"	"base"
"r_2223"	"ADP[c]"	"s4"	"sa594"	"product"	"CDMT0000594"	""
"r_2223"	"H+[c]"	"s6"	"sa595"	"product"	"CDMT0000595"	""
"r_2223"	"phosphate[c]"	"s7"	"sa596"	"product"	"CDMT0000596"	""
"r_2223"	"stearoyl-CoA[p]"	"s297"	"sa597"	"product"	"CDMT0000597"	"base"
