"id"	"species"	"name"	"x"	"y"	"rxnID"	"type"	"MetaID"
"sa292"	"s171"	"L-histidine[c]"	""	""	"r_1200"	"reactant"	"CDMT0000292"
"sa293"	"s6"	"H+[c]"	""	""	"r_1200"	"product"	"CDMT0000293"
"sa294"	"s172"	"L-histidine[v]"	""	""	"r_1200"	"product"	"CDMT0000294"
"sa295"	"s23"	"H+[e]"	""	""	"r_1201"	"reactant"	"CDMT0000295"
"sa296"	"s173"	"L-histidine[e]"	""	""	"r_1201"	"reactant"	"CDMT0000296"
"sa297"	"s6"	"H+[c]"	""	""	"r_1201"	"product"	"CDMT0000297"
"sa298"	"s171"	"L-histidine[c]"	""	""	"r_1201"	"product"	"CDMT0000298"
"sa299"	"s174"	"L-isoleucine[v]"	""	""	"r_1202"	"reactant"	"CDMT0000299"
"sa300"	"s175"	"L-isoleucine[c]"	""	""	"r_1202"	"product"	"CDMT0000300"
"sa301"	"s154"	"H+[v]"	""	""	"r_1203"	"reactant"	"CDMT0000301"
"sa302"	"s175"	"L-isoleucine[c]"	""	""	"r_1203"	"reactant"	"CDMT0000302"
"sa303"	"s6"	"H+[c]"	""	""	"r_1203"	"product"	"CDMT0000303"
"sa304"	"s174"	"L-isoleucine[v]"	""	""	"r_1203"	"product"	"CDMT0000304"
"sa305"	"s154"	"H+[v]"	""	""	"r_1204"	"reactant"	"CDMT0000305"
"sa306"	"s174"	"L-isoleucine[v]"	""	""	"r_1204"	"reactant"	"CDMT0000306"
"sa307"	"s6"	"H+[c]"	""	""	"r_1204"	"product"	"CDMT0000307"
"sa308"	"s175"	"L-isoleucine[c]"	""	""	"r_1204"	"product"	"CDMT0000308"
"sa309"	"s23"	"H+[e]"	""	""	"r_1205"	"reactant"	"CDMT0000309"
"sa310"	"s176"	"L-isoleucine[e]"	""	""	"r_1205"	"reactant"	"CDMT0000310"
"sa311"	"s6"	"H+[c]"	""	""	"r_1205"	"product"	"CDMT0000311"
"sa312"	"s175"	"L-isoleucine[c]"	""	""	"r_1205"	"product"	"CDMT0000312"
"sa313"	"s177"	"(S)-lactate[c]"	""	""	"r_1206"	"reactant"	"CDMT0000313"
"sa314"	"s178"	"(S)-lactate[m]"	""	""	"r_1206"	"product"	"CDMT0000314"
"sa315"	"s179"	"(S)-lactate[e]"	""	""	"r_1207"	"reactant"	"CDMT0000315"
"sa316"	"s23"	"H+[e]"	""	""	"r_1207"	"reactant"	"CDMT0000316"
"sa317"	"s177"	"(S)-lactate[c]"	""	""	"r_1207"	"product"	"CDMT0000317"
"sa318"	"s6"	"H+[c]"	""	""	"r_1207"	"product"	"CDMT0000318"
"sa319"	"s180"	"L-leucine[v]"	""	""	"r_1208"	"reactant"	"CDMT0000319"
"sa320"	"s181"	"L-leucine[c]"	""	""	"r_1208"	"product"	"CDMT0000320"
"sa321"	"s154"	"H+[v]"	""	""	"r_1209"	"reactant"	"CDMT0000321"
"sa322"	"s181"	"L-leucine[c]"	""	""	"r_1209"	"reactant"	"CDMT0000322"
"sa323"	"s6"	"H+[c]"	""	""	"r_1209"	"product"	"CDMT0000323"
"sa324"	"s180"	"L-leucine[v]"	""	""	"r_1209"	"product"	"CDMT0000324"
"sa325"	"s154"	"H+[v]"	""	""	"r_1210"	"reactant"	"CDMT0000325"
"sa326"	"s180"	"L-leucine[v]"	""	""	"r_1210"	"reactant"	"CDMT0000326"
"sa327"	"s6"	"H+[c]"	""	""	"r_1210"	"product"	"CDMT0000327"
"sa328"	"s181"	"L-leucine[c]"	""	""	"r_1210"	"product"	"CDMT0000328"
"sa329"	"s23"	"H+[e]"	""	""	"r_1211"	"reactant"	"CDMT0000329"
"sa330"	"s182"	"L-leucine[e]"	""	""	"r_1211"	"reactant"	"CDMT0000330"
"sa331"	"s6"	"H+[c]"	""	""	"r_1211"	"product"	"CDMT0000331"
"sa332"	"s181"	"L-leucine[c]"	""	""	"r_1211"	"product"	"CDMT0000332"
"sa333"	"s154"	"H+[v]"	""	""	"r_1212"	"reactant"	"CDMT0000333"
"sa334"	"s183"	"L-lysine[c]"	""	""	"r_1212"	"reactant"	"CDMT0000334"
"sa335"	"s6"	"H+[c]"	""	""	"r_1212"	"product"	"CDMT0000335"
"sa336"	"s184"	"L-lysine[v]"	""	""	"r_1212"	"product"	"CDMT0000336"
"sa337"	"s23"	"H+[e]"	""	""	"r_1213"	"reactant"	"CDMT0000337"
"sa338"	"s185"	"L-lysine[e]"	""	""	"r_1213"	"reactant"	"CDMT0000338"
"sa339"	"s6"	"H+[c]"	""	""	"r_1213"	"product"	"CDMT0000339"
"sa340"	"s183"	"L-lysine[c]"	""	""	"r_1213"	"product"	"CDMT0000340"
"sa341"	"s23"	"H+[e]"	""	""	"r_1214"	"reactant"	"CDMT0000341"
"sa342"	"s186"	"L-methionine[e]"	""	""	"r_1214"	"reactant"	"CDMT0000342"
"sa343"	"s6"	"H+[c]"	""	""	"r_1214"	"product"	"CDMT0000343"
"sa344"	"s187"	"L-methionine[c]"	""	""	"r_1214"	"product"	"CDMT0000344"
"sa345"	"s23"	"H+[e]"	""	""	"r_1215"	"reactant"	"CDMT0000345"
"sa346"	"s188"	"L-phenylalanine[e]"	""	""	"r_1215"	"reactant"	"CDMT0000346"
"sa347"	"s6"	"H+[c]"	""	""	"r_1215"	"product"	"CDMT0000347"
"sa348"	"s189"	"L-phenylalanine[c]"	""	""	"r_1215"	"product"	"CDMT0000348"
"sa349"	"s23"	"H+[e]"	""	""	"r_1216"	"reactant"	"CDMT0000349"
"sa350"	"s190"	"L-proline[e]"	""	""	"r_1216"	"reactant"	"CDMT0000350"
"sa351"	"s6"	"H+[c]"	""	""	"r_1216"	"product"	"CDMT0000351"
"sa352"	"s191"	"L-proline[c]"	""	""	"r_1216"	"product"	"CDMT0000352"
"sa353"	"s23"	"H+[e]"	""	""	"r_1217"	"reactant"	"CDMT0000353"
"sa354"	"s192"	"L-serine[e]"	""	""	"r_1217"	"reactant"	"CDMT0000354"
"sa355"	"s6"	"H+[c]"	""	""	"r_1217"	"product"	"CDMT0000355"
"sa356"	"s193"	"L-serine[c]"	""	""	"r_1217"	"product"	"CDMT0000356"
"sa357"	"s23"	"H+[e]"	""	""	"r_1218"	"reactant"	"CDMT0000357"
"sa358"	"s194"	"L-threonine[e]"	""	""	"r_1218"	"reactant"	"CDMT0000358"
"sa359"	"s6"	"H+[c]"	""	""	"r_1218"	"product"	"CDMT0000359"
"sa360"	"s195"	"L-threonine[c]"	""	""	"r_1218"	"product"	"CDMT0000360"
"sa361"	"s23"	"H+[e]"	""	""	"r_1219"	"reactant"	"CDMT0000361"
"sa362"	"s196"	"L-tryptophan[e]"	""	""	"r_1219"	"reactant"	"CDMT0000362"
"sa363"	"s6"	"H+[c]"	""	""	"r_1219"	"product"	"CDMT0000363"
"sa364"	"s197"	"L-tryptophan[c]"	""	""	"r_1219"	"product"	"CDMT0000364"
"sa365"	"s198"	"L-tyrosine[v]"	""	""	"r_1220"	"reactant"	"CDMT0000365"
"sa366"	"s199"	"L-tyrosine[c]"	""	""	"r_1220"	"product"	"CDMT0000366"
"sa367"	"s154"	"H+[v]"	""	""	"r_1221"	"reactant"	"CDMT0000367"
"sa368"	"s199"	"L-tyrosine[c]"	""	""	"r_1221"	"reactant"	"CDMT0000368"
"sa369"	"s6"	"H+[c]"	""	""	"r_1221"	"product"	"CDMT0000369"
"sa370"	"s198"	"L-tyrosine[v]"	""	""	"r_1221"	"product"	"CDMT0000370"
"sa371"	"s154"	"H+[v]"	""	""	"r_1222"	"reactant"	"CDMT0000371"
"sa372"	"s198"	"L-tyrosine[v]"	""	""	"r_1222"	"reactant"	"CDMT0000372"
"sa373"	"s6"	"H+[c]"	""	""	"r_1222"	"product"	"CDMT0000373"
"sa374"	"s199"	"L-tyrosine[c]"	""	""	"r_1222"	"product"	"CDMT0000374"
"sa375"	"s23"	"H+[e]"	""	""	"r_1223"	"reactant"	"CDMT0000375"
"sa376"	"s200"	"L-tyrosine[e]"	""	""	"r_1223"	"reactant"	"CDMT0000376"
"sa377"	"s6"	"H+[c]"	""	""	"r_1223"	"product"	"CDMT0000377"
"sa378"	"s199"	"L-tyrosine[c]"	""	""	"r_1223"	"product"	"CDMT0000378"
"sa379"	"s23"	"H+[e]"	""	""	"r_1224"	"reactant"	"CDMT0000379"
"sa380"	"s201"	"L-valine[e]"	""	""	"r_1224"	"reactant"	"CDMT0000380"
"sa381"	"s6"	"H+[c]"	""	""	"r_1224"	"product"	"CDMT0000381"
"sa382"	"s202"	"L-valine[c]"	""	""	"r_1224"	"product"	"CDMT0000382"
"sa383"	"s203"	"lanosterol[e]"	""	""	"r_1225"	"reactant"	"CDMT0000383"
"sa384"	"s204"	"lanosterol[c]"	""	""	"r_1225"	"product"	"CDMT0000384"
"sa385"	"s75"	"(S)-malate[c]"	""	""	"r_1226"	"reactant"	"CDMT0000385"
"sa386"	"s205"	"phosphate[m]"	""	""	"r_1226"	"reactant"	"CDMT0000386"
"sa387"	"s74"	"(S)-malate[m]"	""	""	"r_1226"	"product"	"CDMT0000387"
"sa388"	"s7"	"phosphate[c]"	""	""	"r_1226"	"product"	"CDMT0000388"
"sa389"	"s23"	"H+[e]"	""	""	"r_1227"	"reactant"	"CDMT0000389"
"sa390"	"s206"	"maltose[e]"	""	""	"r_1227"	"reactant"	"CDMT0000390"
"sa391"	"s6"	"H+[c]"	""	""	"r_1227"	"product"	"CDMT0000391"
"sa392"	"s207"	"maltose[c]"	""	""	"r_1227"	"product"	"CDMT0000392"
"sa393"	"s208"	"N,N'-diformyldityrosine[c]"	""	""	"r_1228"	"reactant"	"CDMT0000393"
"sa394"	"s209"	"N,N'-diformyldityrosine[e]"	""	""	"r_1228"	"product"	"CDMT0000394"
"sa395"	"s210"	"NAD[c]"	""	""	"r_1229"	"reactant"	"CDMT0000395"
"sa396"	"s211"	"NAD[m]"	""	""	"r_1229"	"product"	"CDMT0000396"
"sa397"	"s212"	"dAMP[m]"	""	""	"r_1230"	"reactant"	"CDMT0000397"
"sa398"	"s210"	"NAD[c]"	""	""	"r_1230"	"reactant"	"CDMT0000398"
"sa399"	"s213"	"dAMP[c]"	""	""	"r_1230"	"product"	"CDMT0000399"
"sa400"	"s211"	"NAD[m]"	""	""	"r_1230"	"product"	"CDMT0000400"
"sa401"	"s214"	"AMP[m]"	""	""	"r_1231"	"reactant"	"CDMT0000401"
"sa402"	"s210"	"NAD[c]"	""	""	"r_1231"	"reactant"	"CDMT0000402"
"sa403"	"s53"	"AMP[c]"	""	""	"r_1231"	"product"	"CDMT0000403"
"sa404"	"s211"	"NAD[m]"	""	""	"r_1231"	"product"	"CDMT0000404"
"sa405"	"s215"	"dGMP[m]"	""	""	"r_1232"	"reactant"	"CDMT0000405"
"sa406"	"s210"	"NAD[c]"	""	""	"r_1232"	"reactant"	"CDMT0000406"
"sa407"	"s216"	"dGMP[c]"	""	""	"r_1232"	"product"	"CDMT0000407"
"sa408"	"s211"	"NAD[m]"	""	""	"r_1232"	"product"	"CDMT0000408"
"sa409"	"s217"	"nicotinate[e]"	""	""	"r_1235"	"reactant"	"CDMT0000409"
"sa410"	"s218"	"nicotinate[c]"	""	""	"r_1235"	"product"	"CDMT0000410"
"sa411"	"s219"	"stearate[c]"	""	""	"r_1236"	"reactant"	"CDMT0000411"
"sa412"	"s220"	"stearate[p]"	""	""	"r_1236"	"product"	"CDMT0000412"
"sa413"	"s6"	"H+[c]"	""	""	"r_1237"	"reactant"	"CDMT0000413"
"sa414"	"s221"	"ornithine[m]"	""	""	"r_1237"	"reactant"	"CDMT0000414"
"sa415"	"s86"	"H+[m]"	""	""	"r_1237"	"product"	"CDMT0000415"
"sa416"	"s222"	"ornithine[c]"	""	""	"r_1237"	"product"	"CDMT0000416"
"sa417"	"s23"	"H+[e]"	""	""	"r_1238"	"reactant"	"CDMT0000417"
"sa418"	"s223"	"ornithine[e]"	""	""	"r_1238"	"reactant"	"CDMT0000418"
"sa419"	"s6"	"H+[c]"	""	""	"r_1238"	"product"	"CDMT0000419"
"sa420"	"s222"	"ornithine[c]"	""	""	"r_1238"	"product"	"CDMT0000420"
"sa421"	"s6"	"H+[c]"	""	""	"r_1239"	"reactant"	"CDMT0000421"
"sa422"	"s224"	"oxaloacetate[c]"	""	""	"r_1239"	"reactant"	"CDMT0000422"
"sa423"	"s86"	"H+[m]"	""	""	"r_1239"	"product"	"CDMT0000423"
"sa424"	"s225"	"oxaloacetate[m]"	""	""	"r_1239"	"product"	"CDMT0000424"
"sa425"	"s226"	"(R)-pantothenate[e]"	""	""	"r_1241"	"reactant"	"CDMT0000425"
"sa426"	"s23"	"H+[e]"	""	""	"r_1241"	"reactant"	"CDMT0000426"
"sa427"	"s227"	"(R)-pantothenate[c]"	""	""	"r_1241"	"product"	"CDMT0000427"
"sa428"	"s6"	"H+[c]"	""	""	"r_1241"	"product"	"CDMT0000428"
"sa429"	"s228"	"pentaprenyl diphosphate[c]"	""	""	"r_1242"	"reactant"	"CDMT0000429"
"sa430"	"s229"	"pentaprenyl diphosphate[m]"	""	""	"r_1242"	"product"	"CDMT0000430"
"sa431"	"s230"	"phenethyl acetate[c]"	""	""	"r_1243"	"reactant"	"CDMT0000431"
"sa432"	"s231"	"phenethyl acetate[e]"	""	""	"r_1243"	"product"	"CDMT0000432"
"sa433"	"s23"	"H+[e]"	""	""	"r_1244"	"reactant"	"CDMT0000433"
"sa434"	"s232"	"phosphate[e]"	""	""	"r_1244"	"reactant"	"CDMT0000434"
"sa435"	"s6"	"H+[c]"	""	""	"r_1244"	"product"	"CDMT0000435"
"sa436"	"s7"	"phosphate[c]"	""	""	"r_1244"	"product"	"CDMT0000436"
"sa437"	"s6"	"H+[c]"	""	""	"r_1245"	"reactant"	"CDMT0000437"
"sa438"	"s7"	"phosphate[c]"	""	""	"r_1245"	"reactant"	"CDMT0000438"
"sa439"	"s86"	"H+[m]"	""	""	"r_1245"	"product"	"CDMT0000439"
"sa440"	"s205"	"phosphate[m]"	""	""	"r_1245"	"product"	"CDMT0000440"
"sa441"	"s23"	"H+[e]"	""	""	"r_1249"	"reactant"	"CDMT0000441"
"sa442"	"s233"	"potassium[e]"	""	""	"r_1249"	"reactant"	"CDMT0000442"
"sa443"	"s6"	"H+[c]"	""	""	"r_1249"	"product"	"CDMT0000443"
"sa444"	"s234"	"potassium[c]"	""	""	"r_1249"	"product"	"CDMT0000444"
"sa445"	"s235"	"putrescine[c]"	""	""	"r_1250"	"reactant"	"CDMT0000445"
"sa446"	"s236"	"putrescine[e]"	""	""	"r_1250"	"product"	"CDMT0000446"
"sa447"	"s6"	"H+[c]"	""	""	"r_1251"	"reactant"	"CDMT0000447"
"sa448"	"s236"	"putrescine[e]"	""	""	"r_1251"	"reactant"	"CDMT0000448"
"sa449"	"s23"	"H+[e]"	""	""	"r_1251"	"product"	"CDMT0000449"
"sa450"	"s235"	"putrescine[c]"	""	""	"r_1251"	"product"	"CDMT0000450"
"sa451"	"s154"	"H+[v]"	""	""	"r_1252"	"reactant"	"CDMT0000451"
"sa452"	"s235"	"putrescine[c]"	""	""	"r_1252"	"reactant"	"CDMT0000452"
"sa453"	"s6"	"H+[c]"	""	""	"r_1252"	"product"	"CDMT0000453"
"sa454"	"s237"	"putrescine[v]"	""	""	"r_1252"	"product"	"CDMT0000454"
"sa455"	"s23"	"H+[e]"	""	""	"r_1253"	"reactant"	"CDMT0000455"
"sa456"	"s238"	"pyridoxine[e]"	""	""	"r_1253"	"reactant"	"CDMT0000456"
"sa457"	"s6"	"H+[c]"	""	""	"r_1253"	"product"	"CDMT0000457"
"sa458"	"s239"	"pyridoxine[c]"	""	""	"r_1253"	"product"	"CDMT0000458"
"sa459"	"s23"	"H+[e]"	""	""	"r_1254"	"reactant"	"CDMT0000459"
"sa460"	"s240"	"pyruvate[e]"	""	""	"r_1254"	"reactant"	"CDMT0000460"
"sa461"	"s6"	"H+[c]"	""	""	"r_1254"	"product"	"CDMT0000461"
"sa462"	"s99"	"pyruvate[c]"	""	""	"r_1254"	"product"	"CDMT0000462"
"sa463"	"s23"	"H+[e]"	""	""	"r_1255"	"reactant"	"CDMT0000463"
"sa464"	"s241"	"S-adenosyl-L-methionine[e]"	""	""	"r_1255"	"reactant"	"CDMT0000464"
"sa465"	"s6"	"H+[c]"	""	""	"r_1255"	"product"	"CDMT0000465"
"sa466"	"s242"	"S-adenosyl-L-methionine[c]"	""	""	"r_1255"	"product"	"CDMT0000466"
"sa467"	"s242"	"S-adenosyl-L-methionine[c]"	""	""	"r_1256"	"reactant"	"CDMT0000467"
"sa468"	"s243"	"S-adenosyl-L-methionine[m]"	""	""	"r_1256"	"product"	"CDMT0000468"
"sa469"	"s23"	"H+[e]"	""	""	"r_1257"	"reactant"	"CDMT0000469"
"sa470"	"s244"	"S-methyl-L-methionine[e]"	""	""	"r_1257"	"reactant"	"CDMT0000470"
"sa471"	"s6"	"H+[c]"	""	""	"r_1257"	"product"	"CDMT0000471"
"sa472"	"s245"	"S-methyl-L-methionine[c]"	""	""	"r_1257"	"product"	"CDMT0000472"
"sa473"	"s23"	"H+[e]"	""	""	"r_1258"	"reactant"	"CDMT0000473"
"sa474"	"s246"	"sodium[c]"	""	""	"r_1258"	"reactant"	"CDMT0000474"
"sa475"	"s6"	"H+[c]"	""	""	"r_1258"	"product"	"CDMT0000475"
"sa476"	"s247"	"sodium[e]"	""	""	"r_1258"	"product"	"CDMT0000476"
"sa477"	"s248"	"spermidine[c]"	""	""	"r_1259"	"reactant"	"CDMT0000477"
"sa478"	"s249"	"spermidine[e]"	""	""	"r_1259"	"product"	"CDMT0000478"
"sa479"	"s6"	"H+[c]"	""	""	"r_1260"	"reactant"	"CDMT0000479"
"sa480"	"s249"	"spermidine[e]"	""	""	"r_1260"	"reactant"	"CDMT0000480"
"sa481"	"s23"	"H+[e]"	""	""	"r_1260"	"product"	"CDMT0000481"
"sa482"	"s248"	"spermidine[c]"	""	""	"r_1260"	"product"	"CDMT0000482"
"sa483"	"s154"	"H+[v]"	""	""	"r_1261"	"reactant"	"CDMT0000483"
"sa484"	"s248"	"spermidine[c]"	""	""	"r_1261"	"reactant"	"CDMT0000484"
"sa485"	"s6"	"H+[c]"	""	""	"r_1261"	"product"	"CDMT0000485"
"sa486"	"s250"	"spermidine[v]"	""	""	"r_1261"	"product"	"CDMT0000486"
"sa487"	"s6"	"H+[c]"	""	""	"r_1262"	"reactant"	"CDMT0000487"
"sa488"	"s251"	"spermine[e]"	""	""	"r_1262"	"reactant"	"CDMT0000488"
"sa489"	"s23"	"H+[e]"	""	""	"r_1262"	"product"	"CDMT0000489"
"sa490"	"s252"	"spermine[c]"	""	""	"r_1262"	"product"	"CDMT0000490"
"sa491"	"s154"	"H+[v]"	""	""	"r_1263"	"reactant"	"CDMT0000491"
"sa492"	"s252"	"spermine[c]"	""	""	"r_1263"	"reactant"	"CDMT0000492"
"sa493"	"s6"	"H+[c]"	""	""	"r_1263"	"product"	"CDMT0000493"
"sa494"	"s253"	"spermine[v]"	""	""	"r_1263"	"product"	"CDMT0000494"
"sa495"	"s205"	"phosphate[m]"	""	""	"r_1264"	"reactant"	"CDMT0000495"
"sa496"	"s254"	"succinate[c]"	""	""	"r_1264"	"reactant"	"CDMT0000496"
"sa497"	"s7"	"phosphate[c]"	""	""	"r_1264"	"product"	"CDMT0000497"
"sa498"	"s255"	"succinate[m]"	""	""	"r_1264"	"product"	"CDMT0000498"
"sa499"	"s256"	"fumarate[m]"	""	""	"r_1265"	"reactant"	"CDMT0000499"
"sa500"	"s254"	"succinate[c]"	""	""	"r_1265"	"reactant"	"CDMT0000500"
"sa501"	"s257"	"fumarate[c]"	""	""	"r_1265"	"product"	"CDMT0000501"
"sa502"	"s255"	"succinate[m]"	""	""	"r_1265"	"product"	"CDMT0000502"
"sa503"	"s258"	"sulphate[e]"	""	""	"r_1266"	"reactant"	"CDMT0000503"
"sa504"	"s259"	"sulphate[c]"	""	""	"r_1266"	"product"	"CDMT0000504"
"sa505"	"s260"	"sulphite[c]"	""	""	"r_1267"	"reactant"	"CDMT0000505"
"sa506"	"s261"	"sulphite[e]"	""	""	"r_1267"	"product"	"CDMT0000506"
"sa507"	"s262"	"taurine[c]"	""	""	"r_1268"	"reactant"	"CDMT0000507"
"sa508"	"s263"	"taurine[e]"	""	""	"r_1268"	"product"	"CDMT0000508"
"sa509"	"s264"	"TDP[c]"	""	""	"r_1269"	"reactant"	"CDMT0000509"
"sa510"	"s265"	"TDP[m]"	""	""	"r_1269"	"product"	"CDMT0000510"
"sa511"	"s23"	"H+[e]"	""	""	"r_1270"	"reactant"	"CDMT0000511"
"sa512"	"s266"	"thiamine[e]"	""	""	"r_1270"	"reactant"	"CDMT0000512"
"sa513"	"s6"	"H+[c]"	""	""	"r_1270"	"product"	"CDMT0000513"
"sa514"	"s267"	"thiamine[c]"	""	""	"r_1270"	"product"	"CDMT0000514"
"sa515"	"s268"	"UDP-D-galactose[c]"	""	""	"r_1271"	"reactant"	"CDMT0000515"
"sa516"	"s269"	"UDP-D-galactose[g]"	""	""	"r_1271"	"product"	"CDMT0000516"
"sa517"	"s23"	"H+[e]"	""	""	"r_1272"	"reactant"	"CDMT0000517"
"sa518"	"s270"	"uracil[e]"	""	""	"r_1272"	"reactant"	"CDMT0000518"
"sa519"	"s6"	"H+[c]"	""	""	"r_1272"	"product"	"CDMT0000519"
"sa520"	"s271"	"uracil[c]"	""	""	"r_1272"	"product"	"CDMT0000520"
"sa521"	"s23"	"H+[e]"	""	""	"r_1273"	"reactant"	"CDMT0000521"
"sa522"	"s272"	"urea[e]"	""	""	"r_1273"	"reactant"	"CDMT0000522"
"sa523"	"s6"	"H+[c]"	""	""	"r_1273"	"product"	"CDMT0000523"
"sa524"	"s273"	"urea[c]"	""	""	"r_1273"	"product"	"CDMT0000524"
"sa525"	"s23"	"H+[e]"	""	""	"r_1274"	"reactant"	"CDMT0000525"
"sa526"	"s274"	"uridine[e]"	""	""	"r_1274"	"reactant"	"CDMT0000526"
"sa527"	"s6"	"H+[c]"	""	""	"r_1274"	"product"	"CDMT0000527"
"sa528"	"s275"	"uridine[c]"	""	""	"r_1274"	"product"	"CDMT0000528"
"sa529"	"s276"	"FMN[m]"	""	""	"r_1275"	"reactant"	"CDMT0000529"
"sa530"	"s6"	"H+[c]"	""	""	"r_1275"	"reactant"	"CDMT0000530"
"sa531"	"s277"	"UMP[m]"	""	""	"r_1275"	"reactant"	"CDMT0000531"
"sa532"	"s278"	"UTP[c]"	""	""	"r_1275"	"reactant"	"CDMT0000532"
"sa533"	"s279"	"FMN[c]"	""	""	"r_1275"	"product"	"CDMT0000533"
"sa534"	"s86"	"H+[m]"	""	""	"r_1275"	"product"	"CDMT0000534"
"sa535"	"s280"	"UMP[c]"	""	""	"r_1275"	"product"	"CDMT0000535"
"sa536"	"s281"	"UTP[m]"	""	""	"r_1275"	"product"	"CDMT0000536"
"sa537"	"s6"	"H+[c]"	""	""	"r_1276"	"reactant"	"CDMT0000537"
"sa538"	"s277"	"UMP[m]"	""	""	"r_1276"	"reactant"	"CDMT0000538"
"sa539"	"s278"	"UTP[c]"	""	""	"r_1276"	"reactant"	"CDMT0000539"
"sa540"	"s86"	"H+[m]"	""	""	"r_1276"	"product"	"CDMT0000540"
"sa541"	"s280"	"UMP[c]"	""	""	"r_1276"	"product"	"CDMT0000541"
"sa542"	"s281"	"UTP[m]"	""	""	"r_1276"	"product"	"CDMT0000542"
"sa543"	"s282"	"H2O[e]"	""	""	"r_1277"	"reactant"	"CDMT0000543"
"sa544"	"s3"	"H2O[c]"	""	""	"r_1277"	"product"	"CDMT0000544"
"sa545"	"s283"	"zymosterol[e]"	""	""	"r_1278"	"reactant"	"CDMT0000545"
"sa546"	"s284"	"zymosterol[ce]"	""	""	"r_1278"	"product"	"CDMT0000546"
"sa547"	"s6"	"H+[c]"	""	""	"r_1657"	"reactant"	"CDMT0000547"
"sa548"	"s153"	"L-arginine[c]"	""	""	"r_1657"	"reactant"	"CDMT0000548"
"sa549"	"s86"	"H+[m]"	""	""	"r_1657"	"product"	"CDMT0000549"
"sa550"	"s285"	"L-arginine[m]"	""	""	"r_1657"	"product"	"CDMT0000550"
"sa551"	"s6"	"H+[c]"	""	""	"r_2034"	"reactant"	"CDMT0000551"
"sa552"	"s99"	"pyruvate[c]"	""	""	"r_2034"	"reactant"	"CDMT0000552"
"sa553"	"s86"	"H+[m]"	""	""	"r_2034"	"product"	"CDMT0000553"
"sa554"	"s98"	"pyruvate[m]"	""	""	"r_2034"	"product"	"CDMT0000554"
"sa555"	"s6"	"H+[c]"	""	""	"r_2079"	"reactant"	"CDMT0000555"
"sa556"	"s286"	"trehalose[c]"	""	""	"r_2079"	"reactant"	"CDMT0000556"
"sa557"	"s23"	"H+[e]"	""	""	"r_2079"	"product"	"CDMT0000557"
"sa558"	"s287"	"trehalose[e]"	""	""	"r_2079"	"product"	"CDMT0000558"
"sa559"	"s75"	"(S)-malate[c]"	""	""	"r_2132"	"reactant"	"CDMT0000559"
"sa560"	"s19"	"2-oxoglutarate[m]"	""	""	"r_2132"	"reactant"	"CDMT0000560"
"sa561"	"s74"	"(S)-malate[m]"	""	""	"r_2132"	"product"	"CDMT0000561"
"sa562"	"s17"	"2-oxoglutarate[c]"	""	""	"r_2132"	"product"	"CDMT0000562"
"sa563"	"s1"	"ATP[c]"	""	""	"r_2219"	"reactant"	"CDMT0000563"
"sa564"	"s3"	"H2O[c]"	""	""	"r_2219"	"reactant"	"CDMT0000564"
"sa565"	"s288"	"lauroyl-CoA[c]"	""	""	"r_2219"	"reactant"	"CDMT0000565"
"sa566"	"s4"	"ADP[c]"	""	""	"r_2219"	"product"	"CDMT0000566"
"sa567"	"s6"	"H+[c]"	""	""	"r_2219"	"product"	"CDMT0000567"
"sa568"	"s289"	"lauroyl-CoA[p]"	""	""	"r_2219"	"product"	"CDMT0000568"
"sa569"	"s7"	"phosphate[c]"	""	""	"r_2219"	"product"	"CDMT0000569"
"sa570"	"s1"	"ATP[c]"	""	""	"r_2220"	"reactant"	"CDMT0000570"
"sa571"	"s3"	"H2O[c]"	""	""	"r_2220"	"reactant"	"CDMT0000571"
"sa572"	"s290"	"myristoyl-CoA[c]"	""	""	"r_2220"	"reactant"	"CDMT0000572"
"sa573"	"s4"	"ADP[c]"	""	""	"r_2220"	"product"	"CDMT0000573"
"sa574"	"s6"	"H+[c]"	""	""	"r_2220"	"product"	"CDMT0000574"
"sa575"	"s291"	"myristoyl-CoA[p]"	""	""	"r_2220"	"product"	"CDMT0000575"
"sa576"	"s7"	"phosphate[c]"	""	""	"r_2220"	"product"	"CDMT0000576"
"sa577"	"s1"	"ATP[c]"	""	""	"r_2221"	"reactant"	"CDMT0000577"
"sa578"	"s3"	"H2O[c]"	""	""	"r_2221"	"reactant"	"CDMT0000578"
"sa579"	"s292"	"palmitoyl-CoA[c]"	""	""	"r_2221"	"reactant"	"CDMT0000579"
"sa580"	"s4"	"ADP[c]"	""	""	"r_2221"	"product"	"CDMT0000580"
"sa581"	"s6"	"H+[c]"	""	""	"r_2221"	"product"	"CDMT0000581"
"sa582"	"s293"	"palmitoyl-CoA[p]"	""	""	"r_2221"	"product"	"CDMT0000582"
"sa583"	"s7"	"phosphate[c]"	""	""	"r_2221"	"product"	"CDMT0000583"
"sa584"	"s1"	"ATP[c]"	""	""	"r_2222"	"reactant"	"CDMT0000584"
"sa585"	"s3"	"H2O[c]"	""	""	"r_2222"	"reactant"	"CDMT0000585"
"sa586"	"s294"	"palmitoleoyl-CoA(4<U+201A><U+00E0><U+00ED>)[c]"	""	""	"r_2222"	"reactant"	"CDMT0000586"
"sa587"	"s4"	"ADP[c]"	""	""	"r_2222"	"product"	"CDMT0000587"
