"panID"	"GNL"	"Source"	"proteinID"	"ec"	"pident"	"length"	"mismatch"	"gapopen"	"qstart"	"qend"	"sstart"	"send"	"evalues"	"bitscore"	"gene"	"ortholog"
"892-augustus_masked-AIE_1-5069"	"gnl"	"TC-DB"	"Q2VQZ4"	"2.A.3.10.22"	53.3	484	218	3	256	1704	33	509	2.5e-143	505.8	NA	"YKR039W"
"892-augustus_masked-AIE_1-5069"	"gnl"	"TC-DB"	"P48813"	"2.A.3.10.5"	48.1	513	262	3	277	1806	152	663	4.7e-142	501.5	"YDR508C"	"YKR039W"
"892-augustus_masked-AIE_1-5069"	"gnl"	"TC-DB"	"P38967"	"2.A.3.10.8"	50.3	527	240	8	256	1806	78	592	4.4e-140	495	"YOL020W"	"YKR039W"
"892-augustus_masked-AIE_1-5069"	"gnl"	"TC-DB"	"Q08986"	"2.A.3.10.15"	46.6	581	289	11	100	1806	16	587	9.8e-140	493.8	"YPL274W"	"YKR039W"
"892-augustus_masked-AIE_1-5069"	"gnl"	"TC-DB"	"Q9URZ4"	"2.A.3.10.21"	49.4	528	240	11	250	1806	71	580	6.6e-136	481.1	NA	"YKR039W"
"892-augustus_masked-AIE_1-5069"	"gnl"	"TC-DB"	"P38085"	"2.A.3.10.9"	45.5	523	267	6	151	1707	62	570	6e-129	458	"YBR069C"	"YKR039W"
"892-augustus_masked-AIE_1-5069"	"gnl"	"TC-DB"	"O60170"	"2.A.3.10.28"	46.4	485	250	4	256	1704	58	534	4.6e-121	431.8	NA	"YKR039W"
"902-augustus_masked-BIL_3-4712"	"gnl"	"TC-DB"	"P39924"	"2.A.1.1.110"	93.9	476	29	0	1	1428	89	564	1.2e-260	895.2	"YEL069C"	"YEL069C"
"902-augustus_masked-BIL_3-4712"	"gnl"	"TC-DB"	"P54854"	"2.A.1.1.107"	91	476	43	0	1	1428	92	567	1.6e-254	874.8	"YDL245C"	"YEL069C"
"902-augustus_masked-BIL_3-4712"	"gnl"	"TC-DB"	"P13181"	"2.A.1.1.6"	64.8	463	161	1	19	1401	108	570	8.2e-174	606.7	"YLR081W"	"YEL069C"
"902-augustus_masked-BIL_3-4712"	"gnl"	"TC-DB"	"P39004"	"2.A.1.1.31"	63.2	459	167	1	19	1389	102	560	6.5e-171	597	"YDR342C"	"YEL069C"
"902-augustus_masked-BIL_3-4712"	"gnl"	"TC-DB"	"P32467"	"2.A.1.1.30"	62.3	446	168	0	19	1356	108	553	5.2e-168	587.4	"YHR092C"	"YEL069C"
"902-augustus_masked-BIL_3-4712"	"gnl"	"TC-DB"	"P32465"	"2.A.1.1.108"	59.6	446	180	0	19	1356	102	547	1.2e-164	576.2	"YHR094C"	"YEL069C"
"902-augustus_masked-BIL_3-4712"	"gnl"	"TC-DB"	"P54862"	"2.A.1.1.105"	60	447	177	1	19	1353	98	544	4e-160	561.2	"YOL156W"	"YEL069C"
"902-augustus_masked-BIL_3-4712"	"gnl"	"TC-DB"	"P43581"	"2.A.1.1.5"	59	441	181	0	31	1353	90	530	1.4e-157	552.7	"YFL011W"	"YEL069C"
"902-augustus_masked-BIL_3-4712"	"gnl"	"TC-DB"	"P23585"	"2.A.1.1.111"	59.5	449	181	1	7	1353	90	537	7.7e-156	547	"YMR011W"	"YEL069C"
"902-augustus_masked-BIL_3-4712"	"gnl"	"TC-DB"	"Q2MDH1"	"2.A.1.1.67"	53.8	450	204	2	7	1347	78	526	2.1e-145	512.3	NA	"YEL069C"
"937-augustus_masked-AHM_1-7082"	"gnl"	"TC-DB"	"P43549"	"1.A.8.9.7"	91	646	58	0	1	1938	1	646	0	1178.7	"YFL054C"	"YFL054C"
"939-augustus_masked-AQD_4-6616"	"gnl"	"TC-DB"	"Q12252"	"1.A.17.5.6"	94	992	56	1	22	2997	4	991	0	1824.3	"YOL084W"	"YOL084W"
"967-augustus_masked-BBM_6-7211"	"gnl"	"TC-DB"	"P39515"	"3.A.8.1.1"	98.7	156	2	0	1	468	3	158	7.1e-90	326.2	"YJL143W"	"YJL143W"
"972-augustus_masked-BBM_6-6977"	"gnl"	"TC-DB"	"P47159"	"2.A.1.63.4"	96	448	17	1	1	1344	1	447	4.8e-240	826.6	"YJR124C"	"YJR124C"
"974-augustus_masked-YBR-7258"	"gnl"	"TC-DB"	"P33332"	"1.F.2.1.1"	91	1336	114	1	1	3990	1	1336	0	2082.8	"YER008C"	"YER008C"
"983-augustus_masked-BCD_8-12448"	"gnl"	"TC-DB"	"P32804"	"2.A.5.1.1"	87.8	376	42	1	1	1116	1	376	9.6e-194	672.5	"YGL255W"	"YGL255W"
"989-augustus_masked-BQN_4-5641"	"gnl"	"TC-DB"	"P54862"	"2.A.1.1.105"	97	565	17	0	1	1695	1	565	0	1094.7	"YOL156W"	"YOL156W,YJL219W"
"989-augustus_masked-BQN_4-5641"	"gnl"	"TC-DB"	"P39004"	"2.A.1.1.31"	71.5	562	158	1	10	1695	8	567	7.8e-240	826.2	"YDR342C"	"YOL156W,YJL219W"
"989-augustus_masked-BQN_4-5641"	"gnl"	"TC-DB"	"P32467"	"2.A.1.1.30"	70.3	565	165	2	4	1695	11	573	1.5e-235	812	"YHR092C"	"YOL156W,YJL219W"
"989-augustus_masked-BQN_4-5641"	"gnl"	"TC-DB"	"P32465"	"2.A.1.1.108"	65.5	562	187	3	10	1695	13	567	4.2e-217	750.7	"YHR094C"	"YOL156W,YJL219W"
"989-augustus_masked-BQN_4-5641"	"gnl"	"TC-DB"	"P13181"	"2.A.1.1.6"	65.2	551	190	1	34	1686	22	570	4.8e-213	737.3	"YLR081W"	"YOL156W,YJL219W"
"989-augustus_masked-BQN_4-5641"	"gnl"	"TC-DB"	"P43581"	"2.A.1.1.5"	65.2	540	177	2	16	1635	3	531	2.2e-205	711.8	"YFL011W"	"YOL156W,YJL219W"
"989-augustus_masked-BQN_4-5641"	"gnl"	"TC-DB"	"P23585"	"2.A.1.1.111"	65.3	531	181	2	49	1641	13	540	3.1e-204	708	"YMR011W"	"YOL156W,YJL219W"
"989-augustus_masked-BQN_4-5641"	"gnl"	"TC-DB"	"Q2MDH1"	"2.A.1.1.67"	62.4	495	185	1	142	1623	31	525	1.1e-185	646.4	NA	"YOL156W,YJL219W"
"989-augustus_masked-BQN_4-5641"	"gnl"	"TC-DB"	"P39924"	"2.A.1.1.110"	52.6	568	256	5	1	1692	1	559	4.1e-172	601.3	"YEL069C"	"YOL156W,YJL219W"
"989-augustus_masked-BQN_4-5641"	"gnl"	"TC-DB"	"P54854"	"2.A.1.1.107"	53.3	546	249	4	10	1638	2	544	1.2e-168	589.7	"YDL245C"	"YOL156W,YJL219W"
"992-augustus_masked-ABM_5-4637"	"gnl"	"TC-DB"	"P53173"	"8.A.61.1.1"	99.3	138	1	0	1	414	1	138	1.4e-73	271.9	"YGL054C"	"YGL054C"
"1014-augustus_masked-AID_2-6438"	"gnl"	"TC-DB"	"P39980"	"2.A.1.16.1"	95.5	628	28	0	1	1884	1	628	0	1184.9	"YEL065W"	"YEL065W"
"1014-augustus_masked-AID_2-6438"	"gnl"	"TC-DB"	"P38731"	"2.A.1.16.4"	48.7	561	273	6	160	1824	58	609	1.7e-150	529.6	"YHL040C"	"YEL065W"
"1016-augustus_masked-AID_2-6438"	"gnl"	"TC-DB"	"P39924"	"2.A.1.1.110"	97.2	457	13	0	1	1371	108	564	1e-258	888.6	"YEL069C"	"YEL069C"
"1016-augustus_masked-AID_2-6438"	"gnl"	"TC-DB"	"P54854"	"2.A.1.1.107"	93.4	454	30	0	1	1362	111	564	5.4e-247	849.7	"YDL245C"	"YEL069C"
"1016-augustus_masked-AID_2-6438"	"gnl"	"TC-DB"	"P39004"	"2.A.1.1.31"	63.6	445	160	1	4	1332	116	560	7.2e-167	583.6	"YDR342C"	"YEL069C"
"1016-augustus_masked-AID_2-6438"	"gnl"	"TC-DB"	"P13181"	"2.A.1.1.6"	64.1	449	159	1	4	1344	122	570	9.4e-167	583.2	"YLR081W"	"YEL069C"
"1016-augustus_masked-AID_2-6438"	"gnl"	"TC-DB"	"P32465"	"2.A.1.1.108"	60.9	432	169	0	4	1299	116	547	2.4e-162	568.5	"YHR094C"	"YEL069C"
"1016-augustus_masked-AID_2-6438"	"gnl"	"TC-DB"	"P32467"	"2.A.1.1.30"	61.8	432	165	0	4	1299	122	553	9.1e-162	566.6	"YHR092C"	"YEL069C"
"1016-augustus_masked-AID_2-6438"	"gnl"	"TC-DB"	"P43581"	"2.A.1.1.5"	59.6	431	174	0	4	1296	100	530	1.1e-154	543.1	"YFL011W"	"YEL069C"
"1016-augustus_masked-AID_2-6438"	"gnl"	"TC-DB"	"P54862"	"2.A.1.1.105"	58.8	434	177	1	1	1296	111	544	5.9e-153	537.3	"YOL156W"	"YEL069C"
"1016-augustus_masked-AID_2-6438"	"gnl"	"TC-DB"	"P23585"	"2.A.1.1.111"	59.6	431	174	0	4	1296	107	537	1.2e-150	529.6	"YMR011W"	"YEL069C"
"1016-augustus_masked-AID_2-6438"	"gnl"	"TC-DB"	"Q2MDH1"	"2.A.1.1.67"	53.3	433	199	1	1	1290	94	526	9.8e-140	493.4	NA	"YEL069C"
"1018-augustus_masked-AID_2-6438"	"gnl"	"TC-DB"	"P39981"	"2.A.18.6.20"	93.4	483	29	1	1	1449	1	480	7.1e-258	885.9	"YEL064C"	"YEL064C"
"1028-augustus_masked-CPQ_4-15294"	"gnl"	"TC-DB"	"Q12675"	"3.A.3.8.5"	94.4	1613	89	1	1	4839	1	1612	0	3034.2	"YDR093W"	"YDR093W"
"1028-augustus_masked-CPQ_4-15294"	"gnl"	"TC-DB"	"P32660"	"3.A.3.8.4"	68.1	1607	452	17	43	4818	4	1565	0	2176.4	"YER166W"	"YDR093W"
"1030-augustus_masked-CPQ_4-15294"	"gnl"	"TC-DB"	"P35179"	"3.A.5.8.1"	96.2	80	3	0	1	240	1	80	1.4e-36	148.3	"YDR086C"	"YDR086C"
"1034-augustus_masked-CPM_4-14876"	"gnl"	"TC-DB"	"P38717"	"9.B.198.1.2"	92.4	1230	93	1	1	3690	1	1229	0	2182.9	"YNL257C"	"YNL257C"
"1057-augustus_masked-BRK_4-4772"	"gnl"	"TC-DB"	"P25694"	"3.A.16.1.2"	51	149	70	1	541	987	213	358	6.5e-37	151.4	"YDL126C"	"YDL007W"
"1057-augustus_masked-BRK_4-4772"	"gnl"	"TC-DB"	"C6KT34"	"3.A.16.1.3"	49	149	73	1	541	987	206	351	2.5e-36	149.4	NA	"YDL007W"
"1057-augustus_masked-BRK_4-4772"	"gnl"	"TC-DB"	"P40341"	"3.A.29.1.1"	46.7	150	78	2	541	987	347	495	2e-30	129.8	"YMR089C"	"YDL007W"
"1057-augustus_masked-BRK_4-4772"	"gnl"	"TC-DB"	"Q9N3T5"	"3.A.29.1.2"	45.7	151	79	3	541	987	292	441	4.5e-30	128.6	NA	"YDL007W"
"1057-augustus_masked-BRK_4-4772"	"gnl"	"TC-DB"	"Q13608"	"3.A.20.1.1"	45.2	155	82	3	523	987	698	849	2.9e-29	125.9	NA	"YDL007W"
"1076-augustus_masked-AHL_3-7997"	"gnl"	"TC-DB"	"P38077"	"3.A.2.1.3"	97.5	280	7	0	1	840	32	311	2.7e-148	521.2	"YBR039W"	"YBR039W"
"1077-augustus_masked-AHL_3-7997"	"gnl"	"TC-DB"	"P38224"	"1.A.81.1.1"	97	298	9	0	1	894	1	298	2.2e-156	548.1	"YBR040W"	"YBR040W"
"1078-augustus_masked-AHL_3-7997"	"gnl"	"TC-DB"	"P38225"	"4.C.1.1.2"	96.3	669	25	0	1	2007	1	669	0	1328.5	"YBR041W"	"YBR041W"
"1080-augustus_masked-AHL_3-7997"	"gnl"	"TC-DB"	"P38227"	"2.A.1.2.43"	93.9	689	42	0	1	2067	1	689	0	1255.7	"YBR043C"	"YBR043C"
"1091-augustus_masked-AIE_1-5054"	"gnl"	"TC-DB"	"P54854"	"2.A.1.1.107"	91.2	567	50	0	1	1701	1	567	1.7e-303	1037.7	"YDL245C"	"YJR158W,YDL245C"
"1091-augustus_masked-AIE_1-5054"	"gnl"	"TC-DB"	"P39924"	"2.A.1.1.110"	90.1	567	53	1	1	1701	1	564	2.2e-303	1037.3	"YEL069C"	"YJR158W,YDL245C"
"1091-augustus_masked-AIE_1-5054"	"gnl"	"TC-DB"	"P39004"	"2.A.1.1.31"	63.2	497	182	1	139	1629	52	547	4.2e-185	644.4	"YDR342C"	"YJR158W,YDL245C"
"1091-augustus_masked-AIE_1-5054"	"gnl"	"TC-DB"	"P13181"	"2.A.1.1.6"	59.4	535	212	2	37	1629	20	553	2.8e-184	641.7	"YLR081W"	"YJR158W,YDL245C"
"1091-augustus_masked-AIE_1-5054"	"gnl"	"TC-DB"	"P32467"	"2.A.1.1.30"	58.1	515	215	1	85	1629	40	553	2.9e-178	621.7	"YHR092C"	"YJR158W,YDL245C"
"1091-augustus_masked-AIE_1-5054"	"gnl"	"TC-DB"	"P32465"	"2.A.1.1.108"	56.8	514	219	2	88	1629	37	547	9.5e-177	616.7	"YHR094C"	"YJR158W,YDL245C"
"1091-augustus_masked-AIE_1-5054"	"gnl"	"TC-DB"	"P54862"	"2.A.1.1.105"	53.7	542	242	4	7	1626	10	544	7.8e-171	597	"YOL156W"	"YJR158W,YDL245C"
"1091-augustus_masked-AIE_1-5054"	"gnl"	"TC-DB"	"P43581"	"2.A.1.1.5"	55.5	497	220	1	136	1626	35	530	2.5e-169	592	"YFL011W"	"YJR158W,YDL245C"
"1091-augustus_masked-AIE_1-5054"	"gnl"	"TC-DB"	"P23585"	"2.A.1.1.111"	53.8	526	242	1	49	1626	13	537	1.8e-167	585.9	"YMR011W"	"YJR158W,YDL245C"
"1091-augustus_masked-AIE_1-5054"	"gnl"	"TC-DB"	"Q2MDH1"	"2.A.1.1.67"	51	529	247	5	46	1620	6	526	1.1e-159	560.1	NA	"YJR158W,YDL245C"
"1099-augustus_masked-CQS_4-6414"	"gnl"	"TC-DB"	"Q12412"	"2.A.92.1.8"	92.9	522	37	0	1	1566	1	522	7.4e-285	975.7	"YOR161C"	"YOR161C"
"1101-augustus_masked-CQS_4-6414"	"gnl"	"TC-DB"	"Q12125"	"3.A.21.1.1"	94.2	312	18	0	1	936	1	312	4.7e-170	593.6	"YOR164C"	"YOR164C"
"1110-augustus_masked-YAE-4724"	"gnl"	"TC-DB"	"P43548"	"2.A.3.10.14"	94.1	558	33	0	1	1674	1	558	3.1e-305	1043.5	"YFL055W"	"YFL055W"
"1130-augustus_masked-AQA_4-7340"	"gnl"	"TC-DB"	"Q12436"	"2.A.5.1.14"	89.7	281	29	0	1	843	142	422	5.4e-141	496.9	"YLR130C"	"YLR130C"
"1130-augustus_masked-AQA_4-7340"	"gnl"	"TC-DB"	"P32804"	"2.A.5.1.1"	50.6	158	76	1	370	843	221	376	1.9e-40	162.9	"YGL255W"	"YLR130C"
"1130-augustus_masked-AQA_4-7340"	"gnl"	"TC-DB"	"AMD82963.1"	"2.A.5.1.16"	50.3	157	76	2	373	843	198	352	7.8e-39	157.5	NA	"YLR130C"
"1130-augustus_masked-AQA_4-7340"	"gnl"	"TC-DB"	"O94639"	"2.A.5.1.8"	48.4	161	75	2	370	843	253	408	2.3e-38	156	NA	"YLR130C"
"1134-augustus_masked-CGE_5-5798"	"gnl"	"TC-DB"	"P40474"	"2.A.1.2.31"	66.1	528	168	2	43	1626	18	534	7.2e-193	670.2	"YIL121W"	"YIL120W"
"1156-augustus_masked-CGD_5-5436"	"gnl"	"TC-DB"	"P38124"	"2.A.1.2.17"	92.9	548	39	0	1	1644	1	548	7.2e-299	1022.3	"YBR008C"	"YBR008C"
"1160-augustus_masked-ABP_6-5400"	"gnl"	"TC-DB"	"P25343"	"8.A.34.2.1"	100	265	0	0	1	795	1	265	5.7e-148	520	"YCR009C"	"YCR009C"
"1161-augustus_masked-ABP_6-5400"	"gnl"	"TC-DB"	"P25613"	"2.A.96.1.4"	100	283	0	0	1	849	1	283	2.1e-161	564.7	"YCR010C"	"YCR010C"
"1161-augustus_masked-ABP_6-5400"	"gnl"	"TC-DB"	"P32907"	"2.A.96.1.7"	77.7	283	62	1	1	849	1	282	3.2e-125	444.5	"YNR002C"	"YCR010C"
"1161-augustus_masked-ABP_6-5400"	"gnl"	"TC-DB"	"P41943"	"2.A.96.1.2"	51.4	257	121	2	79	840	14	269	1.9e-69	259.2	NA	"YCR010C"
"1161-augustus_masked-ABP_6-5400"	"gnl"	"TC-DB"	"Q5B2K4"	"2.A.96.1.3"	50	230	102	5	190	840	58	287	2e-50	196.1	NA	"YCR010C"
"1161-augustus_masked-ABP_6-5400"	"gnl"	"TC-DB"	"O14201"	"2.A.96.1.6"	47.6	206	102	2	199	801	70	274	1.9e-45	179.5	NA	"YCR010C"
"1173-augustus_masked-CPR_4-17889"	"gnl"	"TC-DB"	"P50276"	"2.A.3.8.4"	97.4	574	15	0	1	1722	1	574	0	1117.8	"YGR055W"	"YGR055W"
"1182-augustus_masked-ALI_5-15258"	"gnl"	"TC-DB"	"P53048"	"2.A.1.1.11"	83.1	614	103	1	1	1839	1	614	2.8e-299	1023.8	"YGR289C"	"YGR289C"
"1182-augustus_masked-ALI_5-15258"	"gnl"	"TC-DB"	"P15685"	"2.A.1.1.10"	55	611	255	8	1	1797	1	603	1.5e-188	656	NA	"YGR289C"
"1185-augustus_masked-CNI_4-19788"	"gnl"	"TC-DB"	"P40445"	"2.A.1.14.38"	84.9	542	82	0	1	1626	1	542	1.2e-272	935.3	"YIL166C"	"YIL166C"
"1198-augustus_masked-BTG_3-6441"	"gnl"	"TC-DB"	"P38125"	"2.A.1.2.40"	87.1	572	74	0	1	1716	1	572	1.1e-276	948.7	"YBR180W"	"YBR180W"
"1216-augustus_masked-BRK_4-4809"	"gnl"	"TC-DB"	"P15365"	"2.A.1.14.4"	96.9	543	17	0	1	1629	1	543	9e-302	1031.9	"YJR152W"	"YJR152W"
"1220-augustus_masked-YBR-7284"	"gnl"	"TC-DB"	"P53192"	"3.A.21.1.1"	89.8	235	24	0	1	705	1	235	9.5e-123	436	"YGL020C"	"YGL020C"
"1229-augustus_masked-CPM_4-14363"	"gnl"	"TC-DB"	"P35206"	"2.A.7.27.1"	92.4	410	31	0	1	1230	1	410	2.5e-211	731.1	"YBR036C"	"YBR036C"
"1235-augustus_masked-CDE_2-5632"	"gnl"	"TC-DB"	"P48813"	"2.A.3.10.5"	84.7	583	89	0	1	1749	1	583	3.7e-280	960.3	"YDR508C"	"YDR508C"
"1235-augustus_masked-CDE_2-5632"	"gnl"	"TC-DB"	"P25376"	"2.A.3.10.7"	65.6	556	181	3	91	1752	8	555	1.9e-204	708.8	"YCL025C"	"YDR508C"
"1235-augustus_masked-CDE_2-5632"	"gnl"	"TC-DB"	"P38084"	"2.A.3.10.6"	57.6	474	195	2	328	1749	62	529	8.8e-157	550.4	"YBR068C"	"YDR508C"
"1235-augustus_masked-CDE_2-5632"	"gnl"	"TC-DB"	"P41815"	"2.A.3.10.27"	52.7	512	229	1	253	1749	13	524	2.9e-152	535.4	"YDR046C"	"YDR508C"
"1235-augustus_masked-CDE_2-5632"	"gnl"	"TC-DB"	"P38085"	"2.A.3.10.9"	59.2	444	174	3	412	1740	83	520	4.4e-148	521.5	"YBR069C"	"YDR508C"
"1235-augustus_masked-CDE_2-5632"	"gnl"	"TC-DB"	"P19145"	"2.A.3.10.2"	49.6	468	227	3	364	1743	56	522	1.2e-126	450.3	"YKR039W"	"YDR508C"
"1235-augustus_masked-CDE_2-5632"	"gnl"	"TC-DB"	"Q5AG77"	"2.A.3.10.23"	46.6	440	228	3	430	1746	70	503	1.7e-112	403.3	NA	"YDR508C"
"1235-augustus_masked-CDE_2-5632"	"gnl"	"TC-DB"	"P38967"	"2.A.3.10.8"	46.4	455	233	6	382	1746	62	505	5.6e-111	398.3	"YOL020W"	"YDR508C"
"1246-augustus_masked-CGD_5-5416"	"gnl"	"TC-DB"	"Q12207"	"9.A.27.1.1"	99.4	173	1	0	1	519	1	173	1.4e-91	332	"YPR149W"	"YPR149W"
"1246-augustus_masked-CGD_5-5416"	"gnl"	"TC-DB"	"P53279"	"9.A.27.1.2"	61.5	174	66	1	1	519	1	174	3.3e-56	214.5	"YGR131W"	"YPR149W"
"1273-augustus_masked-CPG_1-7611"	"gnl"	"TC-DB"	"C8Z4J7"	"3.A.5.8.1"	97	203	6	0	1	609	1	203	9.8e-100	359.4	NA	"YDL072C"
"1277-augustus_masked-CPR_4-17794"	"gnl"	"TC-DB"	"Q12473"	"5.B.1.5.2"	88.2	712	84	0	1	2136	1	712	0	1301.2	"YLL051C"	"YLL051C"
"1279-augustus_masked-CPR_4-17794"	"gnl"	"TC-DB"	"P32386"	"3.A.1.208.12"	94.7	1661	88	0	1	4983	1	1661	0	3069.3	"YLL048C"	"YLL048C"
"1287-augustus_masked-CPQ_4-15165"	"gnl"	"TC-DB"	"E7NFP9"	"8.A.68.1.1"	92	672	54	0	55	2070	1	672	0	1238.8	NA	"YDR107C"
"1302-augustus_masked-CQS_4-6075"	"gnl"	"TC-DB"	"A9SUG7"	"9.A.15.3.1"	51.4	144	57	4	556	957	32	172	2.5e-36	149.4	NA	"YML004C"
"1329-augustus_masked-CPI_4-15337"	"gnl"	"TC-DB"	"P38301"	"2.A.106.2.3"	90	270	27	0	1	810	11	280	1.1e-125	446	"YBR187W"	"YBR187W"
"1329-augustus_masked-CPI_4-15337"	"gnl"	"TC-DB"	"B2WDS4"	"2.A.106.2.5"	46.9	262	113	2	91	798	251	512	2.2e-54	209.1	NA	"YBR187W"
"1337-augustus_masked-CPQ_4-14811"	"gnl"	"TC-DB"	"A8MS84"	"9.A.15.3.1"	73.9	115	30	0	4	348	18	132	3.4e-44	174.1	NA	"YBL078C"
"1337-augustus_masked-CPQ_4-14811"	"gnl"	"TC-DB"	"O95166"	"1.A.9.5.2"	55.2	116	52	0	1	348	1	116	4.1e-34	140.6	NA	"YBL078C"
"1345-augustus_masked-CPQ_4-15150"	"gnl"	"TC-DB"	"P08107"	"1.A.33.1.3"	70.5	647	179	2	10	1947	6	641	1.5e-250	862.1	NA	"YBL075C"
"1345-augustus_masked-CPQ_4-15150"	"gnl"	"TC-DB"	"P22953"	"1.A.33.1.1"	66.9	613	199	3	10	1836	9	621	1.5e-223	772.3	NA	"YBL075C"
"1345-augustus_masked-CPQ_4-15150"	"gnl"	"TC-DB"	"P11021"	"1.A.33.1.6"	62	610	226	5	13	1833	31	637	1.1e-205	713	NA	"YBL075C"
"1345-augustus_masked-CPQ_4-15150"	"gnl"	"TC-DB"	"Q02028"	"3.A.9.1.1"	55.2	531	222	8	7	1584	69	588	4.1e-152	535	NA	"YBL075C"
"1345-augustus_masked-CPQ_4-15150"	"gnl"	"TC-DB"	"P0A6Y8"	"1.A.33.1.2"	53.9	538	229	9	1	1587	1	528	7.8e-151	530.8	NA	"YBL075C"
"1345-augustus_masked-CPQ_4-15150"	"gnl"	"TC-DB"	"G4NXA5"	"1.A.33.1.4"	52.3	526	212	9	1	1566	1	491	2.1e-143	506.1	NA	"YBL075C"
"1376-augustus_masked-BNB_4-11356"	"gnl"	"TC-DB"	"P38925"	"2.A.55.1.1"	91	581	46	2	1	1743	1	575	8.8e-295	1008.8	"YOL122C"	"YOL122C"
"1376-augustus_masked-BNB_4-11356"	"gnl"	"TC-DB"	"H2ETP6"	"2.A.55.1.5"	51.6	500	189	7	226	1725	122	568	3.6e-131	465.3	NA	"YOL122C"
"1376-augustus_masked-BNB_4-11356"	"gnl"	"TC-DB"	"Q12078"	"2.A.55.1.3"	46.1	501	224	7	217	1713	7	463	2.1e-115	412.9	"YLR034C"	"YOL122C"
"1376-augustus_masked-BNB_4-11356"	"gnl"	"TC-DB"	"P38778"	"2.A.55.1.2"	45.4	518	261	8	193	1734	45	544	9.3e-111	397.5	"YHR050W"	"YOL122C"
"1381-augustus_masked-AQA_4-7239"	"gnl"	"TC-DB"	"P32568"	"3.A.1.205.2"	97.3	1377	37	0	1	4131	1	1377	0	2573.1	"YDR011W"	"YDR011W"
"1381-augustus_masked-AQA_4-7239"	"gnl"	"TC-DB"	"Q02785"	"3.A.1.205.3"	45.8	1336	696	14	175	4131	43	1367	0	1121.7	"YPL058C"	"YDR011W"
"1405-augustus_masked-CQS_4-6442"	"gnl"	"TC-DB"	"P38361"	"2.A.20.2.2"	97.6	574	14	0	1	1722	1	574	0	1095.1	"YBR296C"	"YBR296C"
"1405-augustus_masked-CQS_4-6442"	"gnl"	"TC-DB"	"B5M4W2"	"2.A.20.2.10"	57.1	581	233	6	1	1722	4	575	2.5e-185	645.2	NA	"YBR296C"
"1407-augustus_masked-CGD_5-5424"	"gnl"	"TC-DB"	"P36032"	"2.A.1.13.18"	86.3	473	65	0	1	1419	1	473	3.9e-232	800.4	"YKL221W"	"YKL221W"
"1417-augustus_masked-CPG_1-7550"	"gnl"	"TC-DB"	"P43581"	"2.A.1.1.5"	95.2	546	26	0	1	1638	1	546	5.9e-309	1055.8	"YFL011W"	"YFL011W"
"1417-augustus_masked-CPG_1-7550"	"gnl"	"TC-DB"	"P23585"	"2.A.1.1.111"	80.8	511	98	0	67	1599	30	540	4.6e-253	870.2	"YMR011W"	"YFL011W"
"1417-augustus_masked-CPG_1-7550"	"gnl"	"TC-DB"	"P39004"	"2.A.1.1.31"	68.5	530	161	2	7	1590	21	546	7.4e-219	756.5	"YDR342C"	"YFL011W"
"1417-augustus_masked-CPG_1-7550"	"gnl"	"TC-DB"	"P32467"	"2.A.1.1.30"	66.1	531	177	1	7	1590	22	552	7.9e-213	736.5	"YHR092C"	"YFL011W"
"1417-augustus_masked-CPG_1-7550"	"gnl"	"TC-DB"	"P54862"	"2.A.1.1.105"	66.1	534	176	2	1	1596	16	546	2.6e-208	721.5	"YOL156W"	"YFL011W"
"1417-augustus_masked-CPG_1-7550"	"gnl"	"TC-DB"	"P32465"	"2.A.1.1.108"	68.7	485	152	0	136	1590	62	546	3.6e-205	711.1	"YHR094C"	"YFL011W"
"1417-augustus_masked-CPG_1-7550"	"gnl"	"TC-DB"	"P13181"	"2.A.1.1.6"	64.6	525	182	1	28	1590	28	552	2.8e-202	701.4	"YLR081W"	"YFL011W"
"1417-augustus_masked-CPG_1-7550"	"gnl"	"TC-DB"	"Q2MDH1"	"2.A.1.1.67"	57.3	518	218	1	34	1578	7	524	1.2e-176	616.3	NA	"YFL011W"
"1417-augustus_masked-CPG_1-7550"	"gnl"	"TC-DB"	"P39924"	"2.A.1.1.110"	57.9	504	211	1	103	1611	43	546	4.5e-176	614.4	"YEL069C"	"YFL011W"
"1417-augustus_masked-CPG_1-7550"	"gnl"	"TC-DB"	"P54854"	"2.A.1.1.107"	57.1	499	213	1	109	1602	48	546	4.2e-174	607.8	"YDL245C"	"YFL011W"
"1417-augustus_masked-CPG_1-7550"	"gnl"	"TC-DB"	"Q400D8"	"2.A.1.1.36"	45.9	481	255	3	139	1578	48	524	2.9e-122	435.6	NA	"YFL011W"
"1423-augustus_masked-CPR_4-17889"	"gnl"	"TC-DB"	"P38631"	"9.B.119.1.1"	86.4	1887	229	8	37	5685	14	1876	0	3270.7	"YLR342W"	"YGR032W"
"1424-augustus_masked-CPR_4-17889"	"gnl"	"TC-DB"	"P53220"	"3.A.8.1.1"	88.2	245	23	1	1	735	1	239	4.2e-121	430.6	"YGR033C"	"YGR033C"
"1428-augustus_masked-AHL_3-8012"	"gnl"	"TC-DB"	"Q9FI56"	"3.A.9.1.2"	48.7	711	298	11	1309	3411	255	908	8.9e-182	634.4	NA	"YDR258C"
"1428-augustus_masked-AHL_3-8012"	"gnl"	"TC-DB"	"Q9SXJ7"	"3.A.9.1.2"	48.6	712	297	11	1309	3411	276	929	2.6e-181	632.9	NA	"YDR258C"
