"","masterID","formula","EC","keggID"
"4427","19641","4-coumarate + ATP + CoA => 4-coumaroyl-CoA + AMP + diphosphate","6.2.1.12","R01616"
"4428","19641","4-coumaroyl-CoA + AMP + diphosphate => 4-coumarate + ATP + CoA","6.2.1.12","R01616"
"4429","19645","a D-threo-aldose + NAD(+) => a D-threo-aldono-1,5-lactone + H(+) + NADH","1.1.1.122","R07148"
"4430","19645","a D-threo-aldono-1,5-lactone + H(+) + NADH => a D-threo-aldose + NAD(+)","1.1.1.122","R07148"
"4431","19649","L-aspartate + ATP + tRNA(Asp) => L-aspartyl-tRNA(Asp) + AMP + diphosphate","6.1.1.12","R05577"
"4432","19649","L-aspartyl-tRNA(Asp) + AMP + diphosphate => L-aspartate + ATP + tRNA(Asp)","6.1.1.12","R05577"
"4433","19653","CDP-4-dehydro-3,6-dideoxy-alpha-D-glucose + H2O + NAD(+) => CDP-4-dehydro-6-deoxy-alpha-D-glucose + H(+) + NADH","1.17.1.1","R03391"
"4434","19653","CDP-4-dehydro-6-deoxy-alpha-D-glucose + H(+) + NADH => CDP-4-dehydro-3,6-dideoxy-alpha-D-glucose + H2O + NAD(+)","1.17.1.1","R03391"
"4435","19657","CDP-4-dehydro-3,6-dideoxy-alpha-D-glucose + H2O + NADP(+) => CDP-4-dehydro-6-deoxy-alpha-D-glucose + H(+) + NADPH","1.17.1.1","R03392"
"4436","19657","CDP-4-dehydro-6-deoxy-alpha-D-glucose + H(+) + NADPH => CDP-4-dehydro-3,6-dideoxy-alpha-D-glucose + H2O + NADP(+)","1.17.1.1","R03392"
"4437","19661","D-mannitol 1-phosphate + NAD(+) => beta-D-fructose 6-phosphate + H(+) + NADH","1.1.1.17","R00758"
"4438","19661","beta-D-fructose 6-phosphate + H(+) + NADH => D-mannitol 1-phosphate + NAD(+)","1.1.1.17","R00758"
"4439","19665","heptanedioyl-CoA + NAD(+) => 2,3-didehydropimeloyl-CoA + H(+) + NADH","1.3.1.62","R05311"
"4440","19665","2,3-didehydropimeloyl-CoA + H(+) + NADH => heptanedioyl-CoA + NAD(+)","1.3.1.62","R05311"
"4441","19669","GTP + H2O => GDP + H(+) + phosphate","3.6.5.1","R00335"
"4442","19669","GDP + H(+) + phosphate => GTP + H2O","3.6.5.1","R00335"
"4443","19673","1,2,3-trihydroxybenzene + O2 => (2Z,4E)-2-hydroxyhexa-2,4-dienedioate + 2 H(+)","1.13.11.35","R03246"
"4444","19673","(2Z,4E)-2-hydroxyhexa-2,4-dienedioate + 2 H(+) => 1,2,3-trihydroxybenzene + O2","1.13.11.35","R03246"
"4445","19677","9'-cis-neoxanthin + O2 => (3S,5R,6R)-3,5-dihydroxy-6,7-didehydro-5,6-dihydro-12'-apo-beta-caroten-12'-al + 2-cis,4-trans-xanthoxin","1.13.11.51","R06952"
"4446","19677","(3S,5R,6R)-3,5-dihydroxy-6,7-didehydro-5,6-dihydro-12'-apo-beta-caroten-12'-al + 2-cis,4-trans-xanthoxin => 9'-cis-neoxanthin + O2","1.13.11.51","R06952"
"4447","19681","ATP + biotin + CoA => AMP + biotinyl-CoA + diphosphate","6.2.1.11","R01075"
"4448","19681","AMP + biotinyl-CoA + diphosphate => ATP + biotin + CoA","6.2.1.11","R01075"
"4449","19685","trans-feruloyl-CoA + tyramine => trans-N-feruloyltyramine + CoA + H(+)","2.3.1.110","R02385"
"4450","19685","trans-N-feruloyltyramine + CoA + H(+) => trans-feruloyl-CoA + tyramine","2.3.1.110","R02385"
"4451","19689","L-rhamnulose 1-phosphate => (S)-lactaldehyde + dihydroxyacetone phosphate","4.1.2.19","R02263"
"4452","19689","(S)-lactaldehyde + dihydroxyacetone phosphate => L-rhamnulose 1-phosphate","4.1.2.19","R02263"
"4453","19697","11-cis-retinyl palmitate + H2O => 11-cis-retinol + H(+) + hexadecanoate","3.1.1.63","R03049"
"4454","19697","11-cis-retinol + H(+) + hexadecanoate => 11-cis-retinyl palmitate + H2O","3.1.1.63","R03049"
"4455","19701","a flavonol 3-O-glycoside + UDP-alpha-D-xylose => a flavonol 3-O-[beta-D-xylosyl-(1->2)-beta-D-glycoside] + H(+) + UDP","2.4.2.35","R03268"
"4456","19701","a flavonol 3-O-[beta-D-xylosyl-(1->2)-beta-D-glycoside] + H(+) + UDP => a flavonol 3-O-glycoside + UDP-alpha-D-xylose","2.4.2.35","R03268"
"4457","19705","CoA + hexadecanal + NAD(+) => H(+) + hexadecanoyl-CoA + NADH","1.2.1.42","R01277"
"4458","19705","H(+) + hexadecanoyl-CoA + NADH => CoA + hexadecanal + NAD(+)","1.2.1.42","R01277"
"4459","19709","1-acyl-sn-glycero-3-phosphate + an acyl-CoA => a 1,2-diacyl-sn-glycero-3-phosphate + CoA","2.3.1.51","R02241"
"4460","19709","a 1,2-diacyl-sn-glycero-3-phosphate + CoA => 1-acyl-sn-glycero-3-phosphate + an acyl-CoA","2.3.1.51","R02241"
"4461","19713","(5Z,8Z,11Z,14Z)-eicosatetraenoate + ATP + CoA => (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + AMP + diphosphate","6.2.1.15","R01598"
"4462","19713","(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + AMP + diphosphate => (5Z,8Z,11Z,14Z)-eicosatetraenoate + ATP + CoA","6.2.1.15","R01598"
"4463","19717","L-phenylalanine + H(+) => CO2 + phenylethylamine","4.1.1.53","R00699"
"4464","19717","CO2 + phenylethylamine => L-phenylalanine + H(+)","4.1.1.53","R00699"
"4465","19721","2 [Fe(II)-cytochrome b5] + 2 H(+) + O2 + octadecanoyl-CoA => (9Z)-octadecenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O","1.14.19.1","R02222"
"4466","19721","(9Z)-octadecenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O => 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2 + octadecanoyl-CoA","1.14.19.1","R02222"
"4467","19725","H(+) + UDP-alpha-D-galacturonate => CO2 + UDP-beta-L-arabinopyranose","4.1.1.67","R02636"
"4468","19725","CO2 + UDP-beta-L-arabinopyranose => H(+) + UDP-alpha-D-galacturonate","4.1.1.67","R02636"
"4469","19729","acetoacetate + H(+) => acetone + CO2","4.1.1.4","R01366"
"4470","19729","acetone + CO2 => acetoacetate + H(+)","4.1.1.4","R01366"
"4471","19733","3-deacetyl-3-(1-hydroxyethyl)bacteriochlorophyllide a + NAD(+) => bacteriochlorophyllide a + H(+) + NADH","1.1.1.396","NA"
"4472","19733","bacteriochlorophyllide a + H(+) + NADH => 3-deacetyl-3-(1-hydroxyethyl)bacteriochlorophyllide a + NAD(+)","1.1.1.396","NA"
"4473","19737","4-(gamma-L-glutamylamino)butanoate + H2O => 4-aminobutanoate + L-glutamate","3.5.1.94","R07419"
"4474","19737","4-aminobutanoate + L-glutamate => 4-(gamma-L-glutamylamino)butanoate + H2O","3.5.1.94","R07419"
"4475","19741","formyl-CoA + H2O => CoA + formate + H(+)","3.1.2.10","R00521"
"4476","19741","CoA + formate + H(+) => formyl-CoA + H2O","3.1.2.10","R00521"
"4477","19749","[(1->3)-alpha-D-glucosyl]n + UDP-alpha-D-glucose => [(1->3)-alpha-D-glucosyl]n+1 + H(+) + UDP","2.4.1.183","R03996"
"4478","19749","[(1->3)-alpha-D-glucosyl]n+1 + H(+) + UDP => [(1->3)-alpha-D-glucosyl]n + UDP-alpha-D-glucose","2.4.1.183","R03996"
"4479","19753","ATP + diphthine-[translation elongation factor 2] + NH4(+) => AMP + diphosphate + diphthamide-[translation elongation factor 2] + H(+)","6.3.1.14","R03613"
"4480","19753","AMP + diphosphate + diphthamide-[translation elongation factor 2] + H(+) => ATP + diphthine-[translation elongation factor 2] + NH4(+)","6.3.1.14","R03613"
"4481","19757","(3R)-3-hydroxy-L-aspartate => NH4(+) + oxaloacetate","4.3.1.20","R00347"
"4482","19757","NH4(+) + oxaloacetate => (3R)-3-hydroxy-L-aspartate","4.3.1.20","R00347"
"4483","19765","glycerol => 3-hydroxypropanal + H2O","4.2.1.30","R01047"
"4484","19765","3-hydroxypropanal + H2O => glycerol","4.2.1.30","R01047"
"4485","19769","phaseollidin hydrate => H2O + phaseollidin","4.2.1.97","R04728"
"4486","19769","H2O + phaseollidin => phaseollidin hydrate","4.2.1.97","R04728"
"4487","19773","sn-glycerol 3-phosphate + NADP(+) => D-glyceraldehyde 3-phosphate + H(+) + NADPH","1.1.1.177","R00845"
"4488","19773","D-glyceraldehyde 3-phosphate + H(+) + NADPH => sn-glycerol 3-phosphate + NADP(+)","1.1.1.177","R00845"
"4489","19781","2-oxoglutarate + 3,5-diiodo-L-tyrosine => 3-(3,5-diiodo-4-hydroxyphenyl)pyruvate + L-glutamate","2.6.1.24","R03207"
"4490","19781","3-(3,5-diiodo-4-hydroxyphenyl)pyruvate + L-glutamate => 2-oxoglutarate + 3,5-diiodo-L-tyrosine","2.6.1.24","R03207"
"4491","19785","2-oxoglutarate + dihydroclavaminate + O2 => clavaminate + CO2 + H2O + succinate","1.14.11.21","R05468"
"4492","19785","clavaminate + CO2 + H2O + succinate => 2-oxoglutarate + dihydroclavaminate + O2","1.14.11.21","R05468"
"4493","19789","4-(dimethylamino)azobenzene + H2O + NADP(+) => 4-(dimethylamino)phenylazoxybenzene + H(+) + NADPH","1.7.1.11","R04303"
"4494","19789","4-(dimethylamino)phenylazoxybenzene + H(+) + NADPH => 4-(dimethylamino)azobenzene + H2O + NADP(+)","1.7.1.11","R04303"
"4495","19793","H2O + H(+) + oxidized [electron-transfer flavoprotein] + sarcosine => formaldehyde + glycine + reduced [electron-transfer flavoprotein]","1.5.8.3","R00611"
"4496","19793","formaldehyde + glycine + reduced [electron-transfer flavoprotein] => H2O + H(+) + oxidized [electron-transfer flavoprotein] + sarcosine","1.5.8.3","R00611"
"4497","19797","1D-myo-inositol 1,4,5-trisphosphate + H2O => 1D-myo-inositol 1,4-bisphosphate + phosphate","3.1.3.56","R03394"
"4498","19797","1D-myo-inositol 1,4-bisphosphate + phosphate => 1D-myo-inositol 1,4,5-trisphosphate + H2O","3.1.3.56","R03394"
"4499","19801","D-pantetheine 4'-phosphate + ATP + H(+) => 3'-dephospho-CoA + diphosphate","2.7.7.3","R03035"
"4500","19801","3'-dephospho-CoA + diphosphate => D-pantetheine 4'-phosphate + ATP + H(+)","2.7.7.3","R03035"
"4501","19805","a purine ribonucleoside + phosphate => alpha-D-ribose 1-phosphate + a purine base","2.4.2.1","R08368"
"4502","19805","alpha-D-ribose 1-phosphate + a purine base => a purine ribonucleoside + phosphate","2.4.2.1","R08368"
"4503","19809","(S)-ureidoglycolate + H2O + 2 H(+) => CO2 + glyoxylate + 2 NH4(+)","3.5.1.116","R00469"
"4504","19809","CO2 + glyoxylate + 2 NH4(+) => (S)-ureidoglycolate + H2O + 2 H(+)","3.5.1.116","R00469"
"4505","19813","L-asparagine + a 2-oxo carboxylate => 2-oxosuccinamate + an L-alpha-amino acid","2.6.1.14","R01346"
"4506","19813","2-oxosuccinamate + an L-alpha-amino acid => L-asparagine + a 2-oxo carboxylate","2.6.1.14","R01346"
"4507","19817","(6S)-5-methyl-5,6,7,8-tetrahydrofolate + NADP(+) => (6R)-5,10-methylene-5,6,7,8-tetrahydrofolate + H(+) + NADPH","1.5.1.20","R01224"
"4508","19817","(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate + H(+) + NADPH => (6S)-5-methyl-5,6,7,8-tetrahydrofolate + NADP(+)","1.5.1.20","R01224"
"4509","19821","(6S)-5-methyl-5,6,7,8-tetrahydrofolate + NAD(+) => (6R)-5,10-methylene-5,6,7,8-tetrahydrofolate + H(+) + NADH","1.5.1.20","R07168"
"4510","19821","(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate + H(+) + NADH => (6S)-5-methyl-5,6,7,8-tetrahydrofolate + NAD(+)","1.5.1.20","R07168"
"4511","19825","(2E,6E)-farnesyl diphosphate => (+)-aristolochene + diphosphate","4.2.3.9","R02307"
"4512","19825","(+)-aristolochene + diphosphate => (2E,6E)-farnesyl diphosphate","4.2.3.9","R02307"
"4513","19829","a primary alcohol + O2 => an aldehyde + H2O2","1.1.3.13","R00637"
"4514","19829","an aldehyde + H2O2 => a primary alcohol + O2","1.1.3.13","R00637"
"4515","19833","(6S)-10-formyltetrahydrofolate + H2O => (6S)-5,6,7,8-tetrahydrofolate + formate + H(+)","3.5.1.10","R00944"
"4516","19833","(6S)-5,6,7,8-tetrahydrofolate + formate + H(+) => (6S)-10-formyltetrahydrofolate + H2O","3.5.1.10","R00944"
"4517","19837","D-sorbitol 6-phosphate + NAD(+) => beta-D-fructose 6-phosphate + H(+) + NADH","1.1.1.140","R07133"
"4518","19837","beta-D-fructose 6-phosphate + H(+) + NADH => D-sorbitol 6-phosphate + NAD(+)","1.1.1.140","R07133"
"4519","19841","N-formylmethanofuran + H2O + 2 oxidized [2Fe-2S]-[ferredoxin] => CO2 + H(+) + methanofuran + 2 reduced [2Fe-2S]-[ferredoxin]","1.2.7.12","R03015"
"4520","19841","CO2 + H(+) + methanofuran + 2 reduced [2Fe-2S]-[ferredoxin] => N-formylmethanofuran + H2O + 2 oxidized [2Fe-2S]-[ferredoxin]","1.2.7.12","R03015"
"4521","19845","S-adenosyl-L-methionine + nocardicin E => S-methyl-5'-thioadenosine + H(+) + isonocardicin A","2.5.1.38","R03072"
"4522","19845","S-methyl-5'-thioadenosine + H(+) + isonocardicin A => S-adenosyl-L-methionine + nocardicin E","2.5.1.38","R03072"
"4523","19849","H2O + NADP(+) => ADP-D-ribose 2'-phosphate + H(+) + nicotinamide","NA","R00119"
"4524","19849","ADP-D-ribose 2'-phosphate + H(+) + nicotinamide => H2O + NADP(+)","NA","R00119"
"4525","19857","16alpha-hydroxysteroid + NADP(+) => a 16-oxosteroid + H(+) + NADPH","1.1.1.147","R03227"
"4526","19857","a 16-oxosteroid + H(+) + NADPH => 16alpha-hydroxysteroid + NADP(+)","1.1.1.147","R03227"
"4527","19861","16alpha-hydroxysteroid + NAD(+) => a 16-oxosteroid + H(+) + NADH","1.1.1.147","R03226"
"4528","19861","a 16-oxosteroid + H(+) + NADH => 16alpha-hydroxysteroid + NAD(+)","1.1.1.147","R03226"
"4529","19865","4 H(+) + uroporphyrinogen III => 4 CO2 + coproporphyrinogen III","4.1.1.37","R03197"
"4530","19865","4 CO2 + coproporphyrinogen III => 4 H(+) + uroporphyrinogen III","4.1.1.37","R03197"
"4531","19869","an acyl-CoA + glycine => an N-acylglycine + CoA + H(+)","2.3.1.13","R00395"
"4532","19869","an N-acylglycine + CoA + H(+) => an acyl-CoA + glycine","2.3.1.13","R00395"
"4533","19873","3beta-sulfooxy-androst-5-en-17-one + H2O => 3beta-hydroxyandrost-5-en-17-one + H(+) + sulfate","3.1.6.2","R03404"
"4534","19873","3beta-hydroxyandrost-5-en-17-one + H(+) + sulfate => 3beta-sulfooxy-androst-5-en-17-one + H2O","3.1.6.2","R03404"
"4535","19877","a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol) + ATP => 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol 4-phosphate) + ADP + H(+)","2.7.1.67","R03361"
"4536","19877","1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol 4-phosphate) + ADP + H(+) => a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol) + ATP","2.7.1.67","R03361"
"4537","19881","[protein]-L-lysine + GTP => N(epsilon)-GMP-L-lysyl-[protein] + diphosphate + H(+)","NA","NA"
"4538","19881","N(epsilon)-GMP-L-lysyl-[protein] + diphosphate + H(+) => [protein]-L-lysine + GTP","NA","NA"
"4539","19885","(S)-reticuline + O2 => (S)-scoulerine + H2O2 + H(+)","1.21.3.3","R03831"
"4540","19885","(S)-scoulerine + H2O2 + H(+) => (S)-reticuline + O2","1.21.3.3","R03831"
"4541","19889","alpha-D-glucose 1-phosphate + H(+) + UTP => diphosphate + UDP-D-glucose","2.7.7.9","R00289"
"4542","19889","diphosphate + UDP-D-glucose => alpha-D-glucose 1-phosphate + H(+) + UTP","2.7.7.9","R00289"
"4543","19893","4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + ATP => 4-amino-2-methyl-5-(diphosphonooxymethyl)pyrimidine + ADP","2.7.4.7","R04509"
"4544","19893","4-amino-2-methyl-5-(diphosphonooxymethyl)pyrimidine + ADP => 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + ATP","2.7.4.7","R04509"
"4545","19897","2 L-arginine + H(+) + 3 NADPH + 4 O2 => 2 L-citrulline + 4 H2O + 3 NADP(+) + 2 nitric oxide","1.14.13.39","R00557"
"4546","19897","2 L-citrulline + 4 H2O + 3 NADP(+) + 2 nitric oxide => 2 L-arginine + H(+) + 3 NADPH + 4 O2","1.14.13.39","R00557"
"4547","19901","L-tryptophan + O2 => alpha,beta-didehydrotryptophan + H2O2","1.3.3.10","R05317"
"4548","19901","alpha,beta-didehydrotryptophan + H2O2 => L-tryptophan + O2","1.3.3.10","R05317"
"4549","19905","NAD(+) + spermidine => dehydrospermidine + H(+) + NADH","NA","R07477"
"4550","19905","dehydrospermidine + H(+) + NADH => NAD(+) + spermidine","NA","R07477"
"4551","19909","(S)-lactate + 2 [Fe(III)cytochrome c] => 2 [Fe(II)cytochrome c] + 2 H(+) + pyruvate","1.1.2.3","R00196"
"4552","19909","2 [Fe(II)cytochrome c] + 2 H(+) + pyruvate => (S)-lactate + 2 [Fe(III)cytochrome c]","1.1.2.3","R00196"
"4553","19913","(3R)-hydroxyacyl-[ACP] + NAD(+) => 3-oxoacyl-[ACP] + H(+) + NADH","1.1.1.212","R02766"
"4554","19913","3-oxoacyl-[ACP] + H(+) + NADH => (3R)-hydroxyacyl-[ACP] + NAD(+)","1.1.1.212","R02766"
"4555","19921","D-ribitol 5-phosphate + NADP(+) => D-ribulose 5-phosphate + H(+) + NADPH","1.1.1.137","R01525"
"4556","19921","D-ribulose 5-phosphate + H(+) + NADPH => D-ribitol 5-phosphate + NADP(+)","1.1.1.137","R01525"
"4557","19925","D-ribitol 5-phosphate + NAD(+) => D-ribulose 5-phosphate + H(+) + NADH","1.1.1.137","R01524"
"4558","19925","D-ribulose 5-phosphate + H(+) + NADH => D-ribitol 5-phosphate + NAD(+)","1.1.1.137","R01524"
"4559","19929","[(1->4)-beta-D-glucosyl]n + UDP-alpha-D-glucose => [(1->4)-beta-D-glucosyl]n+1 + H(+) + UDP","2.4.1.12","R02889"
"4560","19929","[(1->4)-beta-D-glucosyl]n+1 + H(+) + UDP => [(1->4)-beta-D-glucosyl]n + UDP-alpha-D-glucose","2.4.1.12","R02889"
"4561","19933","alpha-D-glucose 1-phosphate + H2O => D-glucose + phosphate","3.1.3.10","R00304"
"4562","19933","D-glucose + phosphate => alpha-D-glucose 1-phosphate + H2O","3.1.3.10","R00304"
"4563","19937","S-adenosyl-L-methionine + glycine => S-adenosyl-L-homocysteine + H(+) + sarcosine","2.1.1.20","R00367"
"4564","19937","S-adenosyl-L-homocysteine + H(+) + sarcosine => S-adenosyl-L-methionine + glycine","2.1.1.20","R00367"
"4565","19941","S-adenosyl-L-methionine + norcoclaurine => S-adenosyl-L-homocysteine + coclaurine + H(+)","2.1.1.128","R05162"
"4566","19941","S-adenosyl-L-homocysteine + coclaurine + H(+) => S-adenosyl-L-methionine + norcoclaurine","2.1.1.128","R05162"
"4567","19945","N-acetyl-beta-D-glucosaminyl-(1->6)-[N-acetyl-beta-D-glucosaminyl-(1->2)]-alpha-D-mannosyl group + UDP-N-acetyl-alpha-D-glucosamine => N-acetyl-beta-D-glucosaminyl-(1->6)-[N-acetyl-beta-D-glucosaminyl-(1->2)]-[N-acetyl-beta-D-glucosaminyl-(1->4)]-alpha-D-mannosyl group + H(+) + UDP","2.4.1.201","R04642"
"4568","19945","N-acetyl-beta-D-glucosaminyl-(1->6)-[N-acetyl-beta-D-glucosaminyl-(1->2)]-[N-acetyl-beta-D-glucosaminyl-(1->4)]-alpha-D-mannosyl group + H(+) + UDP => N-acetyl-beta-D-glucosaminyl-(1->6)-[N-acetyl-beta-D-glucosaminyl-(1->2)]-alpha-D-mannosyl group + UDP-N-acetyl-alpha-D-glucosamine","2.4.1.201","R04642"
"4569","19949","(7,8-dihydropterin-6-yl)methyl diphosphate + 4-aminobenzoate => 7,8-dihydropteroate + diphosphate","2.5.1.15","R03067"
"4570","19949","7,8-dihydropteroate + diphosphate => (7,8-dihydropterin-6-yl)methyl diphosphate + 4-aminobenzoate","2.5.1.15","R03067"
"4571","19953","L-alanine + a 2-oxo carboxylate => an L-alpha-amino acid + pyruvate","2.6.1.12","R01261"
"4572","19953","an L-alpha-amino acid + pyruvate => L-alanine + a 2-oxo carboxylate","2.6.1.12","R01261"
"4573","19957","2 5'-dehydroinosine + O2 => 2 9-riburonosylhypoxanthine + 2 H(+)","NA","R05822"
"4574","19957","2 9-riburonosylhypoxanthine + 2 H(+) => 2 5'-dehydroinosine + O2","NA","R05822"
"4575","19961","a 2'-deoxyribonucleoside + a ribonucleoside 5'-phosphate => a 2'-deoxyribonucleoside 5'-phosphate + a ribonucleoside","2.7.1.77","R07341"
"4576","19961","a 2'-deoxyribonucleoside 5'-phosphate + a ribonucleoside => a 2'-deoxyribonucleoside + a ribonucleoside 5'-phosphate","2.7.1.77","R07341"
"4577","19965","S,S-dimethyl-beta-propiothetin => acrylate + dimethyl sulfide + H(+)","4.4.1.3","R02574"
"4578","19965","acrylate + dimethyl sulfide + H(+) => S,S-dimethyl-beta-propiothetin","4.4.1.3","R02574"
"4579","19969","hydroxylamine + O2 => H2O + H(+) + nitrite","1.7.3.6","R00793"
"4580","19969","H2O + H(+) + nitrite => hydroxylamine + O2","1.7.3.6","R00793"
"4581","19973","S-adenosyl 3-(methylthio)propylamine + spermidine => S-methyl-5'-thioadenosine + H(+) + spermine","2.5.1.22","R02869"
"4582","19973","S-methyl-5'-thioadenosine + H(+) + spermine => S-adenosyl 3-(methylthio)propylamine + spermidine","2.5.1.22","R02869"
"4583","19977","3'-phosphoadenylyl sulfate + L-tyrosine methyl ester => L-tyrosine methyl ester 4-sulfate + adenosine 3',5'-bisphosphate + H(+)","2.8.2.9","R04213"
"4584","19977","L-tyrosine methyl ester 4-sulfate + adenosine 3',5'-bisphosphate + H(+) => 3'-phosphoadenylyl sulfate + L-tyrosine methyl ester","2.8.2.9","R04213"
"4585","19981","S-(hydroxymethyl)glutathione + NADP(+) => S-formylglutathione + H(+) + NADPH","1.1.1.284","R07140"
"4586","19981","S-formylglutathione + H(+) + NADPH => S-(hydroxymethyl)glutathione + NADP(+)","1.1.1.284","R07140"
"4587","19985","S-(hydroxymethyl)glutathione + NAD(+) => S-formylglutathione + H(+) + NADH","1.1.1.284","R06983"
"4588","19985","S-formylglutathione + H(+) + NADH => S-(hydroxymethyl)glutathione + NAD(+)","1.1.1.284","R06983"
"4589","19989","S-methyl-5-thio-alpha-D-ribose 1-phosphate => S-methyl-5-thio-D-ribulose 1-phosphate","5.3.1.23","R04420"
"4590","19989","S-methyl-5-thio-D-ribulose 1-phosphate => S-methyl-5-thio-alpha-D-ribose 1-phosphate","5.3.1.23","R04420"
"4591","19993","[thioredoxin]-disulfide + L-methionine + H2O => [thioredoxin]-dithiol + L-methionine (S)-S-oxide","1.8.4.13","R07606"
"4592","19993","[thioredoxin]-dithiol + L-methionine (S)-S-oxide => [thioredoxin]-disulfide + L-methionine + H2O","1.8.4.13","R07606"
"4593","19997","H2O + phosphoenolpyruvate => phosphate + pyruvate","3.1.3.60","R00208"
"4594","19997","phosphate + pyruvate => H2O + phosphoenolpyruvate","3.1.3.60","R00208"
"4595","20001","glycolaldehyde + H2O + NAD(+) => glycolate + 2 H(+) + NADH","1.2.1.21","R01333"
"4596","20001","glycolate + 2 H(+) + NADH => glycolaldehyde + H2O + NAD(+)","1.2.1.21","R01333"
"4597","20005","an alpha-D-glucuronoside + H2O => D-glucuronate + an alcohol","3.2.1.139","R01480"
"4598","20005","D-glucuronate + an alcohol => an alpha-D-glucuronoside + H2O","3.2.1.139","R01480"
"4599","20009","2-hydroxy-2-methylpropanenitrile + UDP-alpha-D-glucose => H(+) + linamarin + UDP","2.4.1.63","R03625"
"4600","20009","H(+) + linamarin + UDP => 2-hydroxy-2-methylpropanenitrile + UDP-alpha-D-glucose","2.4.1.63","R03625"
"4601","20013","L-aspartate + carbamoyl phosphate => N-carbamoyl-L-aspartate + H(+) + phosphate","2.1.3.2","R01397"
"4602","20013","N-carbamoyl-L-aspartate + H(+) + phosphate => L-aspartate + carbamoyl phosphate","2.1.3.2","R01397"
"4603","20017","5,10-methenyl-5,6,7,8-tetrahydromethanopterin + H2 => 5,10-methylenetetrahydromethanopterin + H(+)","1.12.98.2","R04455"
"4604","20017","5,10-methylenetetrahydromethanopterin + H(+) => 5,10-methenyl-5,6,7,8-tetrahydromethanopterin + H2","1.12.98.2","R04455"
"4605","20021","2-oxoglutarate + deoxyamidinoproclavaminate + O2 => amidinoproclavaminate + CO2 + succinate","1.14.11.21","R05466"
"4606","20021","amidinoproclavaminate + CO2 + succinate => 2-oxoglutarate + deoxyamidinoproclavaminate + O2","1.14.11.21","R05466"
"4607","20025","gibberellin A3 + UDP-D-glucose => gibberellin A3 O-beta-D-glucoside + H(+) + UDP","2.4.1.176","R03680"
"4608","20025","gibberellin A3 O-beta-D-glucoside + H(+) + UDP => gibberellin A3 + UDP-D-glucose","2.4.1.176","R03680"
"4609","20029","10-deoxysarpagine + NADP(+) => H(+) + NADPH + vellosimine","1.1.1.273","R05827"
"4610","20029","H(+) + NADPH + vellosimine => 10-deoxysarpagine + NADP(+)","1.1.1.273","R05827"
"4611","20033","isopenicillin N => penicillin N","5.1.1.17","R04147"
"4612","20033","penicillin N => isopenicillin N","5.1.1.17","R04147"
"4613","20037","D-sorbitol 6-phosphate + NADP(+) => aldehydo-D-glucose 6-phosphate + H(+) + NADPH","1.1.1.200","R00834"
"4614","20037","aldehydo-D-glucose 6-phosphate + H(+) + NADPH => D-sorbitol 6-phosphate + NADP(+)","1.1.1.200","R00834"
"4615","20041","3-oxopropanoate + H2O + NADP(+) => 2 H(+) + malonate + NADPH","1.2.1.15","R01607"
"4616","20041","2 H(+) + malonate + NADPH => 3-oxopropanoate + H2O + NADP(+)","1.2.1.15","R01607"
"4617","20045","3-oxopropanoate + H2O + NAD(+) => 2 H(+) + malonate + NADH","1.2.1.15","R01604"
"4618","20045","2 H(+) + malonate + NADH => 3-oxopropanoate + H2O + NAD(+)","1.2.1.15","R01604"
"4619","20049","1-(5-phospho-beta-D-ribosyl)-5'-AMP + H2O => 1-(5-phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide","3.5.4.19","R04037"
"4620","20049","1-(5-phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide => 1-(5-phospho-beta-D-ribosyl)-5'-AMP + H2O","3.5.4.19","R04037"
"4621","20053","D-ribitol + NAD(+) => D-ribulose + H(+) + NADH","1.1.1.56","R01895"
"4622","20053","D-ribulose + H(+) + NADH => D-ribitol + NAD(+)","1.1.1.56","R01895"
"4623","20057","N-carbamoylsarcosine + H2O + 2 H(+) => CO2 + NH4(+) + sarcosine","3.5.1.59","R01563"
"4624","20057","CO2 + NH4(+) + sarcosine => N-carbamoylsarcosine + H2O + 2 H(+)","3.5.1.59","R01563"
"4625","20061","2'-deoxycytidine + a ribonucleoside 5'-triphosphate => a ribonucleoside 5'-diphosphate + dCMP + H(+)","2.7.1.74","R02321"
"4626","20061","a ribonucleoside 5'-diphosphate + dCMP + H(+) => 2'-deoxycytidine + a ribonucleoside 5'-triphosphate","2.7.1.74","R02321"
