"ID"	"compostion"	"mnxID"	"Formula"	"Charge"	"Description"
"Rh150"	"reactant"	"MNXM146070"	"C16H26N9O7PR"	"1"	"3'-(L-arginyl)adenylyl group"
"Rh150"	"reactant"	"MNXM162377"	"C2H4NOR2"	"1"	"N-terminal L-alpha-amino-acid residue"
"Rh150"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh150"	"product"	"MNXM147209"	"C8H17N5O2R2"	"2"	"N-terminal L-arginyl-L-alpha-amino acid residue"
"Rh150"	"product"	"MNXM90666"	"C10H12N5O6PR"	"-1"	"AMP 3'-end residue"
"Rh152"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh152"	"reactant"	"MNXM163305"	"C20H31N4O12R3"	"0"	"an N(4)-(oligosaccharide-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosaminyl)-L-asparagine residue"
"Rh152"	"reactant"	"MNXM2370"	"C20H35O7P2(C5H8)n"	"-3"	"dolichyl diphosphate"
"Rh152"	"product"	"MNXM59315"	"C4H6N2O2R2"	"0"	"L-asparagine residue"
"Rh152"	"product"	"MNXM96359"	"C36H61N2O17P2R(C5H8)n"	"-2"	"dolichyl diphosphooligosaccharide"
"Rh153"	"reactant"	"MNXM147398"	"(C5H8)n.C108H182N2O77P2"	"-2"	"alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol"
"Rh153"	"reactant"	"MNXM59315"	"C4H6N2O2R2"	"0"	"L-asparagine residue"
"Rh153"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh153"	"product"	"MNXM163432"	"C92H152N4O72R2"	"0"	"N(4)-(alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl residue"
"Rh153"	"product"	"MNXM2370"	"C20H35O7P2(C5H8)n"	"-3"	"dolichyl diphosphate"
"Rh154"	"reactant"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh154"	"reactant"	"MNXM9288"	"NA"	"NA"	"G00009"
"Rh154"	"product"	"MNXM41"	"C6H12O6"	"0"	"D-glucose"
"Rh154"	"product"	"MNXM9298"	"NA"	"NA"	"G00171"
"Rh155"	"reactant"	"MNXM13328"	"NA"	"NA"	"G01813"
"Rh155"	"reactant"	"MNXM30"	"C10H12N5O11P2"	"-3"	"GDP"
"Rh155"	"product"	"MNXM7899"	"NA"	"NA"	"G10694"
"Rh155"	"product"	"MNXM82"	"C16H23N5O16P2"	"-2"	"GDP-alpha-D-mannose"
"Rh156"	"reactant"	"MNXM1078"	"(C5H8)nC42H72N2O22P2"	"-2"	"beta-D-mannosyl-(1->4)-N,N'-diacetylchitobiosyldiphosphodolichol"
"Rh156"	"reactant"	"MNXM82"	"C16H23N5O16P2"	"-2"	"GDP-alpha-D-mannose"
"Rh156"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh156"	"product"	"MNXM11174"	"(C5H8)n.C48H82N2O27P2"	"-2"	"alpha-D-Man-(1->3)-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol"
"Rh156"	"product"	"MNXM30"	"C10H12N5O11P2"	"-3"	"GDP"
"Rh157"	"reactant"	"MNXM11174"	"(C5H8)n.C48H82N2O27P2"	"-2"	"alpha-D-Man-(1->3)-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol"
"Rh157"	"reactant"	"MNXM82"	"C16H23N5O16P2"	"-2"	"GDP-alpha-D-mannose"
"Rh157"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh157"	"product"	"MNXM162650"	"(C5H8)n.C54H92N2O32P2"	"-2"	"alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol"
"Rh157"	"product"	"MNXM30"	"C10H12N5O11P2"	"-3"	"GDP"
"Rh160"	"reactant"	"MNXM11"	"HO7P2"	"-3"	"diphosphate"
"Rh160"	"reactant"	"MNXM145767"	"C15H19N6O11P"	"-2"	"L-threonylcarbamoyladenylate"
"Rh160"	"reactant"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh160"	"product"	"MNXM142"	"C4H9NO3"	"0"	"L-threonine"
"Rh160"	"product"	"MNXM3"	"C10H12N5O13P3"	"-4"	"ATP"
"Rh160"	"product"	"MNXM60"	"CHO3"	"-1"	"hydrogencarbonate"
"Rh161"	"reactant"	"MNXM15"	"H4N"	"1"	"NH4(+)"
"Rh161"	"reactant"	"MNXM23"	"C3H3O3"	"-1"	"pyruvate"
"Rh161"	"product"	"MNXM694"	"C3H7NO3"	"0"	"D-serine"
"Rh162"	"reactant"	"MNXM26"	"C2H3O2"	"-1"	"acetate"
"Rh162"	"reactant"	"MNXM55"	"C3H7NO2S"	"0"	"L-cysteine"
"Rh162"	"product"	"MNXM418"	"C5H9NO4"	"0"	"O-acetyl-L-serine"
"Rh162"	"product"	"MNXM89582"	"HS"	"-1"	"hydrogen sulfide"
"Rh163"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh163"	"reactant"	"MNXM278"	"C20H35O4P(C5H8)n"	"-2"	"dolichyl phosphate"
"Rh163"	"reactant"	"MNXM9"	"HO4P"	"-2"	"phosphate"
"Rh163"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh163"	"product"	"MNXM2370"	"C20H35O7P2(C5H8)n"	"-3"	"dolichyl diphosphate"
"Rh164"	"reactant"	"MNXM258"	"C4H7O7P"	"-2"	"D-erythrose 4-phosphate"
"Rh164"	"reactant"	"MNXM89621"	"C6H11O9P"	"-2"	"beta-D-fructose 6-phosphate"
"Rh164"	"product"	"MNXM271"	"C7H13O10P"	"-2"	"D-sedoheptulose 7-phosphate"
"Rh164"	"product"	"MNXM74"	"C3H5O6P"	"-2"	"D-glyceraldehyde 3-phosphate"
"Rh165"	"reactant"	"MNXM11"	"HO7P2"	"-3"	"diphosphate"
"Rh165"	"reactant"	"MNXM201"	"C14H17N3O15P2R2"	"-2"	"a CDP-1,2-diacyl-sn-glycerol"
"Rh165"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh165"	"product"	"MNXM63"	"C9H12N3O14P3"	"-4"	"CTP"
"Rh165"	"product"	"MNXM96054"	"C5H5O8PR2"	"-2"	"a 1,2-diacyl-sn-glycero-3-phosphate"
"Rh166"	"reactant"	"MNXM29"	"C2H5NO2"	"0"	"glycine"
"Rh166"	"reactant"	"MNXM4111"	"NA"	"NA"	"Sulfur donor"
"Rh166"	"reactant"	"MNXM8"	"C21H26N7O14P2"	"-1"	"NAD(+)"
"Rh166"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh166"	"product"	"MNXM216"	"C6H6N2O"	"0"	"nicotinamide"
"Rh166"	"product"	"MNXM37826"	"C17H19N6O12P2S"	"-3"	"ADP-5-ethyl-4-methylthiazole-2-carboxylate"
"Rh167"	"reactant"	"MNXM11182"	"(C5H8)n.C102H172N2O72P2"	"-2"	"alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol"
"Rh167"	"reactant"	"MNXM145615"	"C26H46O9P(C5H8)n"	"-1"	"dolichyl beta-D-glucosyl phosphate"
"Rh167"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh167"	"product"	"MNXM147398"	"(C5H8)n.C108H182N2O77P2"	"-2"	"alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol"
"Rh167"	"product"	"MNXM278"	"C20H35O4P(C5H8)n"	"-2"	"dolichyl phosphate"
"Rh168"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh168"	"reactant"	"MNXM207"	"NO3"	"-1"	"nitrate"
"Rh168"	"reactant"	"MNXM5"	"C21H25N7O17P3"	"-3"	"NADP(+)"
"Rh168"	"product"	"MNXM228"	"NO"	"0"	"nitric oxide"
"Rh168"	"product"	"MNXM4"	"O2"	"0"	"O2"
"Rh168"	"product"	"MNXM6"	"C21H26N7O17P3"	"-4"	"NADPH"
"Rh170"	"reactant"	"MNXM11"	"HO7P2"	"-3"	"diphosphate"
"Rh170"	"reactant"	"MNXM2392"	"C18H25N5O8PS2"	"-1"	"(R)-lipoyl-AMP"
"Rh170"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh170"	"product"	"MNXM1484"	"C8H13O2S2"	"-1"	"(R)-lipoate"
"Rh170"	"product"	"MNXM3"	"C10H12N5O13P3"	"-4"	"ATP"
"Rh171"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh171"	"reactant"	"MNXM14"	"C10H12N5O7P"	"-2"	"AMP"
"Rh171"	"reactant"	"MNXM145553"	"C14H24N2O2S2R2"	"0"	"(R)-N(6)-lipoyl-L-lysine residue"
"Rh171"	"product"	"MNXM2392"	"C18H25N5O8PS2"	"-1"	"(R)-lipoyl-AMP"
"Rh171"	"product"	"MNXM59465"	"C6H13N2OR2"	"1"	"L-lysine residue"
"Rh172"	"reactant"	"MNXM11"	"HO7P2"	"-3"	"diphosphate"
"Rh172"	"reactant"	"MNXM14"	"C10H12N5O7P"	"-2"	"AMP"
"Rh172"	"reactant"	"MNXM96070"	"C8H14NOS2R"	"0"	"Protein N6-(lipoyl)lysine"
"Rh172"	"product"	"MNXM1484"	"C8H13O2S2"	"-1"	"(R)-lipoate"
"Rh172"	"product"	"MNXM3"	"C10H12N5O13P3"	"-4"	"ATP"
"Rh172"	"product"	"MNXM91491"	"NA"	"NA"	"apoprotein"
"Rh173"	"reactant"	"MNXM115"	"C7H12NO8PR2"	"0"	"phosphatidylethanolamine"
"Rh173"	"reactant"	"MNXM9331"	"NA"	"NA"	"G00141"
"Rh173"	"product"	"MNXM13363"	"NA"	"NA"	"G00151"
"Rh173"	"product"	"MNXM59"	"C5H6O5R2"	"0"	"a 1,2-diacyl-sn-glycerol"
"Rh176"	"reactant"	"MNXM1056"	"C7H7O7"	"-3"	"homocitrate(3-)"
"Rh176"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh176"	"product"	"MNXM920"	"C7H5O6"	"-3"	"cis-homoaconitate"
"Rh177"	"reactant"	"MNXM131"	"C6H5O7"	"-3"	"citrate"
"Rh177"	"product"	"MNXM89661"	"C6H5O7"	"-3"	"isocitrate"
"Rh179"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh179"	"reactant"	"MNXM10"	"C21H27N7O14P2"	"-2"	"NADH"
"Rh179"	"reactant"	"MNXM93"	"C4H2O4"	"-2"	"fumarate"
"Rh179"	"product"	"MNXM25"	"C4H4O4"	"-2"	"succinate"
"Rh179"	"product"	"MNXM8"	"C21H26N7O14P2"	"-1"	"NAD(+)"
"Rh180"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh180"	"reactant"	"MNXM11"	"HO7P2"	"-3"	"diphosphate"
"Rh180"	"reactant"	"MNXM234"	"C9H11N2O8P"	"-2"	"dUMP"
"Rh180"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh180"	"product"	"MNXM452"	"C9H11N2O14P3"	"-4"	"dUTP"
"Rh181"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh181"	"reactant"	"MNXM11"	"HO7P2"	"-3"	"diphosphate"
"Rh181"	"reactant"	"MNXM80910"	"C5H8O7PR"	"-2"	"a ribonucleoside 5'-phosphate"
"Rh181"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh181"	"product"	"MNXM96380"	"C5H8O13P3R"	"-4"	"a ribonucleoside 5'-triphosphate"
"Rh183"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh183"	"reactant"	"MNXM11"	"HO7P2"	"-3"	"diphosphate"
"Rh183"	"reactant"	"MNXM546"	"C10H12N5O7P"	"-2"	"dGMP"
"Rh183"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh183"	"product"	"MNXM344"	"C10H12N5O13P3"	"-4"	"dGTP"
"Rh185"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh185"	"reactant"	"MNXM11"	"HO7P2"	"-3"	"diphosphate"
"Rh185"	"reactant"	"MNXM80910"	"C5H8O7PR"	"-2"	"a ribonucleoside 5'-phosphate"
"Rh185"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh185"	"product"	"MNXM96380"	"C5H8O13P3R"	"-4"	"a ribonucleoside 5'-triphosphate"
"Rh186"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh186"	"reactant"	"MNXM330"	"O2"	"-1"	"superoxide"
"Rh186"	"product"	"MNXM22"	"H2O2"	"0"	"H2O2"
"Rh186"	"product"	"MNXM4"	"O2"	"0"	"O2"
"Rh187"	"reactant"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh187"	"reactant"	"MNXM21342"	"C26H39N5O6SR4(C2H2NOR)n"	"NA"	"S-Farnesyl protein"
"Rh187"	"product"	"MNXM5285"	"NA"	"NA"	"protein C-terminal S-farnesyl-L-cysteine"
"Rh187"	"product"	"MNXM639"	"(C2H2NOR)nC2H3NOR"	"0"	"peptide"
"Rh188"	"reactant"	"MNXM182"	"C6H12O6"	"0"	"D-mannose"
"Rh188"	"reactant"	"MNXM9328"	"NA"	"NA"	"G00012"
"Rh188"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh188"	"product"	"MNXM6479"	"NA"	"NA"	"G00011"
"Rh189"	"reactant"	"MNXM182"	"C6H12O6"	"0"	"D-mannose"
"Rh189"	"reactant"	"MNXM7899"	"NA"	"NA"	"G10694"
"Rh189"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh189"	"product"	"MNXM6479"	"NA"	"NA"	"G00011"
"Rh190"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh190"	"reactant"	"MNXM107"	"NO2"	"-1"	"nitrite"
"Rh190"	"reactant"	"MNXM119"	"C17H18N4O9P"	"-3"	"FMN"
"Rh190"	"reactant"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh190"	"reactant"	"MNXM75"	"C2H4O"	"0"	"acetaldehyde"
"Rh190"	"product"	"MNXM208"	"C17H21N4O9P"	"-2"	"FMNH2"
"Rh190"	"product"	"MNXM2143"	"C2H5NO2"	"0"	"nitroethane"
"Rh190"	"product"	"MNXM4"	"O2"	"0"	"O2"
"Rh191"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh191"	"reactant"	"MNXM25"	"C4H4O4"	"-2"	"succinate"
"Rh191"	"reactant"	"MNXM319"	"C7H14N2O4S"	"0"	"L-cystathionine"
"Rh191"	"product"	"MNXM55"	"C3H7NO2S"	"0"	"L-cysteine"
"Rh191"	"product"	"MNXM820"	"C8H12NO6"	"-1"	"O-succinyl-L-homoserine"
"Rh193"	"reactant"	"NA"	NA	NA	NA
"Rh193"	"product"	"NA"	NA	NA	NA
"Rh194"	"reactant"	"MNXM12"	"C21H32N7O16P3S"	"-4"	"CoA"
"Rh194"	"reactant"	"MNXM145527"	"C4H6O7PR"	"-2"	"1-acyl-sn-glycero-3-phosphate"
"Rh194"	"product"	"MNXM44"	"C22H31N7O17P3SR"	"-4"	"an acyl-CoA"
"Rh194"	"product"	"MNXM66"	"C3H7O6P"	"-2"	"sn-glycerol 3-phosphate"
"Rh195"	"reactant"	"MNXM15"	"H4N"	"1"	"NH4(+)"
"Rh195"	"reactant"	"MNXM3"	"C10H12N5O13P3"	"-4"	"ATP"
"Rh195"	"reactant"	"MNXM51194"	"C13H20N4O3R2"	"0"	"diphthine residue"
"Rh195"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh195"	"product"	"MNXM11"	"HO7P2"	"-3"	"diphosphate"
"Rh195"	"product"	"MNXM14"	"C10H12N5O7P"	"-2"	"AMP"
"Rh195"	"product"	"MNXM4769"	"C13H22N5O2R2"	"1"	"diphthamide residue"
"Rh197"	"reactant"	"MNXM176"	"C9H10O4(C5H8)n"	"0"	"a ubiquinone"
"Rh197"	"reactant"	"MNXM25"	"C4H4O4"	"-2"	"succinate"
"Rh197"	"product"	"MNXM202"	"C9H12O4(C5H8)n"	"0"	"a ubiquinol"
"Rh197"	"product"	"MNXM93"	"C4H2O4"	"-2"	"fumarate"
"Rh198"	"reactant"	"MNXM145593"	"C22H39N3O9PSR2"	"-1"	"O-(S-octanoylpantetheine-4'-phosphoryl)-L-serine residue"
"Rh198"	"reactant"	"MNXM59465"	"C6H13N2OR2"	"1"	"L-lysine residue"
"Rh198"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh198"	"product"	"MNXM128788"	"C14H25N3O8PSR2"	"-1"	"O-(pantetheine-4'-phosphoryl)-L-serine residue"
"Rh198"	"product"	"MNXM145774"	"C14H26N2O2R2"	"0"	"N(6)-octanoyl-L-lysine residue"
"Rh200"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh200"	"reactant"	"MNXM651"	"C6H10O12P2"	"-4"	"beta-D-fructose 2,6-bisphosphate"
"Rh200"	"reactant"	"MNXM7"	"C10H12N5O10P2"	"-3"	"ADP"
"Rh200"	"product"	"MNXM3"	"C10H12N5O13P3"	"-4"	"ATP"
"Rh200"	"product"	"MNXM89621"	"C6H11O9P"	"-2"	"beta-D-fructose 6-phosphate"
"Rh201"	"reactant"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh201"	"reactant"	"MNXM651"	"C6H10O12P2"	"-4"	"beta-D-fructose 2,6-bisphosphate"
"Rh201"	"product"	"MNXM89621"	"C6H11O9P"	"-2"	"beta-D-fructose 6-phosphate"
"Rh201"	"product"	"MNXM9"	"HO4P"	"-2"	"phosphate"
"Rh202"	"reactant"	"MNXM15"	"H4N"	"1"	"NH4(+)"
"Rh202"	"reactant"	"MNXM50493"	"C2O4R"	"-2"	"a dicarboxylate"
"Rh202"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh202"	"product"	"MNXM50494"	"C2H2NO3R"	"-1"	"a monoamide of a dicarboxylate"
"Rh206"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh206"	"reactant"	"MNXM160"	"C6H11O9P"	"-2"	"D-glucopyranose 6-phosphate"
"Rh206"	"reactant"	"MNXM7"	"C10H12N5O10P2"	"-3"	"ADP"
"Rh206"	"product"	"MNXM3"	"C10H12N5O13P3"	"-4"	"ATP"
"Rh206"	"product"	"MNXM41"	"C6H12O6"	"0"	"D-glucose"
"Rh207"	"reactant"	"MNXM175"	"C6H12O6"	"0"	"D-fructose"
"Rh207"	"reactant"	"MNXM3"	"C10H12N5O13P3"	"-4"	"ATP"
"Rh207"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh207"	"product"	"MNXM162235"	"C6H11O9P"	"-2"	"D-fructofuranose 6-phosphate"
"Rh207"	"product"	"MNXM7"	"C10H12N5O10P2"	"-3"	"ADP"
"Rh209"	"reactant"	"MNXM182"	"C6H12O6"	"0"	"D-mannose"
"Rh209"	"reactant"	"MNXM3"	"C10H12N5O13P3"	"-4"	"ATP"
"Rh209"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh209"	"product"	"MNXM427"	"C6H11O9P"	"-2"	"D-mannose 6-phosphate"
"Rh209"	"product"	"MNXM7"	"C10H12N5O10P2"	"-3"	"ADP"
"Rh212"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh212"	"reactant"	"MNXM370"	"C6H13NO8P"	"-1"	"D-glucosamine 6-phosphate"
"Rh212"	"reactant"	"MNXM7"	"C10H12N5O10P2"	"-3"	"ADP"
"Rh212"	"product"	"MNXM3"	"C10H12N5O13P3"	"-4"	"ATP"
"Rh212"	"product"	"MNXM533"	"C6H14NO5"	"1"	"D-glucosamine"
"Rh214"	"reactant"	"MNXM162235"	"C6H11O9P"	"-2"	"D-fructofuranose 6-phosphate"
"Rh214"	"reactant"	"MNXM37"	"C5H10N2O3"	"0"	"L-glutamine"
"Rh214"	"product"	"MNXM370"	"C6H13NO8P"	"-1"	"D-glucosamine 6-phosphate"
"Rh214"	"product"	"MNXM89557"	"C5H8NO4"	"-1"	"L-glutamate"
"Rh215"	"reactant"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh215"	"reactant"	"MNXM5039"	"C15H20N5O17P3"	"-4"	"ADP-D-ribose 1''-phosphate"
"Rh215"	"product"	"MNXM48596"	"C15H21N5O14P2"	"-2"	"ADP-D-ribose"
"Rh215"	"product"	"MNXM9"	"HO4P"	"-2"	"phosphate"
"Rh216"	"reactant"	"MNXM215"	"C6H11O9P"	"-2"	"alpha-D-glucose 6-phosphate"
"Rh216"	"product"	"MNXM508"	"C6H11O9P"	"-2"	"beta-D-glucose 6-phosphate"
"Rh217"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh217"	"reactant"	"MNXM20"	"C5H4O5"	"-2"	"2-oxoglutarate"
"Rh217"	"reactant"	"MNXM6"	"C21H26N7O17P3"	"-4"	"NADPH"
"Rh217"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh217"	"product"	"MNXM5"	"C21H25N7O17P3"	"-3"	"NADP(+)"
"Rh217"	"product"	"MNXM770"	"C5H5O4"	"-1"	"2,5-dioxopentanoate"
"Rh219"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh219"	"reactant"	"MNXM10"	"C21H27N7O14P2"	"-2"	"NADH"
"Rh219"	"reactant"	"MNXM26"	"C2H3O2"	"-1"	"acetate"
"Rh219"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh219"	"product"	"MNXM75"	"C2H4O"	"0"	"acetaldehyde"
"Rh219"	"product"	"MNXM8"	"C21H26N7O14P2"	"-1"	"NAD(+)"
"Rh220"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh220"	"reactant"	"MNXM10"	"C21H27N7O14P2"	"-2"	"NADH"
"Rh220"	"reactant"	"MNXM144"	"C3H7NO2"	"0"	"beta-alanine"
"Rh220"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh220"	"product"	"MNXM493"	"C3H8NO"	"1"	"3-aminopropanal"
"Rh220"	"product"	"MNXM8"	"C21H26N7O14P2"	"-1"	"NAD(+)"
"Rh221"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh221"	"reactant"	"MNXM10"	"C21H27N7O14P2"	"-2"	"NADH"
"Rh221"	"reactant"	"MNXM189"	"C3H5O4"	"-1"	"D-glycerate"
"Rh221"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh221"	"product"	"MNXM435"	"C3H6O3"	"0"	"D-glyceraldehyde"
"Rh221"	"product"	"MNXM8"	"C21H26N7O14P2"	"-1"	"NAD(+)"
"Rh222"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh222"	"reactant"	"MNXM192"	"C4H9NO2"	"0"	"4-aminobutanoate"
"Rh222"	"reactant"	"MNXM6"	"C21H26N7O17P3"	"-4"	"NADPH"
"Rh222"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh222"	"product"	"MNXM422"	"C4H10NO"	"1"	"4-aminobutanal"
"Rh222"	"product"	"MNXM5"	"C21H25N7O17P3"	"-3"	"NADP(+)"
"Rh223"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh223"	"reactant"	"MNXM10"	"C21H27N7O14P2"	"-2"	"NADH"
"Rh223"	"reactant"	"MNXM192"	"C4H9NO2"	"0"	"4-aminobutanoate"
"Rh223"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh223"	"product"	"MNXM422"	"C4H10NO"	"1"	"4-aminobutanal"
"Rh223"	"product"	"MNXM8"	"C21H26N7O14P2"	"-1"	"NAD(+)"
"Rh224"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh224"	"reactant"	"MNXM10"	"C21H27N7O14P2"	"-2"	"NADH"
"Rh224"	"reactant"	"MNXM383"	"C10H8NO2"	"-1"	"(indol-3-yl)acetate"
"Rh224"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh224"	"product"	"MNXM518"	"C10H9NO"	"0"	"indole-3-acetaldehyde"
"Rh224"	"product"	"MNXM8"	"C21H26N7O14P2"	"-1"	"NAD(+)"
"Rh225"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh225"	"reactant"	"MNXM10"	"C21H27N7O14P2"	"-2"	"NADH"
"Rh225"	"reactant"	"MNXM2422"	"C3HO2"	"-1"	"propynoate"
"Rh225"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh225"	"product"	"MNXM2716"	"C3H2O"	"0"	"prop-2-ynal"
"Rh225"	"product"	"MNXM8"	"C21H26N7O14P2"	"-1"	"NAD(+)"
"Rh226"	"reactant"	"MNXM17108"	"C6H8O6"	"0"	"D-glucurono-6,3-lactone"
"Rh226"	"reactant"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh226"	"reactant"	"MNXM8"	"C21H26N7O14P2"	"-1"	"NAD(+)"
"Rh226"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh226"	"product"	"MNXM10"	"C21H27N7O14P2"	"-2"	"NADH"
"Rh226"	"product"	"MNXM744"	"C6H8O8"	"-2"	"D-glucarate"
"Rh227"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh227"	"reactant"	"MNXM10"	"C21H27N7O14P2"	"-2"	"NADH"
"Rh227"	"reactant"	"MNXM626"	"C7H15NO2"	"0"	"4-(trimethylamino)butanoate"
"Rh227"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh227"	"product"	"MNXM8"	"C21H26N7O14P2"	"-1"	"NAD(+)"
"Rh227"	"product"	"MNXM940"	"C7H16NO"	"1"	"4-(trimethylamino)butanal"
"Rh228"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh228"	"reactant"	"MNXM10"	"C21H27N7O14P2"	"-2"	"NADH"
"Rh228"	"reactant"	"MNXM1572"	"C4H4O4"	"-2"	"methylmalonate(2-)"
"Rh228"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh228"	"product"	"MNXM8"	"C21H26N7O14P2"	"-1"	"NAD(+)"
"Rh228"	"product"	"MNXM933"	"C4H5O3"	"-1"	"(S)-methylmalonate semialdehyde"
