"rxnID"	"Standard_metName"	"keggid"	"chebiid"	"chebiid2"	"MNX_ID"	"Formula"	"Charge"
"Rh60"	"GDP"	"C00035"	"ChEBI:17552"	"CHEBI:17552"	"MNXM30"	"C10H12N5O11P2"	"-3"
"Rh60"	"G11055"	"G11055"	"NA"	"NA"	NA	NA	NA
"Rh61"	"4-hydroxy-4-methyl-2-oxoglutarate"	"C06033"	"ChEBI:17801"	"CHEBI:17801"	"MNXM2196"	"C6H6O6"	"-2"
"Rh61"	"pyruvate"	"C00022"	"NA"	"CHEBI:15361"	"MNXM23"	"C3H3O3"	"-1"
"Rh62"	"oxaloacetate"	"C00036"	"NA"	"CHEBI:16452"	"MNXM46"	"C4H2O5"	"-2"
"Rh62"	"pyruvate"	"C00022"	"NA"	"CHEBI:15361"	"MNXM23"	"C3H3O3"	"-1"
"Rh62"	"carbon dioxide"	"C00011"	"NA"	"CHEBI:16526"	"MNXM13"	"CO2"	"0"
"Rh63"	"L-methionine"	"C00073"	"NA"	"CHEBI:16643"	"MNXM61"	"C5H11NO2S"	"0"
"Rh63"	"TRX1 disulphide"	"C00343"	"NA"	"CHEBI:18191"	"MNXM148"	"C6H9N2O2S2R4"	"1"
"Rh63"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh63"	"L-methionine (S)-S-oxide"	"C15999"	"ChEBI:49031"	"CHEBI:49031"	"MNXM2246"	"C5H11NO3S"	"0"
"Rh63"	"TRX1"	"C00342"	"NA"	"CHEBI:15033"	"MNXM96993"	"C6H10N2O2S2R4"	"0"
"Rh64"	"L-proline"	"C00148"	"NA"	"CHEBI:17203"	"MNXM114"	"C5H9NO2"	"0"
"Rh64"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh64"	"tRNA(Pro)"	"C01649"	"ChEBI:29177"	"CHEBI:29177"	"MNXM90667"	"RH"	"NA"
"Rh64"	"Pro-tRNA(Pro)"	"C02702"	"ChEBI:29154"	"CHEBI:29154"	"MNXM247"	"RC5H8NO"	"NA"
"Rh64"	"AMP"	"C00020"	"NA"	"CHEBI:16027"	"MNXM14"	"C10H12N5O7P"	"-2"
"Rh64"	"diphosphate"	"C00013"	"NA"	"CHEBI:18361"	"MNXM11"	"HO7P2"	"-3"
"Rh65"	"heme o"	"C15672"	"NA"	"CHEBI:24480"	"MNXM1278"	"C49H56FeN4O5"	"-2"
"Rh65"	"heme a"	"C15670"	"NA"	"CHEBI:36163"	"MNXM53309"	"C49H56FeN4O6"	"0"
"Rh66"	"glutathione"	"C00051"	"ChEBI:16856"	"CHEBI:16856"	"MNXM57"	"C10H16N3O6S"	"-1"
"Rh66"	"5-oxo-L-proline"	"C01879"	"ChEBI:18183"	"CHEBI:18183"	"MNXM964"	"C5H6NO3"	"-1"
"Rh66"	"L-cysteinylglycine"	"C01419"	"ChEBI:4047"	"CHEBI:4047"	"MNXM683"	"C5H10N2O3S"	"0"
"Rh67"	"UTP"	"C00075"	"NA"	"CHEBI:15713"	"MNXM121"	"C9H11N2O15P3"	"-4"
"Rh67"	"D-glucose 1-phosphate"	"C00103"	"NA"	"CHEBI:29042"	"MNXM89588"	"C6H11O9P"	"-2"
"Rh67"	"diphosphate"	"C00013"	"NA"	"CHEBI:18361"	"MNXM11"	"HO7P2"	"-3"
"Rh67"	"UDP-D-glucose"	"C00029"	"ChEBI:18066"	"CHEBI:18066"	"MNXM52"	"C15H22N2O17P2"	"-2"
"Rh68"	"4a-Hydroxytetrahydrobiopterin"	"C15522"	"ChEBI:15642"	"CHEBI:15642"	"MNXM31340"	"C9H15N5O4"	"0"
"Rh68"	"Dihydrobiopterin"	"C00268"	"ChEBI:20680"	"CHEBI:20680"	"MNXM162257"	"C9H13N5O3"	"0"
"Rh68"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh69"	"phosphatidyl-L-serine"	"C02737"	"NA"	"CHEBI:18303"	"MNXM221"	"C8H11NO10PR2"	"-1"
"Rh69"	"phosphatidyl-L-serine"	"C02737"	"NA"	"CHEBI:18303"	"MNXM221"	"C8H11NO10PR2"	"-1"
"Rh70"	"phosphatidylinositol 4-phosphate"	"C01277"	"NA"	"CHEBI:17526"	"MNXM122"	"C11H15O16P2R2"	"-3"
"Rh70"	"phosphatidylinositol 4-phosphate"	"C01277"	"NA"	"CHEBI:17526"	"MNXM122"	"C11H15O16P2R2"	"-3"
"Rh71"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh71"	"superoxide"	"C00704"	"ChEBI:18421"	"CHEBI:18421"	"MNXM330"	"O2"	"-1"
"Rh71"	"hydrogen peroxide"	"C00027"	"NA"	"CHEBI:16240"	"MNXM22"	"H2O2"	"0"
"Rh71"	"oxygen"	"C00007"	"NA"	"CHEBI:15379"	"MNXM4"	"O2"	"0"
"Rh72"	"2-deoxy-D-glucose 6-phosphate"	"C06369"	"ChEBI:16043"	"CHEBI:16043"	"MNXM3809"	"C6H11O8P"	"-2"
"Rh72"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh72"	"2-deoxy-D-glucose"	"C00586"	"ChEBI:15866"	"CHEBI:15866"	"MNXM2925"	"C6H12O5"	"0"
"Rh72"	"phosphate"	"C00009"	"NA"	"CHEBI:18367"	"MNXM9"	"HO4P"	"-2"
"Rh73"	"S-adenosyl-L-methionine"	"C00019"	"ChEBI:67040"	"CHEBI:67040"	"MNXM16"	"C15H23N6O5S"	"1"
"Rh73"	"[cytochrome c]-L-lysine"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh73"	"S-adenosyl-L-homocysteine"	"C00021"	"ChEBI:16680"	"CHEBI:16680"	"MNXM19"	"C14H20N6O5S"	"0"
"Rh73"	"[cytochrome c]-N6-methyl-L-lysine"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh74"	"reduced c-type cytochrome"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh74"	"oxygen"	"C00007"	"NA"	"CHEBI:15379"	"MNXM4"	"O2"	"0"
"Rh74"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh74"	"oxidized c-type cytochrome"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh74"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh74"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh75"	"S-adenosyl-L-methionine"	"C00019"	"ChEBI:67040"	"CHEBI:67040"	"MNXM16"	"C15H23N6O5S"	"1"
"Rh75"	"L-lysine-[histone]"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh75"	"S-adenosyl-L-homocysteine"	"C00021"	"ChEBI:16680"	"CHEBI:16680"	"MNXM19"	"C14H20N6O5S"	"0"
"Rh75"	"N6-methyl-L-lysine-[histone]"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh76"	"Acceptor"	"C00028"	"NA"	"CHEBI:15339"	NA	NA	NA
"Rh76"	"NADPH"	"C00005"	"NA"	"CHEBI:16474"	"MNXM6"	"C21H26N7O17P3"	"-4"
"Rh76"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh76"	"Reduced acceptor"	"C00030"	"NA"	"CHEBI:17499"	"MNXM24"	"RH2"	"NA"
"Rh76"	"NADP(+)"	"C00006"	"NA"	"CHEBI:18009"	"MNXM5"	"C21H25N7O17P3"	"-3"
"Rh77"	"(polyphosphate)(n)"	"C00404"	"NA"	"CHEBI:16838"	"MNXM77738"	"(O3P)nHO"	"NA"
"Rh77"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh77"	"(polyphosphate)(n-1)"	"C00404"	"NA"	"CHEBI:16838"	"MNXM77738"	"(O3P)nHO"	"NA"
"Rh77"	"phosphate"	"C00009"	"NA"	"CHEBI:18367"	"MNXM9"	"HO4P"	"-2"
"Rh78"	"Zn(2+)"	"C00038"	"ChEBI:29105"	"CHEBI:29105"	"MNXM149"	"Zn"	"2"
"Rh78"	"Zn(2+)"	"C00038"	"ChEBI:29105"	"CHEBI:29105"	"MNXM149"	"Zn"	"2"
"Rh79"	"NADH"	"C00004"	"ChEBI:16908"	"CHEBI:16908"	"MNXM10"	"C21H27N7O14P2"	"-2"
"Rh79"	"Ferricytochrome b5"	"C00996"	"ChEBI:18097"	"CHEBI:18097"	"MNXM1083"	"NA"	"NA"
"Rh79"	"NAD"	"C00003"	"NA"	"CHEBI:15846"	"MNXM8"	"C21H26N7O14P2"	"-1"
"Rh79"	"Ferrocytochrome b5"	"C00999"	"NA"	"NA"	NA	NA	NA
"Rh79"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh80"	"di-trans, poly-cis-polyprenol"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh80"	"NADPH"	"C00005"	"NA"	"CHEBI:16474"	"MNXM6"	"C21H26N7O17P3"	"-4"
"Rh80"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh80"	"dolichol"	"C00381"	"NA"	"CHEBI:16091"	"MNXM797"	"C20H36O(C5H8)n"	"0"
"Rh80"	"NADP(+)"	"C00006"	"NA"	"CHEBI:18009"	"MNXM5"	"C21H25N7O17P3"	"-3"
"Rh81"	"(S)-benzoin"	"C20227"	"NA"	"NA"	NA	NA	NA
"Rh81"	"NADP(+)"	"C00006"	"NA"	"CHEBI:18009"	"MNXM5"	"C21H25N7O17P3"	"-3"
"Rh81"	"benzil"	"C20226"	"ChEBI:51507"	"CHEBI:51507"	"MNXM2349"	"C14H10O2"	"0"
"Rh81"	"NADPH"	"C00005"	"NA"	"CHEBI:16474"	"MNXM6"	"C21H26N7O17P3"	"-4"
"Rh82"	"RX"	"C01322"	"ChEBI:17792"	"CHEBI:17792"	"MNXM6428"	"RX"	"0"
"Rh82"	"glutathione"	"C00051"	"ChEBI:16856"	"CHEBI:16856"	"MNXM57"	"C10H16N3O6S"	"-1"
"Rh82"	"HX"	"C00462"	"ChEBI:16042"	"CHEBI:16042"	"MNXM55844"	"NA"	"-1"
"Rh82"	"R-S-glutathione"	"C02320"	"ChEBI:17021"	"CHEBI:17021"	"MNXM3350"	"C10H15N3O6SR"	"-1"
"Rh83"	"L-methionine"	"C00073"	"NA"	"CHEBI:16643"	"MNXM61"	"C5H11NO2S"	"0"
"Rh83"	"TRX1 disulphide"	"C00343"	"NA"	"CHEBI:18191"	"MNXM148"	"C6H9N2O2S2R4"	"1"
"Rh83"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh83"	"L-Methionine S-oxide"	"C02989"	"ChEBI:17016"	"CHEBI:17016"	"MNXM2246"	"C5H11NO3S"	"0"
"Rh83"	"TRX1"	"C00342"	"NA"	"CHEBI:15033"	"MNXM96993"	"C6H10N2O2S2R4"	"0"
"Rh84"	"Ala-Gly"	"NA"	"CHEBI:73757"	"CHEBI:73757"	"MNXM15783"	"C5H10N2O3"	"0"
"Rh84"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh84"	"L-alanine"	"C00041"	"ChEBI:16977"	"CHEBI:16977"	"MNXM32"	"C3H7NO2"	"0"
"Rh84"	"L-glycine"	"C00037"	"ChEBI:15428"	"CHEBI:15428"	"MNXM29"	"C2H5NO2"	"0"
"Rh85"	"Ala-Leu"	"NA"	"CHEBI:73770"	"CHEBI:73770"	"MNXM15786"	"C9H18N2O3"	"0"
"Rh85"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh85"	"L-alanine"	"C00041"	"ChEBI:16977"	"CHEBI:16977"	"MNXM32"	"C3H7NO2"	"0"
"Rh85"	"L-leucine"	"C00123"	"NA"	"CHEBI:15603"	"MNXM140"	"C6H13NO2"	"0"
"Rh86"	"5-oxo-L-proline"	"C01879"	"ChEBI:18183"	"CHEBI:18183"	"MNXM964"	"C5H6NO3"	"-1"
"Rh86"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh86"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh86"	"L-glutamate"	"C00025"	"NA"	"CHEBI:16015"	"MNXM89557"	"C5H8NO4"	"-1"
"Rh86"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh86"	"phosphate"	"C00009"	"NA"	"CHEBI:18367"	"MNXM9"	"HO4P"	"-2"
"Rh86"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh87"	"Threo-3-hydroxy-L-aspartate"	"C11511"	"ChEBI:10696"	"CHEBI:10696"	"MNXM4918"	"C4H6NO5"	"-1"
"Rh87"	"oxaloacetate"	"C00036"	"NA"	"CHEBI:16452"	"MNXM46"	"C4H2O5"	"-2"
"Rh87"	"ammonium"	"C01342"	"NA"	"CHEBI:28938"	"MNXM15"	"H4N"	"1"
"Rh88"	"Fe(II)-siderophore"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh88"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh88"	"NADP(+)"	"C00006"	"NA"	"CHEBI:18009"	"MNXM5"	"C21H25N7O17P3"	"-3"
"Rh88"	"Fe(III)-siderophore"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh88"	"NADPH"	"C00005"	"NA"	"CHEBI:16474"	"MNXM6"	"C21H26N7O17P3"	"-4"
"Rh89"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh89"	"RNA(n)"	"C00046"	"NA"	"CHEBI:18273"	"MNXM90337"	"NA"	"NA"
"Rh89"	"diphosphate"	"C00013"	"NA"	"CHEBI:18361"	"MNXM11"	"HO7P2"	"-3"
"Rh89"	"RNA(n+1)"	"C00046"	"NA"	"CHEBI:18273"	"MNXM90337"	"NA"	"NA"
"Rh90"	"RX"	"C01322"	"ChEBI:17792"	"CHEBI:17792"	"MNXM6428"	"RX"	"0"
"Rh90"	"glutathione"	"C00051"	"ChEBI:16856"	"CHEBI:16856"	"MNXM57"	"C10H16N3O6S"	"-1"
"Rh90"	"HX"	"C00462"	"ChEBI:16042"	"CHEBI:16042"	"MNXM55844"	"NA"	"-1"
"Rh90"	"R-S-glutathione"	"C02320"	"ChEBI:17021"	"CHEBI:17021"	"MNXM3350"	"C10H15N3O6SR"	"-1"
"Rh91"	"glutathione"	"C00051"	"ChEBI:16856"	"CHEBI:16856"	"MNXM57"	"C10H16N3O6S"	"-1"
"Rh91"	"dehydroascorbate"	"C05422"	"ChEBI:27956"	"CHEBI:27956"	"MNXM250"	"C6H5O6"	"-1"
"Rh91"	"glutathione disulfide"	"C00127"	"ChEBI:17858"	"CHEBI:17858"	"MNXM151"	"C20H30N6O12S2"	"-2"
"Rh91"	"ascorbate"	"C00072"	"ChEBI:38290"	"CHEBI:38290"	"MNXM89592"	"C6H8O6"	"0"
"Rh92"	"di- peptide"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh92"	"di- peptide"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh93"	"tri-peptide"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh93"	"tri-peptide"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh94"	"urea"	"C00086"	"NA"	"CHEBI:16199"	"MNXM117"	"CH4N2O"	"0"
"Rh94"	"Cyanamide"	"C01566"	"ChEBI:16698"	"CHEBI:16698"	"MNXM4538"	"CH2N2"	"0"
"Rh94"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh95"	"L-glutamine"	"C00064"	"ChEBI:18050"	"CHEBI:18050"	"MNXM37"	"C5H10N2O3"	"0"
"Rh95"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh95"	"L-glutamate"	"C00025"	"NA"	"CHEBI:16015"	"MNXM89557"	"C5H8NO4"	"-1"
"Rh95"	"ammonium"	"C01342"	"NA"	"CHEBI:28938"	"MNXM15"	"H4N"	"1"
"Rh96"	"aldehydo-D-ribose 5-phosphate"	"C00117"	"ChEBI:17797"	"CHEBI:17797"	"MNXM116"	"C5H9O8P"	"-2"
"Rh96"	"glyceraldehyde 3-phosphate"	"C00118"	"NA"	"CHEBI:29052"	"MNXM74"	"C3H5O6P"	"-2"
"Rh96"	"L-glutamine"	"C00064"	"ChEBI:18050"	"CHEBI:18050"	"MNXM37"	"C5H10N2O3"	"0"
"Rh96"	"L-glutamate"	"C00025"	"NA"	"CHEBI:16015"	"MNXM89557"	"C5H8NO4"	"-1"
"Rh96"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh96"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh96"	"phosphate"	"C00009"	"NA"	"CHEBI:18367"	"MNXM9"	"HO4P"	"-2"
"Rh96"	"pyridoxal 5'-phosphate"	"C00018"	"NA"	"CHEBI:18405"	"MNXM161"	"C8H8NO6P"	"-2"
"Rh97"	"glyceraldehyde 3-phosphate"	"C00118"	"NA"	"CHEBI:29052"	"MNXM74"	"C3H5O6P"	"-2"
"Rh97"	"D-ribulose 5-phosphate"	"C00199"	"NA"	"CHEBI:17363"	"MNXM145"	"C5H9O8P"	"-2"
"Rh97"	"L-glutamine"	"C00064"	"ChEBI:18050"	"CHEBI:18050"	"MNXM37"	"C5H10N2O3"	"0"
"Rh97"	"pyridoxal 5'-phosphate"	"C00018"	"NA"	"CHEBI:18405"	"MNXM161"	"C8H8NO6P"	"-2"
"Rh97"	"L-glutamate"	"C00025"	"NA"	"CHEBI:16015"	"MNXM89557"	"C5H8NO4"	"-1"
"Rh97"	"phosphate"	"C00009"	"NA"	"CHEBI:18367"	"MNXM9"	"HO4P"	"-2"
"Rh97"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh98"	"pyridoxal 5'-phosphate"	"C00018"	"NA"	"CHEBI:18405"	"MNXM161"	"C8H8NO6P"	"-2"
"Rh98"	"L-histidine"	"C00135"	"NA"	"CHEBI:15971"	"MNXM134"	"C6H9N3O2"	"0"
"Rh98"	"4-amino-2-methyl-5-phosphomethylpyrimidine"	"C04556"	"NA"	"CHEBI:18032"	"MNXM790"	"C6H8N3O4P"	"-2"
"Rh99"	"glycerol"	"C00116"	"NA"	"CHEBI:17754"	"MNXM89612"	"C3H8O3"	"0"
"Rh99"	"glycerol"	"C00116"	"NA"	"CHEBI:17754"	"MNXM89612"	"C3H8O3"	"0"
"Rh100"	"L-cysteinylglycine"	"C01419"	"ChEBI:4047"	"CHEBI:4047"	"MNXM683"	"C5H10N2O3S"	"0"
"Rh100"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh100"	"L-cysteine"	"C00097"	"ChEBI:17561"	"CHEBI:17561"	"MNXM55"	"C3H7NO2S"	"0"
"Rh100"	"L-glycine"	"C00037"	"ChEBI:15428"	"CHEBI:15428"	"MNXM29"	"C2H5NO2"	"0"
"Rh101"	"R-S-Cysteinylglycine"	"C05729"	"ChEBI:8744"	"CHEBI:8744"	"MNXM7734"	"C5H9N2O3SR"	"0"
"Rh101"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh101"	"S-Substituted L-cysteine"	"C05726"	"ChEBI:47910"	"CHEBI:47910"	"MNXM96107"	"C3H6NO2SR"	"0"
"Rh101"	"L-glycine"	"C00037"	"ChEBI:15428"	"CHEBI:15428"	"MNXM29"	"C2H5NO2"	"0"
"Rh102"	"L-cystathionine"	"C02291"	"NA"	"CHEBI:17482"	"MNXM319"	"C7H14N2O4S"	"0"
"Rh102"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh102"	"L-homocysteine"	"C00155"	"NA"	"CHEBI:17588"	"MNXM123"	"C4H9NO2S"	"0"
"Rh102"	"ammonium"	"C01342"	"NA"	"CHEBI:28938"	"MNXM15"	"H4N"	"1"
"Rh102"	"pyruvate"	"C00022"	"NA"	"CHEBI:15361"	"MNXM23"	"C3H3O3"	"-1"
"Rh103"	"2-phospho-D-glyceric acid"	"C00631"	"NA"	"CHEBI:17835"	"MNXM275"	"C3H4O7P"	"-3"
"Rh103"	"3-phosphonato-D-glycerate(3-)"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh104"	"FMN"	"C00061"	"NA"	"CHEBI:17621"	"MNXM119"	"C17H18N4O9P"	"-3"
"Rh104"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh104"	"riboflavin"	"C00255"	"NA"	"CHEBI:17015"	"MNXM270"	"C17H19N4O6"	"-1"
"Rh104"	"phosphate"	"C00009"	"NA"	"CHEBI:18367"	"MNXM9"	"HO4P"	"-2"
"Rh105"	"TMP"	"C01081"	"ChEBI:9533"	"CHEBI:9533"	"MNXM662"	"C12H16N4O4PS"	"-1"
"Rh105"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh105"	"thiamine"	"C00378"	"NA"	"CHEBI:18385"	"MNXM322"	"C12H17N4OS"	"1"
"Rh105"	"phosphate"	"C00009"	"NA"	"CHEBI:18367"	"MNXM9"	"HO4P"	"-2"
"Rh106"	"iron(2+)"	"C14818"	"ChEBI:29033"	"CHEBI:29033"	"MNXM111"	"Fe"	"2"
"Rh106"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh106"	"oxygen"	"C00007"	"NA"	"CHEBI:15379"	"MNXM4"	"O2"	"0"
"Rh106"	"Fe(3+)"	"C14819"	"ChEBI:29034"	"CHEBI:29034"	"MNXM196"	"Fe"	"3"
"Rh106"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh107"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh107"	"AMP"	"C00020"	"NA"	"CHEBI:16027"	"MNXM14"	"C10H12N5O7P"	"-2"
"Rh107"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh108"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh108"	"dAMP"	"C00360"	"NA"	"CHEBI:17713"	"MNXM432"	"C10H12N5O6P"	"-2"
"Rh108"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh108"	"dADP"	"C00206"	"NA"	"CHEBI:16174"	"MNXM374"	"C10H12N5O9P2"	"-3"
"Rh109"	"farnesyl diphosphate"	"C00448"	"NA"	"CHEBI:17407"	"MNXM34"	"C15H25O7P2"	"-3"
"Rh109"	"isopentenyl diphosphate"	"C00129"	"NA"	"CHEBI:16584"	"MNXM83"	"C5H9O7P2"	"-3"
"Rh109"	"Dehydrodolichol diphosphate"	"C05859"	"NA"	"CHEBI:27845"	"MNXM48918"	"NA"	"NA"
"Rh109"	"diphosphate"	"C00013"	"NA"	"CHEBI:18361"	"MNXM11"	"HO7P2"	"-3"
"Rh110"	"Glycyl-tRNA(Ala)"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh110"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh110"	"L-glycine"	"C00037"	"ChEBI:15428"	"CHEBI:15428"	"MNXM29"	"C2H5NO2"	"0"
"Rh110"	"tRNA(Ala)"	"C01635"	"ChEBI:29170"	"CHEBI:29170"	"MNXM89576"	"NA"	"NA"
"Rh111"	"Leu-tRNA(Leu)"	"C02047"	"NA"	"CHEBI:16624"	"MNXM697"	"NA"	"NA"
"Rh111"	"D-Leucine"	"C01570"	"ChEBI:28225"	"CHEBI:28225"	"MNXM8497"	"C6H13NO2"	"0"
"Rh111"	"tRNA(Leu)"	"C01645"	"ChEBI:29169"	"CHEBI:29169"	"MNXM90880"	"NA"	"NA"
"Rh112"	"D-tyrosyl-tRNA(Tyr)"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh112"	"D-tyrosine"	"C06420"	"ChEBI:28479"	"CHEBI:28479"	"MNXM5704"	"C9H11NO3"	"0"
"Rh112"	"tRNA(Tyr)"	"C00787"	"ChEBI:29182"	"CHEBI:29182"	"MNXM90668"	"RH"	"NA"
"Rh113"	"4-nitrophenyl phosphate"	"C03360"	"ChEBI:17440"	"CHEBI:17440"	"MNXM3867"	"C6H4NO6P"	"-2"
"Rh113"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh113"	"4-nitrophenol"	"C00870"	"ChEBI:16836"	"CHEBI:16836"	"MNXM526"	"C6H4NO3"	"-1"
"Rh113"	"phosphate"	"C00009"	"NA"	"CHEBI:18367"	"MNXM9"	"HO4P"	"-2"
"Rh114"	"D-glucitol"	"C00794"	"ChEBI:17924"	"CHEBI:17924"	"MNXM469"	"C6H14O6"	"0"
"Rh114"	"NAD"	"C00003"	"NA"	"CHEBI:15846"	"MNXM8"	"C21H26N7O14P2"	"-1"
"Rh114"	"D-fructose"	"C00095"	"ChEBI:15824"	"CHEBI:15824"	"MNXM175"	"C6H12O6"	"0"
"Rh114"	"NADH"	"C00004"	"ChEBI:16908"	"CHEBI:16908"	"MNXM10"	"C21H27N7O14P2"	"-2"
"Rh114"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh115"	"L-iditol"	"C01507"	"ChEBI:18202"	"CHEBI:18202"	"MNXM3633"	"C6H14O6"	"0"
"Rh115"	"NAD"	"C00003"	"NA"	"CHEBI:15846"	"MNXM8"	"C21H26N7O14P2"	"-1"
"Rh115"	"L-sorbose"	"C00247"	"NA"	"CHEBI:48649"	"MNXM588"	"C6H12O6"	"0"
"Rh115"	"NADH"	"C00004"	"ChEBI:16908"	"CHEBI:16908"	"MNXM10"	"C21H27N7O14P2"	"-2"
"Rh115"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh116"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh116"	"alpha-D-Galactose"	"C00984"	"ChEBI:28061"	"CHEBI:28061"	"MNXM390"	"C6H12O6"	"0"
"Rh116"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh116"	"alpha-D-galactose 1-phosphate"	"C00446"	"ChEBI:17973"	"CHEBI:17973"	"MNXM336"	"C6H11O9P"	"-2"
"Rh117"	"uridine"	"C00299"	"NA"	"CHEBI:16704"	"MNXM288"	"C9H12N2O6"	"0"
"Rh117"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh117"	"UMP"	"C00105"	"ChEBI:16695"	"CHEBI:16695"	"MNXM80"	"C9H11N2O9P"	"-2"
